년도,지역,구분,상병코드,연인원,59이하,60-64,65-69,70-79,80-89,90이상
2022,인천,외래, M48 ,,128.0,182.0,327.0,3980,721.0,237.0
2022,인천,외래, M17 ,,228.0,223.0,343.0,3005,354.0,72.0
2022,인천,외래, M75 ,,434.0,236.0,343.0,2425,288.0,11.0
2022,인천,외래, M51 ,,419.0,248.0,364.0,2030,216.0,49.0
2022,인천,외래, I63 ,,100.0,85.0,198.0,1670,551.0,115.0
2022,인천,외래, H04 ,,156.0,145.0,182.0,1769,318.0,136.0
2022,인천,외래, K04 ,,163.0,71.0,132.0,1983,201.0,55.0
2022,인천,외래, M19 ,,64.0,116.0,205.0,1840,236.0,65.0
2022,인천,외래, B35 ,,163.0,138.0,161.0,1750,181.0,64.0
2022,인천,외래, G81 ,,190.0,2.0,219.0,1656,105.0,22.0
2022,인천,외래, L24 ,,116.0,89.0,89.0,1433,311.0,81.0
2022,인천,외래, K29 ,,147.0,94.0,138.0,1285,192.0,60.0
2022,인천,외래, H25 ,,18.0,44.0,114.0,1066,149.0,24.0
2023,인천,입원(연인원),M48,1939.0,8.0,30.0,23.0,1268,482.0,128.0
2023,인천,입원(연인원),N40,3027.0,0.0,8.0,9.0,2403,126.0,481.0
2023,인천,입원(연인원),M17,1723.0,56.0,54.0,254.0,1283,76.0,0.0
2023,인천,입원(연인원),M75,1723.0,56.0,54.0,254.0,1283,76.0,0.0
2023,인천,입원(연인원),C67,1366.0,0.0,3.0,0.0,442,193.0,728.0
2023,인천,입원(연인원),C61,1406.0,0.0,5.0,173.0,671,229.0,328.0
2023,인천,입원(연인원),E11,1406.0,0.0,5.0,173.0,671,229.0,328.0
2023,인천,입원(연인원),I63,1098.0,0.0,0.0,67.0,469,453.0,109.0
2023,인천,입원(연인원),N31,1111.0,31.0,0.0,0.0,574,172.0,334.0
2023,인천,입원(연인원),J18,778.0,18.0,0.0,38.0,243,234.0,245.0
2023,인천,입원(연인원),G81,859.0,0.0,0.0,0.0,445,353.0,61.0
2023,인천,입원(연인원),F00,274.0,0.0,0.0,0.0,155,76.0,43.0
2023,인천,입원(연인원),M51,385.0,19.0,0.0,0.0,319,35.0,12.0
2023,인천,입원(연인원),I61,431.0,104.0,0.0,0.0,327,0.0,0.0
2023,인천,입원(연인원),S72,420.0,0.0,0.0,0.0,231,57.0,132.0
2023,인천,입원(연인원),M54,412.0,0.0,0.0,0.0,95,185.0,132.0
2023,인천,입원(연인원),S22,387.0,0.0,67.0,0.0,170,73.0,77.0
2023,인천,입원(연인원),S82,352.0,0.0,39.0,0.0,262,51.0,0.0
2023,인천,입원(연인원),S32,284.0,0.0,0.0,0.0,198,81.0,5.0
2023,인천,입원(연인원),N30,308.0,0.0,0.0,0.0,183,65.0,60.0
2023,인천,외래,N40,18554.0,255.0,464.0,809.0,13304,2651.0,1071.0
2023,인천,외래,K05,5592.0,437.0,220.0,439.0,3582,697.0,217.0
2023,인천,외래,M48,4839.0,115.0,146.0,219.0,3372,766.0,221.0
2023,인천,외래,E11,7490.0,513.0,340.0,659.0,4730,983.0,265.0
2023,인천,외래,I10,10177.0,535.0,543.0,841.0,6172,1445.0,641.0
2023,인천,외래,M17,7013.0,420.0,320.0,674.0,4654,777.0,168.0
2023,인천,외래,M75,7161.0,1272.0,453.0,568.0,4142,492.0,234.0
2023,인천,외래,Z26,7920.0,2141.0,728.0,935.0,3520,490.0,106.0
2023,인천,외래,M54,13303.0,978.0,645.0,1375.0,8091,1794.0,420.0
2023,인천,외래,K04,2042.0,92.0,86.0,127.0,1359,310.0,68.0
2023,인천,외래,J40,3805.0,402.0,148.0,262.0,2310,520.0,163.0
2023,인천,외래,H25,2555.0,15.0,50.0,209.0,2035,219.0,27.0
2023,인천,외래,I63,2872.0,252.0,22.0,290.0,1400,713.0,195.0
2023,인천,외래,G81,2188.0,281.0,1.0,235.0,1391,217.0,63.0
2023,인천,외래,H04,2263.0,166.0,97.0,149.0,1435,301.0,115.0
2023,인천,외래,M51,2103.0,299.0,49.0,298.0,995,324.0,138.0
2023,인천,외래,H90,2395.0,50.0,64.0,85.0,1664,400.0,132.0
2023,인천,외래,M50,3238.0,500.0,274.0,230.0,1924,270.0,40.0
2023,인천,외래,B35,2597.0,202.0,113.0,169.0,1744,308.0,61.0
2023,인천,외래,L23,2215.0,147.0,79.0,110.0,1539,266.0,74.0
2021,대구,입원(연인원), N18 ,11137.0,154.0,307.0,2196.0,5601,2119.0,760.0
2021,대구,입원(연인원), E11 ,11123.0,250.0,465.0,180.0,8998,879.0,351.0
2021,대구,입원(연인원), M48 ,9712.0,,159.0,290.0,6464,1806.0,993.0
2021,대구,입원(연인원), U07 ,7164.0,6492.0,99.0,214.0,232,127.0,
2021,대구,입원(연인원), J18 ,7103.0,,,12.0,1938,4432.0,721.0
2021,대구,입원(연인원), I20 ,6529.0,25.0,202.0,128.0,4636,840.0,698.0
2021,대구,입원(연인원), M51 ,5806.0,75.0,344.0,329.0,4527,463.0,68.0
2021,대구,입원(연인원), Z51 ,5229.0,483.0,222.0,533.0,2031,1443.0,517.0
2021,대구,입원(연인원), M17 ,4883.0,114.0,194.0,516.0,3805,254.0,
2021,대구,입원(연인원), S32 ,4033.0,75.0,39.0,190.0,2399,1019.0,311.0
2021,대구,입원(연인원), I50 ,3022.0,6.0,,14.0,676,2059.0,267.0
2021,대구,입원(연인원), M75 ,2159.0,72.0,87.0,158.0,1732,110.0,
2021,대구,입원(연인원), I63 ,1770.0,86.0,11.0,21.0,795,667.0,190.0
2021,대구,입원(연인원), I48 ,1764.0,7.0,29.0,61.0,1254,288.0,125.0
2021,대구,입원(연인원), H25 ,723.0,10.0,13.0,58.0,577,51.0,14.0
2021,대구,입원(연인원), K80 ,685.0,36.0,15.0,26.0,365,163.0,80.0
2021,대구,입원(연인원), C61 ,453.0,2.0,1.0,28.0,405,15.0,2.0
2021,대구,입원(연인원), D13 ,354.0,4.0,2.0,20.0,285,43.0,
2021,대구,입원(연인원), R07 ,297.0,22.0,4.0,28.0,200,22.0,21.0
2021,대구,입원(연인원), Z03 ,151.0,3.0,10.0,9.0,115,14.0,
2021,대구,외래, N40 ,33289.0,490.0,910.0,1675.0,24995,3900.0,1319.0
2021,대구,외래, E11 ,23418.0,1370.0,1266.0,2132.0,15483,2620.0,547.0
2021,대구,외래, I10 ,22925.0,1248.0,1386.0,2295.0,14066,3038.0,892.0
2021,대구,외래, M51 ,14974.0,1086.0,645.0,1065.0,10960,1047.0,171.0
2021,대구,외래, M48 ,13584.0,246.0,411.0,987.0,9523,2039.0,378.0
2021,대구,외래, I20 ,13018.0,321.0,382.0,907.0,9703,1444.0,261.0
2021,대구,외래, Z26 ,10966.0,4095.0,1363.0,1245.0,3802,374.0,87.0
2021,대구,외래, I63 ,10346.0,225.0,327.0,567.0,6600,2125.0,502.0
2021,대구,외래, H25 ,8992.0,84.0,194.0,628.0,6995,883.0,208.0
2021,대구,외래, K08 ,8964.0,278.0,373.0,618.0,6710,770.0,215.0
2021,대구,외래, N18 ,7971.0,802.0,508.0,282.0,4973,852.0,554.0
2021,대구,외래, K05 ,6765.0,649.0,416.0,581.0,4626,436.0,57.0
2021,대구,외래, M17 ,6313.0,285.0,304.0,796.0,4090,724.0,114.0
2021,대구,외래, K21 ,5859.0,421.0,305.0,680.0,3890,450.0,113.0
2021,대구,외래, F00 ,5426.0,10.0,23.0,90.0,1966,2444.0,893.0
2021,대구,외래, M75 ,5248.0,366.0,292.0,510.0,3834,234.0,12.0
2021,대구,외래, U07 ,5044.0,3499.0,215.0,284.0,900,123.0,23.0
2021,대구,외래, C61 ,5011.0,24.0,25.0,120.0,3515,1131.0,196.0
2021,대구,외래, B35 ,4935.0,287.0,232.0,349.0,3605,386.0,76.0
2021,대구,외래,I48,4758.0,115.0,159.0,247.0,3286,793.0,158.0
2022,대구,입원(연인원),U07,10726.0,3557.0,505.0,753.0,2482,2617.0,812.0
2022,대구,입원(연인원),M51,9236.0,340.0,362.0,261.0,6248,1068.0,957.0
2022,대구,입원(연인원),E11,8561.0,354.0,300.0,89.0,5604,2160.0,54.0
2022,대구,입원(연인원),M48,7815.0,225.0,105.0,232.0,4919,1434.0,900.0
2022,대구,입원(연인원),N18,5824.0,163.0,43.0,244.0,2822,961.0,1591.0
2022,대구,입원(연인원),I20,5480.0,21.0,78.0,84.0,4124,877.0,296.0
2022,대구,입원(연인원),Z51,5177.0,596.0,281.0,423.0,1911,1244.0,722.0
2022,대구,입원(연인원),M17,4603.0,73.0,89.0,401.0,3430,565.0,45.0
2022,대구,입원(연인원),Z50,4482.0,1012.0,254.0,127.0,2524,565.0,0.0
2022,대구,입원(연인원),J18,3742.0,0.0,0.0,19.0,1599,768.0,1356.0
2022,대구,입원(연인원),S32,3131.0,0.0,39.0,214.0,1573,919.0,386.0
2022,대구,입원(연인원),M75,2343.0,117.0,227.0,307.0,1662,30.0,0.0
2022,대구,입원(연인원),I48,2233.0,14.0,7.0,17.0,1646,344.0,205.0
2022,대구,입원(연인원),H25,640.0,0.0,16.0,27.0,536,40.0,21.0
2022,대구,입원(연인원),R07,624.0,22.0,7.0,20.0,507,41.0,27.0
2022,대구,입원(연인원),A09,612.0,18.0,22.0,32.0,321,128.0,91.0
2022,대구,입원(연인원),K80,487.0,38.0,0.0,66.0,177,44.0,162.0
2022,대구,입원(연인원),K40,184.0,0.0,11.0,3.0,144,20.0,6.0
2022,대구,입원(연인원),C61,182.0,0.0,2.0,2.0,143,16.0,19.0
2022,대구,입원(연인원),Z03,155.0,2.0,3.0,6.0,137,7.0,0.0
2022,대구,외래,N40,29425.0,430.0,652.0,1319.0,22169,3381.0,1474.0
2022,대구,외래,E11,24269.0,1358.0,1233.0,2171.0,16074,2736.0,697.0
2022,대구,외래,U07,23721.0,8028.0,3741.0,3588.0,6199,1810.0,355.0
2022,대구,외래,I10,19323.0,1061.0,1118.0,1927.0,11919,2361.0,937.0
2022,대구,외래,M51,19624.0,1049.0,794.0,775.0,15350,1454.0,202.0
2022,대구,외래,I20,13609.0,378.0,425.0,860.0,10089,1502.0,355.0
2022,대구,외래,M48,12019.0,216.0,389.0,776.0,8365,1685.0,588.0
2022,대구,외래,I63,10461.0,179.0,270.0,557.0,6889,1893.0,673.0
2022,대구,외래,N18,9759.0,977.0,598.0,579.0,5961,1058.0,586.0
2022,대구,외래,K08,8389.0,314.0,364.0,517.0,6195,793.0,206.0
2022,대구,외래,Z26,8151.0,2769.0,1103.0,811.0,2962,363.0,143.0
2022,대구,외래,H25,7536.0,37.0,183.0,391.0,5908,803.0,214.0
2022,대구,외래,K05,6622.0,555.0,453.0,567.0,4550,426.0,71.0
2022,대구,외래,M17,6042.0,238.0,231.0,686.0,4087,669.0,131.0
2022,대구,외래,K21,5697.0,385.0,211.0,529.0,3929,536.0,107.0
2022,대구,외래,F00,5307.0,5.0,25.0,115.0,2072,1997.0,1093.0
2022,대구,외래,Z11,5019.0,1815.0,357.0,471.0,2032,281.0,63.0
2022,대구,외래,C61,4966.0,18.0,20.0,93.0,3610,960.0,265.0
2022,대구,외래,K04,4875.0,341.0,175.0,343.0,3444,499.0,73.0
2022,대구,외래,G62,4884.0,24.0,0.0,5.0,4709,139.0,7.0
2023,대구,입원(연인원), M51 ,11509.0,247.0,444.0,284.0,8114,2236.0,184.0
2023,대구,입원(연인원), E11 ,10439.0,508.0,251.0,94.0,8046,1255.0,285.0
2023,대구,입원(연인원), M48 ,6937.0,69.0,,313.0,4858,1168.0,529.0
2023,대구,입원(연인원), J18 ,6065.0,,14.0,43.0,2630,586.0,2792.0
2023,대구,입원(연인원), M17 ,5862.0,64.0,168.0,674.0,4467,489.0,
2023,대구,입원(연인원), I20 ,5412.0,10.0,34.0,55.0,4055,1150.0,108.0
2023,대구,입원(연인원), Z51 ,5302.0,339.0,328.0,728.0,1821,1281.0,805.0
2023,대구,입원(연인원), N18 ,4667.0,223.0,64.0,53.0,3850,385.0,92.0
2023,대구,입원(연인원), Z50 ,4576.0,461.0,260.0,364.0,2341,1150.0,
2023,대구,입원(연인원), S32 ,3807.0,132.0,,96.0,2052,936.0,591.0
2023,대구,입원(연인원), J44 ,2968.0,,,1.0,1302,1457.0,208.0
2023,대구,입원(연인원), M75 ,2454.0,52.0,62.0,261.0,2023,56.0,
2023,대구,입원(연인원), I48 ,2246.0,19.0,2.0,28.0,1211,426.0,560.0
2023,대구,입원(연인원), S22 ,1635.0,,9.0,123.0,625,744.0,134.0
2023,대구,입원(연인원), U07 ,1095.0,5.0,20.0,131.0,572,184.0,183.0
2023,대구,입원(연인원), I70 ,779.0,10.0,4.0,25.0,430,252.0,58.0
2023,대구,입원(연인원), H25 ,562.0,4.0,9.0,35.0,454,51.0,9.0
2023,대구,입원(연인원), R07 ,505.0,8.0,5.0,5.0,391,81.0,15.0
2023,대구,입원(연인원), C61 ,323.0,,2.0,5.0,224,91.0,1.0
2023,대구,입원(연인원), Z03 ,80.0,2.0,4.0,5.0,68,1.0,
2023,대구,외래, N40 ,24961.0,386.0,584.0,1075.0,18255,3098.0,1563.0
2023,대구,외래, M51 ,22781.0,903.0,643.0,985.0,17897,1966.0,387.0
2023,대구,외래, E11 ,21303.0,1162.0,1064.0,1758.0,13842,2783.0,694.0
2023,대구,외래, I10 ,18000.0,1064.0,839.0,1746.0,10748,2581.0,1022.0
2023,대구,외래, I20 ,13445.0,350.0,406.0,760.0,9737,1768.0,424.0
2023,대구,외래, M48 ,11214.0,183.0,386.0,549.0,7625,1726.0,745.0
2023,대구,외래, N18 ,10858.0,621.0,410.0,907.0,7054,1162.0,704.0
2023,대구,외래, I63 ,9568.0,153.0,291.0,526.0,6020,1820.0,758.0
2023,대구,외래, K08 ,8233.0,341.0,277.0,484.0,5928,1001.0,202.0
2023,대구,외래, Z26 ,7700.0,2534.0,899.0,658.0,2851,520.0,238.0
2023,대구,외래, H25 ,7442.0,60.0,158.0,410.0,5680,910.0,224.0
2023,대구,외래, M17 ,6704.0,267.0,282.0,581.0,4691,695.0,188.0
2023,대구,외래, K05 ,6416.0,547.0,378.0,579.0,4273,494.0,145.0
2023,대구,외래, F00 ,5941.0,,46.0,70.0,2274,2246.0,1305.0
2023,대구,외래, G62 ,5590.0,14.0,7.0,,5121,441.0,7.0
2023,대구,외래, K04 ,5159.0,440.0,137.0,332.0,3678,487.0,85.0
2023,대구,외래, C61 ,4845.0,17.0,27.0,74.0,3437,987.0,303.0
2023,대구,외래, M75 ,4729.0,214.0,215.0,479.0,3442,352.0,27.0
2023,대구,외래, B35 ,4521.0,264.0,182.0,225.0,3283,451.0,116.0
2023,대구,외래, I48 ,4562.0,135.0,104.0,177.0,3204,637.0,305.0
2021,대전,입원(연인원), U07 ,10091.0,6472.0,909.0,639.0,1093,667.0,311.0
2021,대전,입원(연인원), M48 ,7404.0,59.0,48.0,161.0,5558,1142.0,436.0
2021,대전,입원(연인원), M17 ,5113.0,43.0,377.0,341.0,3685,579.0,88.0
2021,대전,입원(연인원), E11 ,4531.0,255.0,122.0,402.0,2936,671.0,145.0
2021,대전,입원(연인원), I69 ,3035.0,335.0,,,2009,682.0,9.0
2021,대전,입원(연인원), M75 ,2763.0,111.0,276.0,86.0,2170,81.0,39.0
2021,대전,입원(연인원), J18 ,2433.0,60.0,2.0,44.0,723,985.0,619.0
2021,대전,입원(연인원), I61 ,2171.0,,,,1230,867.0,74.0
2021,대전,입원(연인원), J98 ,1930.0,21.0,,2.0,610,825.0,472.0
2021,대전,입원(연인원), C16 ,1907.0,222.0,28.0,70.0,1181,406.0,
2021,대전,입원(연인원), M51 ,1906.0,89.0,96.0,134.0,1303,261.0,23.0
2021,대전,입원(연인원), M96 ,1741.0,3.0,2.0,111.0,1489,108.0,28.0
2021,대전,입원(연인원), S32 ,1702.0,58.0,2.0,109.0,538,508.0,487.0
2021,대전,입원(연인원), K63 ,1618.0,12.0,99.0,60.0,1287,159.0,1.0
2021,대전,입원(연인원), M54 ,1582.0,17.0,,36.0,1297,182.0,50.0
2021,대전,입원(연인원), S06 ,1565.0,,,5.0,1188,352.0,20.0
2021,대전,입원(연인원), G82 ,1524.0,552.0,,11.0,961,,
2021,대전,입원(연인원), I63 ,1352.0,10.0,14.0,38.0,930,309.0,51.0
2021,대전,입원(연인원), S72 ,1338.0,,,54.0,314,661.0,309.0
2021,대전,입원(연인원), R42 ,1287.0,18.0,,2.0,1195,62.0,10.0
2021,대전,외래, N40 ,26092.0,277.0,663.0,1217.0,19621,3120.0,1194.0
2021,대전,외래, E11 ,20033.0,1050.0,1123.0,1797.0,13721,1931.0,411.0
2021,대전,외래, I10 ,15111.0,900.0,853.0,1400.0,9582,1724.0,652.0
2021,대전,외래, U07 ,14926.0,10929.0,971.0,915.0,1647,356.0,108.0
2021,대전,외래, M48 ,14728.0,262.0,397.0,838.0,11155,1667.0,409.0
2021,대전,외래, K05 ,13706.0,1228.0,746.0,1232.0,9419,899.0,182.0
2021,대전,외래, M54 ,12608.0,854.0,605.0,798.0,8802,1289.0,260.0
2021,대전,외래, K63 ,9891.0,607.0,666.0,903.0,7106,580.0,29.0
2021,대전,외래, K29 ,9016.0,1467.0,772.0,853.0,5010,748.0,166.0
2021,대전,외래, I69 ,8957.0,269.0,213.0,485.0,6231,1414.0,345.0
2021,대전,외래, E86 ,8608.0,273.0,441.0,883.0,5546,1167.0,298.0
2021,대전,외래, M17 ,7941.0,323.0,373.0,696.0,5346,1039.0,164.0
2021,대전,외래, Z26 ,7365.0,4714.0,697.0,418.0,1319,179.0,38.0
2021,대전,외래, N18 ,7234.0,744.0,481.0,195.0,4270,1071.0,473.0
2021,대전,외래, Z29 ,6717.0,3784.0,303.0,237.0,2068,261.0,64.0
2021,대전,외래, F03 ,6466.0,,59.0,215.0,3497,1801.0,894.0
2021,대전,외래, L29 ,5920.0,249.0,160.0,295.0,4428,593.0,195.0
2021,대전,외래, M75 ,5311.0,479.0,419.0,485.0,3526,333.0,69.0
2021,대전,외래, R42 ,4951.0,194.0,216.0,332.0,3227,701.0,281.0
2021,대전,외래,J44,4729.0,23.0,92.0,144.0,3666,576.0,228.0
2022,대전,입원(연인원),  M48  ,5709.0,73.0,190.0,130.0,3998,928.0,390.0
2022,대전,입원(연인원),  M17  ,5260.0,296.0,244.0,149.0,3831,637.0,103.0
2022,대전,입원(연인원),  U07  ,3585.0,948.0,188.0,166.0,1190,663.0,430.0
2022,대전,입원(연인원),  E11  ,3520.0,64.0,44.0,157.0,2793,447.0,15.0
2022,대전,입원(연인원),  I69  ,3089.0,365.0,11.0,97.0,1894,691.0,31.0
2022,대전,입원(연인원),  M75  ,2592.0,36.0,11.0,297.0,1936,312.0,0.0
2022,대전,입원(연인원),  G82  ,2434.0,649.0,0.0,0.0,1785,0.0,0.0
2022,대전,입원(연인원),  N18  ,1979.0,2.0,3.0,1.0,1183,343.0,447.0
2022,대전,입원(연인원),  S06  ,1939.0,0.0,13.0,39.0,1183,453.0,251.0
2022,대전,입원(연인원),  M96  ,1918.0,5.0,17.0,24.0,1524,317.0,31.0
2022,대전,입원(연인원),  S72  ,1874.0,0.0,27.0,82.0,629,551.0,585.0
2022,대전,입원(연인원),  J18  ,1485.0,5.0,0.0,29.0,395,780.0,276.0
2022,대전,입원(연인원),  I63  ,1482.0,10.0,24.0,30.0,797,473.0,148.0
2022,대전,입원(연인원),  K63  ,1444.0,18.0,37.0,19.0,1180,140.0,50.0
2022,대전,입원(연인원),  M51  ,1423.0,45.0,7.0,81.0,1132,158.0,0.0
2022,대전,입원(연인원),  M54  ,1233.0,5.0,48.0,16.0,1023,135.0,6.0
2022,대전,입원(연인원),  C16  ,1150.0,102.0,13.0,19.0,534,315.0,167.0
2022,대전,입원(연인원),  C34  ,1147.0,124.0,1.0,157.0,407,370.0,88.0
2022,대전,입원(연인원),  S32  ,1091.0,0.0,13.0,40.0,618,286.0,134.0
2022,대전,입원(연인원),  K80  ,981.0,28.0,14.0,3.0,843,59.0,34.0
2022,대전,외래,  N40  ,26265.0,305.0,576.0,1139.0,19647,3208.0,1390.0
2022,대전,외래,  E11  ,19788.0,1030.0,1028.0,1492.0,13961,1812.0,465.0
2022,대전,외래,  M48  ,14961.0,286.0,397.0,830.0,11162,1744.0,542.0
2022,대전,외래,  I10  ,14592.0,883.0,716.0,1310.0,9273,1701.0,709.0
2022,대전,외래,  K05  ,13738.0,1127.0,728.0,1226.0,9272,1189.0,196.0
2022,대전,외래,  M54  ,11803.0,960.0,454.0,633.0,8181,1365.0,210.0
2022,대전,외래,  U07  ,10820.0,5317.0,1103.0,984.0,2662,614.0,140.0
2022,대전,외래,  K63  ,9998.0,586.0,581.0,805.0,7234,727.0,65.0
2022,대전,외래,  E86  ,9158.0,264.0,421.0,657.0,6145,1262.0,409.0
2022,대전,외래,  Z29  ,8828.0,4273.0,441.0,362.0,3138,524.0,90.0
2022,대전,외래,  M17  ,8772.0,395.0,359.0,779.0,5659,1354.0,226.0
2022,대전,외래,  I69  ,8529.0,247.0,167.0,436.0,5933,1375.0,371.0
2022,대전,외래,  K29  ,8335.0,1377.0,803.0,863.0,4403,730.0,159.0
2022,대전,외래,  N18  ,8090.0,794.0,600.0,260.0,4510,1351.0,575.0
2022,대전,외래,  F03  ,5843.0,1.0,46.0,164.0,3300,1624.0,708.0
2022,대전,외래,  M75  ,5518.0,505.0,261.0,571.0,3685,396.0,100.0
2022,대전,외래,  R42  ,4965.0,204.0,156.0,378.0,3230,715.0,282.0
2022,대전,외래,  I20  ,4786.0,92.0,81.0,188.0,3774,520.0,131.0
2022,대전,외래,  L29  ,4698.0,196.0,119.0,185.0,3487,576.0,135.0
2022,대전,외래, Z26 ,4405.0,1677.0,558.0,451.0,1510,182.0,27.0
2023,대전,입원(연인원),M48,7033.0,3.0,294.0,173.0,4715,1618.0,230.0
2023,대전,입원(연인원),M17,6153.0,378.0,151.0,350.0,4307,964.0,3.0
2023,대전,입원(연인원),M96,4562.0,76.0,11.0,158.0,3737,486.0,94.0
2023,대전,입원(연인원),M75,3468.0,202.0,150.0,349.0,2325,434.0,8.0
2023,대전,입원(연인원),E11,3426.0,66.0,59.0,211.0,2397,680.0,13.0
2023,대전,입원(연인원),I69,2896.0,117.0,,105.0,1600,1074.0,
2023,대전,입원(연인원),M54,2682.0,32.0,,113.0,2018,519.0,
2023,대전,입원(연인원),G82,2375.0,694.0,70.0,,1350,261.0,
2023,대전,입원(연인원),S72,2193.0,,76.0,144.0,744,702.0,527.0
2023,대전,입원(연인원),N18,2132.0,10.0,2.0,9.0,1518,332.0,261.0
2023,대전,입원(연인원),J18,1762.0,29.0,2.0,6.0,557,712.0,456.0
2023,대전,입원(연인원),M51,1530.0,118.0,18.0,130.0,1100,164.0,
2023,대전,입원(연인원),S06,1515.0,10.0,33.0,73.0,1100,180.0,119.0
2023,대전,입원(연인원),K63,1460.0,30.0,20.0,55.0,1186,139.0,30.0
2023,대전,입원(연인원),I63,1381.0,9.0,67.0,1.0,566,653.0,85.0
2023,대전,입원(연인원),C16,1331.0,127.0,,108.0,374,423.0,299.0
2023,대전,입원(연인원),C34,1331.0,47.0,,30.0,684,275.0,295.0
2023,대전,입원(연인원),S22,1324.0,42.0,41.0,43.0,644,408.0,146.0
2023,대전,입원(연인원),C25,1205.0,105.0,90.0,210.0,360,345.0,95.0
2023,대전,입원(연인원),J98,1199.0,4.0,0.0,0.0,681,383.0,131.0
2023,대전,외래,N40,,269.0,632.0,1220.0,19603,4150.0,1381.0
2023,대전,외래,E11,,1104.0,1038.0,1424.0,13798,2437.0,354.0
2023,대전,외래,M48,,242.0,295.0,661.0,10449,2287.0,490.0
2023,대전,외래,I10,,866.0,661.0,1149.0,8650,1921.0,644.0
2023,대전,외래,M54,,1102.0,553.0,799.0,9006,1902.0,195.0
2023,대전,외래,K05,,1117.0,613.0,1201.0,8708,1509.0,175.0
2023,대전,외래,E86,,335.0,421.0,941.0,7261,1858.0,444.0
2023,대전,외래,K63,,677.0,649.0,962.0,7893,1003.0,49.0
2023,대전,외래,N18,,884.0,655.0,418.0,4529,1702.0,690.0
2023,대전,외래,K29,,1370.0,772.0,944.0,4594,793.0,149.0
2023,대전,외래,M17,,416.0,361.0,827.0,5409,1424.0,156.0
2023,대전,외래,I69,,253.0,112.0,394.0,5860,1513.0,408.0
2023,대전,외래,F03,,2.0,15.0,129.0,3213,1733.0,755.0
2023,대전,외래,M75,,604.0,350.0,577.0,3551,578.0,68.0
2023,대전,외래,Z29,,1068.0,336.0,362.0,2991,519.0,77.0
2023,대전,외래,R42,,203.0,164.0,271.0,3031,838.0,290.0
2023,대전,외래,Z26,,1585.0,616.0,540.0,1619,232.0,47.0
2023,대전,외래,L29,,191.0,135.0,212.0,3186,694.0,158.0
2023,대전,외래,J98,,324.0,254.0,302.0,2764,671.0,249.0
2023,대전,외래,I20,,110.0,89.0,165.0,3410,566.0,107.0
2021,광주,입원(연인원),I63,10589.0,288.0,426.0,631.0,7485,1429.0,330.0
2021,광주,입원(연인원),M48,10584.0,855.0,546.0,948.0,6824,1191.0,220.0
2021,광주,입원(연인원),Z49,7559.0,814.0,219.0,89.0,5825,612.0,0.0
2021,광주,입원(연인원),J69,4622.0,29.0,0.0,20.0,1694,1500.0,1379.0
2021,광주,입원(연인원),M17,4590.0,63.0,237.0,442.0,3040,780.0,28.0
2021,광주,입원(연인원),N18,4330.0,46.0,0.0,241.0,2071,1906.0,66.0
2021,광주,입원(연인원),S72,3858.0,94.0,102.0,52.0,997,2247.0,366.0
2021,광주,입원(연인원),L89,3390.0,184.0,0.0,0.0,1604,954.0,648.0
2021,광주,입원(연인원),N40,3351.0,27.0,55.0,127.0,2518,530.0,94.0
2021,광주,입원(연인원),M75,3211.0,273.0,209.0,558.0,2056,71.0,44.0
2021,광주,입원(연인원),J18,3097.0,12.0,27.0,22.0,1996,543.0,497.0
2021,광주,입원(연인원),C34,3094.0,154.0,27.0,55.0,1444,1220.0,194.0
2021,광주,입원(연인원),C16,2979.0,153.0,13.0,410.0,1541,554.0,308.0
2021,광주,입원(연인원),C22,2399.0,56.0,9.0,78.0,1674,504.0,78.0
2021,광주,입원(연인원),C18,2198.0,5.0,248.0,243.0,1252,338.0,112.0
2021,광주,입원(연인원),M51,2180.0,468.0,26.0,82.0,1527,77.0,0.0
2021,광주,입원(연인원),S32,2120.0,89.0,0.0,121.0,1250,502.0,158.0
2021,광주,입원(연인원),K80,1867.0,192.0,65.0,12.0,1003,494.0,101.0
2021,광주,입원(연인원),E11,1836.0,169.0,93.0,26.0,1458,90.0,0.0
2021,광주,입원(연인원),C61,1816.0,0.0,74.0,54.0,1436,181.0,71.0
2021,광주,외래,N40,,655.0,986.0,1491.0,19536,2946.0,1009.0
2021,광주,외래,M48,,1481.0,1338.0,1831.0,15448,2137.0,437.0
2021,광주,외래,I10,,1861.0,1274.0,2089.0,12218,2329.0,630.0
2021,광주,외래,E11,,1541.0,1175.0,1607.0,12499,1707.0,257.0
2021,광주,외래,I20,,996.0,787.0,1336.0,11647,1559.0,274.0
2021,광주,외래,E30,,15380.0,3.0,0.0,0,0.0,0.0
2021,광주,외래,M17,,732.0,953.0,1661.0,9394,1438.0,242.0
2021,광주,외래,Z26,,8308.0,1186.0,901.0,2090,914.0,345.0
2021,광주,외래,K05,,1061.0,771.0,993.0,9364,850.0,231.0
2021,광주,외래,H25,,77.0,282.0,682.0,9375,837.0,176.0
2021,광주,외래,K21,,774.0,547.0,712.0,6045,918.0,139.0
2021,광주,외래,I63,,575.0,428.0,460.0,4953,1239.0,215.0
2021,광주,외래,M75,,893.0,359.0,617.0,3912,294.0,33.0
2021,광주,외래,J44,,162.0,156.0,242.0,4556,724.0,260.0
2021,광주,외래,Z49,,1169.0,655.0,397.0,3009,589.0,11.0
