상병코드,지역
E1020,부산
E1038,부산
E1070,부산
E1364,부산
E1378,부산
E220,부산
E274,부산
E872,부산
F072,부산
G030,부산
G039,부산
G061,부산
G549,부산
G580,부산
G64,부산
G932,부산
H2501,부산
H2510,부산
H2580,부산
H6800,부산
I311,부산
I482,부산
I484,부산
I517,부산
I613,부산
I694,부산
I7023,부산
I7024,부산
I729,부산
I740,부산
I822,부산
J3810,부산
J438,부산
J930,부산
J9619,부산
K222,부산
K2511,부산
K2521,부산
K2561,부산
K4091,부산
K514,부산
K582,부산
K605,부산
K640,부산
K7429,부산
K8040,부산
K821,부산
K8519,부산
K8591,부산
L0301,부산
L089,부산
L409,부산
L729,부산
L929,부산
M0509,부산
M0609,부산
M1394,부산
M1927,부산
M2008,부산
M2393,부산
M4125,부산
M4309,부산
M459,부산
M6009,부산
M638,부산
M6521,부산
M72960,부산
M7950,부산
M8636,부산
M88503,부산
M89823,부산
M959,부산
N182,부산
N258,부산
N320,부산
N403,부산
Q668,부산
R011,부산
R073,부산
R0988,부산
R100,부산
R1030,부산
R15,부산
R268,부산
R471,부산
R688,부산
R943,부산
S0290,부산
S1220,부산
S22390,부산
S300,부산
S337,부산
S437,부산
S5220,부산
S5230,부산
S62390,부산
S6309,부산
S700,부산
S7220,부산
S7290,부산
T143,부산
T172,부산
T2431,부산
T253,부산
T796,부산
T847,부산
T887,부산
V091,부산
V439,부산
W013,부산
W190,부산
W198,부산
W220,부산
Y835,부산
Z871,부산
U099,부산
A020,대구
A047,대구
A084,대구
A090,대구
A099,대구
A1501,대구
A1511,대구
A1531,대구
A1600,대구
A1601,대구
A1621,대구
A1651,대구
A1691,대구
A1814,대구
A1883,대구
A199,대구
A310,대구
A318,대구
A319,대구
A370,대구
A4153,대구
A419,대구
A488,대구
A492,대구
A499,대구
A753,대구
A879,대구
B0051,대구
B022,대구
B027,대구
B029,대구
B179,대구
B180,대구
B1810,대구
B182,대구
B189,대구
B279,대구
B351,대구
B3780,대구
B3788,대구
B441,대구
B449,대구
B49,대구
B909,대구
B951,대구
B952,대구
B953,대구
B955,대구
B956,대구
B958,대구
B960,대구
B961,대구
B962,대구
B963,대구
B964,대구
B965,대구
B9680,대구
B9681,대구
C049,대구
C069,대구
C099,대구
C109,대구
C159,대구
C1609,대구
C1621,대구
C1629,대구
C1630,대구
C1631,대구
C1639,대구
C1649,대구
C1690,대구
C1691,대구
C1699,대구
C180,대구
C181,대구
C182,대구
C184,대구
C187,대구
C19,대구
C20,대구
C220,대구
C221,대구
C23,대구
C240,대구
C241,대구
C250,대구
C251,대구
C253,대구
C259,대구
C320,대구
C321,대구
C3401,대구
C3410,대구
C3411,대구
C3419,대구
C342,대구
C3430,대구
C3431,대구
C3439,대구
C3490,대구
C3491,대구
C3499,대구
C37,대구
C383,대구
C409,대구
C435,대구
C439,대구
C444,대구
C449,대구
C492,대구
C494,대구
C499,대구
C5041,대구
C5090,대구
C5099,대구
C569,대구
C61,대구
C640,대구
C641,대구
C649,대구
C651,대구
C659,대구
C661,대구
C669,대구
C679,대구
C712,대구
C716,대구
C717,대구
C719,대구
C73,대구
C760,대구
C775,대구
C779,대구
C7809,대구
C786,대구
C787,대구
C7910,대구
C7918,대구
C7930,대구
C7950,대구
C7951,대구
C797,대구
C809,대구
C835,대구
C859,대구
C900,대구
C921,대구
C951,대구
D010,대구
D090,대구
D121,대구
D122,대구
D123,대구
D124,대구
D125,대구
D126,대구
D127,대구
D128,대구
D129,대구
D130,대구
D131,대구
D135,대구
D150,대구
D170,대구
D1720,대구
D173,대구
D179,대구
D1800,대구
D1808,대구
D1809,대구
D212,대구
D219,대구
D231,대구
D301,대구
D310,대구
D332,대구
D350,대구
D352,대구
D361,대구
D376,대구
D377,대구
D381,대구
D384,대구
D400,대구
D4101,대구
D414,대구
D430,대구
D432,대구
D481,대구
D508,대구
D509,대구
D510,대구
D519,대구
D531,대구
D599,대구
D62,대구
D638,대구
D648,대구
D649,대구
D65,대구
D6938,대구
D696,대구
E038,대구
E039,대구
E041,대구
E042,대구
E059,대구
E061,대구
E078,대구
E079,대구
E1028,대구
E1031,대구
E1032,대구
E1040,대구
E1041,대구
E1048,대구
E1050,대구
E1058,대구
E1063,대구
E1071,대구
E1078,대구
E108,대구
E109,대구
E1100,대구
E1101,대구
E1110,대구
E1121,대구
E1122,대구
E1128,대구
E1131,대구
E114,대구
E1140,대구
E1141,대구
E1148,대구
E1150,대구
E1151,대구
E1158,대구
E1163,대구
E1168,대구
E1170,대구
E1172,대구
E1178,대구
E118,대구
E119,대구
E129,대구
E139,대구
E1408,대구
E1420,대구
E1428,대구
E1433,대구
E1441,대구
E1448,대구
E1478,대구
E149,대구
E1618,대구
E162,대구
E209,대구
E274,대구
E350,대구
E358,대구
E46,대구
E559,대구
E611,대구
E721,대구
E780,대구
E781,대구
E782,대구
E785,대구
E786,대구
E860,대구
E870,대구
E871,대구
E872,대구
E875,대구
E876,대구
E880,대구
F000,대구
F001,대구
F002,대구
F009,대구
F03,대구
F051,대구
F058,대구
F059,대구
F064,대구
F09,대구
F101,대구
F102,대구
F105,대구
F190,대구
F220,대구
F238,대구
F319,대구
F320,대구
F329,대구
F411,대구
F419,대구
F432,대구
F451,대구
F510,대구
G061,대구
G1228,대구
G20,대구
G214,대구
G22,대구
G250,대구
G300,대구
G301,대구
G308,대구
G309,대구
G311,대구
G4040,대구
G4041,대구
G4091,대구
G439,대구
G442,대구
G470,대구
G479,대구
G510,대구
G530,대구
G551,대구
G560,대구
G562,대구
G564,대구
G568,대구
G573,대구
G589,대구
G590,대구
G609,대구
G621,대구
G622,대구
G629,대구
G632,대구
G638,대구
G811,대구
G819,대구
G822,대구
G824,대구
G825,대구
G913,대구
G919,대구
G931,대구
G990,대구
H001,대구
H0200,대구
H0202,대구
H0209,대구
H0249,대구
H0409,대구
H0411,대구
H0421,대구
H0454,대구
H050,대구
H058,대구
H101,대구
H1101,대구
H1105,대구
H1108,대구
H191,대구
H2500,대구
H2502,대구
H2510,대구
H2511,대구
H2512,대구
H2590,대구
H2591,대구
H2592,대구
H271,대구
H341,대구
H3533,대구
H3536,대구
H3580,대구
H359,대구
H360,대구
H400,대구
H4013,대구
H4019,대구
H4020,대구
H4029,대구
H405,대구
H4080,대구
H409,대구
H431,대구
H5032,대구
H5222,대구
H55,대구
H6038,대구
H810,대구
H811,대구
H812,대구
H8130,대구
H8138,대구
H814,대구
H905,대구
H9120,대구
H931,대구
H939,대구
I050,대구
I051,대구
I059,대구
I10,대구
I101,대구
I109,대구
I110,대구
I119,대구
I120,대구
I132,대구
I150,대구
I159,대구
I200,대구
I201,대구
I2080,대구
I2088,대구
I209,대구
I214,대구
I219,대구
I251,대구
I252,대구
I255,대구
I256,대구
I259,대구
I269,대구
I272,대구
I279,대구
I311,대구
I313,대구
I319,대구
I320,대구
I330,대구
I341,대구
I350,대구
I359,대구
I420,대구
I421,대구
I422,대구
I429,대구
I440,대구
I441,대구
I442,대구
I443,대구
I447,대구
I460,대구
I461,대구
I471,대구
I472,대구
I480,대구
I481,대구
I482,대구
I483,대구
I484,대구
I489,대구
I490,대구
I493,대구
I495,대구
I499,대구
I5003,대구
I5004,대구
I5008,대구
I501,대구
I509,대구
I606,대구
I609,대구
I611,대구
I613,대구
I619,대구
I620,대구
I6309,대구
I6350,대구
I6352,대구
I6359,대구
I638,대구
I639,대구
I650,대구
I651,대구
I652,대구
I660,대구
I661,대구
I662,대구
I671,대구
I675,대구
I678,대구
I679,대구
I691,대구
I693,대구
I694,대구
I7000,대구
I7010,대구
I7022,대구
I7025,대구
I7029,대구
I70830,대구
I70881,대구
I714,대구
I716,대구
I719,대구
I723,대구
I730,대구
I731,대구
I739,대구
I749,대구
I771,대구
I778,대구
I779,대구
I792,대구
I802,대구
I808,대구
I828,대구
I839,대구
I8501,대구
I8591,대구
I861,대구
I864,대구
I872,대구
I880,대구
I891,대구
I950,대구
I951,대구
I959,대구
I983,대구
I99,대구
J00,대구
J0100,대구
J029,대구
J0390,대구
J0391,대구
J060,대구
J069,대구
J100,대구
J101,대구
J108,대구
J13,대구
J14,대구
J150,대구
J151,대구
J152,대구
J155,대구
J157,대구
J158,대구
J159,대구
J168,대구
J180,대구
J188,대구
J189,대구
J209,대구
J219,대구
J300,대구
J301,대구
J303,대구
J304,대구
J310,대구
J320,대구
J329,대구
J339,대구
J342,대구
J343,대구
J350,대구
J36,대구
J40,대구
J410,대구
J42,대구
J4400,대구
J4410,대구
J4412,대구
J4419,대구
J4480,대구
J4482,대구
J4489,대구
J4490,대구
J4491,대구
J4492,대구
J4499,대구
J4500,대구
J459,대구
J47,대구
J677,대구
J690,대구
J698,대구
J8418,대구
J849,대구
J852,대구
J869,대구
J90,대구
J938,대구
J939,대구
J942,대구
J9600,대구
J9810,대구
J9840,대구
J9848,대구
K021,대구
K0532,대구
K115,대구
K120,대구
K121,대구
K145,대구
K210,대구
K219,대구
K222,대구
K226,대구
K2501,대구
K2531,대구
K2541,대구
K2570,대구
K2571,대구
K2591,대구
K260,대구
K261,대구
K267,대구
K269,대구
K277,대구
K279,대구
K289,대구
K291,대구
K293,대구
K294,대구
K295,대구
K296,대구
K297,대구
K298,대구
K299,대구
K30,대구
K315,대구
K317,대구
K3188,대구
K358,대구
K4020,대구
K4090,대구
K429,대구
K432,대구
K439,대구
K449,대구
K458,대구
K512,대구
K529,대구
K559,대구
K560,대구
K562,대구
K565,대구
K566,대구
K567,대구
K5732,대구
K5790,대구
K5792,대구
K580,대구
K589,대구
K5900,대구
K5909,대구
K591,대구
K599,대구
K603,대구
K610,대구
K623,대구
K625,대구
K631,대구
K6358,대구
K6359,대구
K641,대구
K649,대구
K650,대구
K659,대구
K7010,대구
K702,대구
K7031,대구
K709,대구
K710,대구
K712,대구
K716,대구
K719,대구
K7200,대구
K7291,대구
K738,대구
K739,대구
K7460,대구
K7461,대구
K7462,대구
K7469,대구
K750,대구
K754,대구
K759,대구
K760,대구
K767,대구
K768,대구
K769,대구
K8000,대구
K8001,대구
K8010,대구
K8020,대구
K8030,대구
K8040,대구
K8050,대구
K8080,대구
K810,대구
K811,대구
K819,대구
K828,대구
K830,대구
K850,대구
K852,대구
K859,대구
K860,대구
K861,대구
K869,대구
K911,대구
K921,대구
K922,대구
L0230,대구
L0240,대구
L0290,대구
L0300,대구
L0301,대구
L0310,대구
L0311,대구
L039,대구
L089,대구
L219,대구
L239,대구
L245,대구
L270,대구
L271,대구
L52,대구
L600,대구
L602,대구
L608,대구
L609,대구
L720,대구
L80,대구
L899,대구
L905,대구
L929,대구
L97,대구
L982,대구
L984,대구
M0091,대구
M0095,대구
M0096,대구
M0097,대구
M0099,대구
M0600,대구
M06989,대구
M1000,대구
M1006,대구
M1007,대구
M1009,대구
M1094,대구
M1096,대구
M1097,대구
M1099,대구
M1386,대구
M1395,대구
M1396,대구
M1397,대구
M169,대구
M179,대구
M1901,대구
M1905,대구
M1986,대구
M1991,대구
M1994,대구
M1996,대구
M1997,대구
M1998,대구
M1999,대구
M201,대구
M202,대구
M2321,대구
M2329,대구
M2332,대구
M2389,대구
M2393,대구
M2406,대구
M2441,대구
M2463,대구
M2469,대구
M2556,대구
M2559,대구
M2586,대구
M2595,대구
M303,대구
M4199,대구
M4316,대구
M4319,대구
M459,대구
M4656,대구
M4657,대구
M4659,대구
M4791,대구
M4796,대구
M4799,대구
M4800,대구
M4802,대구
M4806,대구
M4807,대구
M4809,대구
M4846,대구
M4849,대구
M4854,대구
M4855,대구
M4856,대구
M4859,대구
M4885,대구
M4889,대구
M501,대구
M502,대구
M509,대구
M511,대구
M512,대구
M513,대구
M5412,대구
M5457,대구
M5459,대구
M5499,대구
M6265,대구
M6269,대구
M6289,대구
M6534,대구
M6539,대구
M6586,대구
M6589,대구
M6591,대구
M6599,대구
M6743,대구
M703,대구
M705,대구
M7117,대구
M712,대구
M7138,대구
M7156,대구
M7157,대구
M7159,대구
M720,대구
M722,대구
M7266,대구
M751,대구
M752,대구
M754,대구
M755,대구
M758,대구
M7687,대구
M7689,대구
M79108,대구
M79110,대구
M79198,대구
M7922,대구
M7957,대구
M796,대구
M7965,대구
M7969,대구
M7979,대구
M8008,대구
M8029,대구
M8095,대구
M8109,대구
M8180,대구
M8182,대구
M8185,대구
M8188,대구
M8189,대구
M8198,대구
M8199,대구
M8411,대구
M8417,대구
M8418,대구
M8419,대구
M8438,대구
M8445,대구
M8569,대구
M8603,대구
M8605,대구
M8627,대구
M8629,대구
M8637,대구
M8697,대구
M8699,대구
M8785,대구
M8789,대구
M8795,대구
M8909,대구
M932,대구
M939,대구
M961,대구
M966,대구
M9974,대구
N083,대구
N10,대구
N1338,대구
N135,대구
N178,대구
N179,대구
N181,대구
N182,대구
N183,대구
N184,대구
N185,대구
N189,대구
N19,대구
N201,대구
N209,대구
N210,대구
N281,대구
N300,대구
N302,대구
N308,대구
N309,대구
N310,대구
N311,대구
N318,대구
N319,대구
N320,대구
N322,대구
N324,대구
N338,대구
N359,대구
N390,대구
N391,대구
N393,대구
N3948,대구
N400,대구
N402,대구
N410,대구
N411,대구
N412,대구
N433,대구
N4500,대구
N4590,대구
N4592,대구
N481,대구
N518,대구
N62,대구
Q046,대구
Q444,대구
Q619,대구
Q668,대구
Q669,대구
R002,대구
R02,대구
R042,대구
R048,대구
R05,대구
R060,대구
R074,대구
R090,대구
R093,대구
R1012,대구
R1049,대구
R111,대구
R112,대구
R113,대구
R13,대구
R15,대구
R17,대구
R18,대구
R195,대구
R202,대구
R268,대구
R300,대구
R310,대구
R311,대구
R318,대구
R33,대구
R413,대구
R418,대구
R42,대구
R471,대구
R509,대구
R51,대구
R529,대구
R53,대구
R550,대구
R558,대구
R568,대구
R572,대구
R579,대구
R590,대구
R591,대구
R600,대구
R601,대구
R609,대구
R630,대구
R634,대구
R638,대구
R682,대구
R730,대구
R91,대구
R945,대구
S010,대구
S011,대구
S02120,대구
S0220,대구
S0600,대구
S0640,대구
S0650,대구
S0651,대구
S0661,대구
S0680,대구
S1290,대구
S134,대구
S146,대구
S2020,대구
S2021,대구
S22030,대구
S22050,대구
S22060,대구
S22070,대구
S22090,대구
S2210,대구
S22330,대구
S22430,대구
S22440,대구
S22450,대구
S22490,대구
S27009,대구
S27200,대구
S300,대구
S311,대구
S32020,대구
S32030,대구
S32040,대구
S32050,대구
S32060,대구
S32090,대구
S3210,대구
S3220,대구
S3240,대구
S3250,대구
S32820,대구
S32880,대구
S32890,대구
S3350,대구
S337,대구
S36100,대구
S37303,대구
S42040,대구
S42050,대구
S42090,대구
S42220,대구
S42230,대구
S42250,대구
S4230,대구
S42420,대구
S431,대구
S4608,대구
S52020,대구
S52120,대구
S52190,대구
S52520,대구
S52580,대구
S52590,대구
S5260,대구
S5280,대구
S5319,대구
S599,대구
S609,대구
S619,대구
S62120,대구
S62140,대구
S62320,대구
S62620,대구
S62640,대구
S62690,대구
S6359,대구
S6698,대구
S700,대구
S701,대구
S72020,대구
S72050,대구
S72060,대구
S72080,대구
S7209,대구
S72090,대구
S72120,대구
S72190,대구
S7220,대구
S7230,대구
S72420,대구
S7290,대구
S800,대구
S810,대구
S8200,대구
S82120,대구
S82180,대구
S82220,대구
S82380,대구
S82490,대구
S8250,대구
S8260,대구
S8261,대구
S82820,대구
S82830,대구
S8320,대구
S8341,대구
S8352,대구
S8353,대구
S8600,대구
S8608,대구
S8698,대구
S899,대구
S913,대구
S9200,대구
S9230,대구
S9240,대구
S9250,대구
S9349,대구
S942,대구
T038,대구
T094,대구
T140,대구
T141,대구
T1759,대구
T212,대구
T2327,대구
T2422,대구
T2429,대구
T252,대구
T286,대구
T300,대구
T427,대구
T780,대구
T810,대구
T813,대구
T814,대구
T8188,대구
T828,대구
T840,대구
T845,대구
T848,대구
T874,대구
T888,대구
T913,대구
T921,대구
T958,대구
V031,대구
V039,대구
V093,대구
V180,대구
V189,대구
V224,대구
V234,대구
V280,대구
V298,대구
V435,대구
V470,대구
V495,대구
V781,대구
V798,대구
V849,대구
V98,대구
V99,대구
W009,대구
W010,대구
W011,대구
W012,대구
W013,대구
W014,대구
W017,대구
W018,대구
W019,대구
W060,대구
W061,대구
W062,대구
W069,대구
W079,대구
W080,대구
W100,대구
W109,대구
W119,대구
W130,대구
W136,대구
W149,대구
W179,대구
W180,대구
W181,대구
W182,대구
W184,대구
W189,대구
W190,대구
W192,대구
W194,대구
W195,대구
W197,대구
W198,대구
W199,대구
W209,대구
W222,대구
W229,대구
W279,대구
W290,대구
W299,대구
W309,대구
W312,대구
W317,대구
W319,대구
X109,대구
X112,대구
X129,대구
X130,대구
X199,대구
X500,대구
X501,대구
X503,대구
X509,대구
X580,대구
X589,대구
X5997,대구
X5999,대구
Y433,대구
Y444,대구
Y578,대구
Y579,대구
Y600,대구
Y608,대구
Y831,대구
Y835,대구
Y836,대구
Y838,대구
Y839,대구
Y850,대구
Y86,대구
Y870,대구
Z031,대구
Z035,대구
Z038,대구
Z080,대구
Z087,대구
Z088,대구
Z090,대구
Z098,대구
Z269,대구
Z452,대구
Z470,대구
Z4780,대구
Z4788,대구
Z479,대구
Z480,대구
Z488,대구
Z489,대구
Z509,대구
Z515,대구
Z5188,대구
Z532,대구
Z538,대구
Z539,대구
Z54,대구
Z540,대구
Z544,대구
Z548,대구
Z634,대구
Z751,대구
Z753,대구
Z850,대구
Z851,대구
Z858,대구
Z899,대구
Z902,대구
Z903,대구
Z904,대구
Z905,대구
Z907,대구
Z908,대구
Z926,대구
Z944,대구
Z950,대구
Z952,대구
Z954,대구
Z955,대구
Z961,대구
Z9663,대구
Z9664,대구
Z9665,대구
Z9888,대구
U821,대구
U822,대구
U8280,대구
U830,대구
U837,대구
U99,대구
A049,대구
A1888,대구
A410,대구
A411,대구
A4159,대구
A4188,대구
A46,대구
B023,대구
B07,대구
B09,대구
B178,대구
B308,대구
B349,대구
B359,대구
B379,대구
B440,대구
B86,대구
B948,대구
B957,대구
C080,대구
C154,대구
C1681,대구
C183,대구
C189,대구
C252,대구
C3400,대구
C412,대구
C437,대구
C442,대구
C459,대구
C480,대구
C491,대구
C539,대구
C541,대구
C660,대구
C672,대구
C785,대구
C7931,대구
C799,대구
C819,대구
C8338,대구
C851,대구
D103,대구
D120,대구
D132,대구
D136,대구
D171,대구
D1721,대구
D1802,대구
D181,대구
D290,대구
D329,대구
D371,대구
D375,대구
D429,대구
D469,대구
D487,대구
D528,대구
D708,대구
E058,대구
E1033,대구
E1120,대구
E1133,대구
E1162,대구
E1410,대구
E1442,대구
E1460,대구
E1470,대구
E208,대구
E271,대구
E278,대구
E784,대구
E790,대구
F104,대구
F208,대구
F29,대구
F328,대구
F409,대구
G041,대구
G049,대구
G251,대구
G258,대구
G26,대구
G4051,대구
G448,대구
G459,대구
G4730,대구
G546,대구
G610,대구
G700,대구
G834,대구
G959,대구
G992,대구
H0000,대구
H0210,대구
H1181,대구
H131,대구
H181,대구
H185,대구
H212,대구
H2519,대구
H2520,대구
H2599,대구
H2610,대구
H2611,대구
H3300,대구
H3309,대구
H348,대구
H3531,대구
H4010,대구
H4012,대구
H408,대구
H4338,대구
H5019,대구
H538,대구
H6631,대구
H701,대구
H9129,대구
I254,대구
I258,대구
I351,대구
I38,대구
I428,대구
I456,대구
I469,대구
I515,대구
I517,대구
I604,대구
I614,대구
I6331,대구
I6340,대구
I6341,대구
I6349,대구
I674,대구
I698,대구
I7109,대구
I713,대구
I718,대구
I803,대구
I809,대구
I871,대구
I890,대구
I982,대구
J1288,대구
J129,대구
J178,대구
J210,대구
J330,대구
J340,대구
J351,대구
J382,대구
J4411,대구
J4481,대구
J449,대구
J4502,대구
J91,대구
J9609,대구
J9690,대구
J9818,대구
K029,대구
K047,대구
K119,대구
K140,대구
K20,대구
K263,대구
K352,대구
K353,대구
K36,대구
K388,대구
K4030,대구
K4091,대구
K515,대구
K564,대구
K5700,대구
K5710,대구
K5981,대구
K628,대구
K642,대구
K648,대구
K7011,대구
K7030,대구
K7290,대구
K839,대구
K851,대구
K863,대구
K920,대구
L0220,대구
L038,대구
L059,대구
L299,대구
L308,대구
L5088,대구
L82,대구
L84,대구
M0093,대구
M0530,대구
M1004,대구
M1090,대구
M1098,대구
M1387,대구
M1391,대구
M150,대구
M151,대구
M159,대구
M173,대구
M184,대구
M1993,대구
M2322,대구
M2339,대구
M2461,대구
M2506,대구
M2509,대구
M2557,대구
M350,대구
M3529,대구
M353,대구
M4317,대구
M452,대구
M4654,대구
M4686,대구
M4789,대구
M4857,대구
M4886,대구
M4887,대구
M510,대구
M5417,대구
M5455,대구
M5456,대구
M6594,대구
M6596,대구
M6744,대구
M6747,대구
M6749,대구
M6791,대구
M702,대구
M704,대구
M707,대구
M7119,대구
M72950,대구
M750,대구
M753,대구
M771,대구
M7956,대구
M7974,대구
M7976,대구
M7988,대구
M8020,대구
M8088,대구
M8098,대구
M8403,대구
M8435,대구
M8448,대구
M87110,대구
M8791,대구
M8796,대구
M88940,대구
N049,대구
N059,대구
N328,대구
N401,대구
N4820,대구
N488,대구
N719,대구
Q2110,대구
Q643,대구
Q850,대구
R001,대구
R030,대구
R031,대구
R190,대구
R251,대구
R32,대구
R351,대구
R352,대구
R448,대구
R470,대구
R508,대구
R54,대구
R688,대구
R798,대구
S018,대구
S02470,대구
S02840,대구
S052,대구
S0660,대구
S0681,대구
S0690,대구
S0691,대구
S1220,대구
S22020,대구
S2220,대구
S27000,대구
S3270,대구
S37309,대구
S400,대구
S42190,대구
S4300,대구
S52290,대구
S52530,대구
S533,대구
S610,대구
S6200,대구
S62220,대구
S62641,대구
S6280,대구
S6618,대구
S6701,대구
S72450,대구
S7319,대구
S7506,대구
S818,대구
S819,대구
S82280,대구
S82320,대구
S82430,대구
S8321,대구
S8322,대구
S8329,대구
S8349,대구
S903,대구
S910,대구
S9270,대구
S9698,대구
S971,대구
T009,대구
T07,대구
T093,대구
T135,대구
T170,대구
T1799,대구
T191,대구
T213,대구
T2326,대구
T302,대구
T353,대구
T630,대구
T658,대구
T659,대구
T783,대구
T796,대구
T809,대구
T812,대구
T8159,대구
T824,대구
T827,대구
T841,대구
T852,대구
T881,대구
T905,대구
T97,대구
U071,대구
V099,대구
V199,대구
V239,대구
V299,대구
V799,대구
V892,대구
W015,대구
W029,대구
W059,대구
W093,대구
W099,대구
W139,대구
W200,대구
W220,대구
W239,대구
W259,대구
W462,대구
X160,대구
X169,대구
X832,대구
Y190,대구
Y545,대구
Y604,대구
Y615,대구
Y618,대구
Y658,대구
Y848,대구
Z034,대구
Z089,대구
Z115,대구
Z223,대구
Z450,대구
Z514,대구
Z549,대구
Z891,대구
Z892,대구
Z894,대구
Z895,대구
Z896,대구
Z921,대구
Z935,대구
Z951,대구
Z982,대구
A1521,대구
A1681,대구
A409,대구
A498,대구
A528,대구
B009,대구
B1809,대구
B1819,대구
B353,대구
B370,대구
B390,대구
B810,대구
B9688,대구
C029,대구
C060,대구
C07,대구
C119,대구
C1620,대구
C1689,대구
C170,대구
C179,대구
C229,대구
C413,대구
C443,대구
C674,대구
C676,대구
C678,대구
C680,대구
C709,대구
C722,대구
C770,대구
C774,대구
C778,대구
C782,대구
C7880,대구
C7881,대구
C7909,대구
C792,대구
C795,대구
C800,대구
C829,대구
C833,대구
D0170,대구
D177,대구
D234,대구
D367,대구
D473,대구
D479,대구
D480,대구
D619,대구
D690,대구
D70,대구
E1068,대구
E1108,대구
E1132,대구
E1164,대구
E1438,대구
E1451,대구
E1471,대구
E220,대구
E7808,대구
F019,대구
F103,대구
F450,대구
G060,대구
G210,대구
G4010,대구
G4021,대구
G419,대구
G511,대구
G628,대구
G64,대구
G839,대구
G912,대구
H0204,대구
H0240,대구
H0248,대구
H0282,대구
H2501,대구
H26280,대구
H26281,대구
H26282,대구
H2641,대구
H2681,대구
H2691,대구
H313,대구
H3301,대구
H3302,대구
H349,대구
H3539,대구
H4021,대구
H439,대구
H470,대구
H512,대구
H6690,대구
I099,대구
I340,대구
I352,대구
I368,대구
I4228,대구
I4288,대구
I4890,대구
I4891,대구
I491,대구
I5005,대구
I610,대구
I618,대구
I6322,대구
I6351,대구
I658,대구
I672,대구
I70920,대구
I729,대구
I748,대구
I7782,대구
I859,대구
J040,대구
J0510,대구
J390,대구
J679,대구
J700,대구
J841,대구
J931,대구
J9601,대구
J988,대구
K2500,대구
K2511,대구
K274,대구
K518,대구
K519,대구
K5723,대구
K5730,대구
K581,대구
K588,대구
K593,대구
K5980,대구
K602,대구
K612,대구
K620,대구
K624,대구
K6322,대구
K635,대구
K658,대구
K668,대구
K7150,대구
K7463,대구
K7681,대구
K7688,대구
K8031,대구
K8280,대구
K829,대구
K831,대구
K8510,대구
K8520,대구
K8589,대구
K8590,대구
K8599,대구
K862,대구
L032,대구
L409,대구
L7329,대구
L891,대구
L893,대구
M0098,대구
M06999,대구
M1259,대구
M164,대구
M167,대구
M170,대구
M1987,대구
M1995,대구
M205,대구
M2302,대구
M2331,대구
M234,대구
M2353,대구
M2381,대구
M2391,대구
M2466,대구
M2545,대구
M2546,대구
M2596,대구
M4619,대구
M4792,대구
M4880,대구
M4882,대구
M4926,대구
M500,대구
M518,대구
M6008,대구
M6521,대구
M654,대구
M6745,대구
M6748,대구
M7285,대구
M72960,대구
M79100,대구
M79190,대구
M7967,대구
M8058,대구
M8159,대구
M8413,대구
M8415,대구
M8416,대구
M8598,대구
M8617,대구
M8649,대구
M8664,대구
M8666,대구
M8667,대구
M8696,대구
M8698,대구
M8786,대구
M8799,대구
N134,대구
N139,대구
N200,대구
N211,대구
N289,대구
N301,대구
N360,대구
N431,대구
N47,대구
N4828,대구
N511,대구
O240,대구
Q240,대구
Q250,대구
Q618,대구
R000,대구
R073,대구
R1019,대구
R102,대구
R1039,대구
R1044,대구
R12,대구
R170,대구
R201,대구
R21,대구
R229,대구
R5090,대구
R5099,대구
R58,대구
R739,대구
R808,대구
S000,대구
S0290,대구
S098,대구
S202,대구
S22390,대구
S22460,대구
S2700,대구
S2710,대구
S352,대구
S399,대구
S42030,대구
S42130,대구
S42430,대구
S42450,대구
S508,대구
S518,대구
S519,대구
S5220,대구
S617,대구
S62330,대구
S62630,대구
S7240,대구
S7628,대구
S82420,대구
S82480,대구
S8343,대구
S858,대구
S8628,대구
S8680,대구
S9290,대구
T174,대구
T222,대구
T304,대구
T791,대구
T818,대구
T822,대구
T825,대구
T846,대구
T873,대구
T875,대구
T876,대구
U119,대구
U129,대구
U82,대구
V021,대구
V182,대구
V193,대구
V475,대구
V476,대구
V494,대구
V498,대구
V499,대구
V786,대구
V884,대구
W052,대구
W070,대구
W177,대구
W185,대구
W499,대구
W549,대구
W792,대구
X102,대구
X507,대구
X5902,대구
X5909,대구
X5990,대구
Y199,대구
Y453,대구
Y529,대구
Y590,대구
Y832,대구
Z094,대구
Z121,대구
Z501,대구
Z853,대구
Z988,대구
A1500,대구
A169,대구
A1690,대구
A4150,대구
A418,대구
A630,대구
A9380,대구
B001,대구
B028,대구
C12,대구
C150,대구
C1600,대구
C1601,대구
C1610,대구
C171,대구
C186,대구
C248,대구
C249,대구
C300,대구
C542,대구
C718,대구
C7800,대구
C781,대구
C7888,대구
C7988,대구
C929,대구
D002,대구
D091,대구
D162,대구
D169,대구
D215,대구
D351,대구
D390,대구
D471,대구
D695,대구
D721,대구
D728,대구
E049,대구
E1051,대구
E1064,대구
E1171,대구
E1422,대구
E1463,대구
E222,대구
E249,대구
E279,대구
E835,대구
F067,대구
F206,대구
F401,대구
F410,대구
G1221,대구
G219,대구
G249,대구
G4090,대구
G418,대구
G443,대구
G803,대구
G904,대구
G958,대구
H011,대구
H0212,대구
H0241,대구
H0453,대구
H1121,대구
H160,대구
H1618,대구
H2581,대구
H270,대구
H430,대구
H432,대구
H500,대구
H532,대구
