상병코드,지역
R17,대전
R194,대전
R252,대전
R352,대전
R358,대전
R471,대전
R550,대전
R571,대전
R749,대전
R899,대전
S0121,대전
S0159,대전
S018,대전
S0291,대전
S0611,대전
S0691,대전
S099,대전
S141,대전
S22020,대전
S22030,대전
S2220,대전
S22320,대전
S22421,대전
S22491,대전
S3230,대전
S36000,대전
S37308,대전
S42030,대전
S42290,대전
S42420,대전
S4308,대전
S4638,대전
S510,대전
S5240,대전
S5280,대전
S62390,대전
S62620,대전
S62640,대전
S6281,대전
S678,대전
S711,대전
S72420,대전
S72440,대전
S7291,대전
S809,대전
S819,대전
S82280,대전
S82490,대전
S82820,대전
S8329,대전
S8343,대전
S8352,대전
S8628,대전
S913,대전
S9250,대전
S932,대전
T049,대전
T094,대전
T130,대전
T181,대전
T2321,대전
T812,대전
V031,대전
V335,대전
V436,대전
V445,대전
V471,대전
V475,대전
V482,대전
V498,대전
V593,대전
V781,대전
V793,대전
V830,대전
W016,대전
W029,대전
W049,대전
W050,대전
W059,대전
W118,대전
W190,대전
W2600,대전
W2609,대전
W2687,대전
W277,대전
W509,대전
W518,대전
W649,대전
W792,대전
W799,대전
X169,대전
X508,대전
X5990,대전
X801,대전
X832,대전
Y045,대전
Y262,대전
Y441,대전
Y617,대전
Y839,대전
Z000,대전
Z038,대전
Z048,대전
Z099,대전
Z115,대전
Z459,대전
Z544,대전
Z931,대전
Z951,대전
U071,대전
U072,대전
U8280,대전
A029,대전
A279,대전
A428,대전
A513,대전
B179,대전
B350,대전
B379,대전
C031,대전
C050,대전
C139,대전
C1669,대전
C170,대전
C258,대전
C320,대전
C321,대전
C3400,대전
C37,대전
C409,대전
C414,대전
C443,대전
C447,대전
C480,대전
C493,대전
C55,대전
C641,대전
C784,대전
C7880,대전
C7882,대전
C795,대전
C833,대전
C859,대전
D1721,대전
D175,대전
D177,대전
D1802,대전
D235,대전
D303,대전
D4100,대전
D648,대전
E040,대전
E049,대전
E1120,대전
E160,대전
E46,대전
E512,대전
E638,대전
F180,대전
F412,대전
F430,대전
F459,대전
G113,대전
G419,대전
G553,대전
G573,대전
G905,대전
H010,대전
H019,대전
H403,대전
H512,대전
I255,대전
I258,대전
I451,대전
I471,대전
I4890,대전
I4891,대전
I6352,대전
I650,대전
I678,대전
I7024,대전
I713,대전
I716,대전
I731,대전
I776,대전
I8649,대전
I958,대전
J0110,대전
J122,대전
J129,대전
J341,대전
J4481,대전
J4519,대전
J841,대전
J9601,대전
J9609,대전
J9840,대전
K208,대전
K227,대전
K264,대전
K315,대전
K5733,대전
K581,대전
K588,대전
K605,대전
K629,대전
K635,대전
K668,대전
K7464,대전
K7688,대전
K8001,대전
K8031,대전
K8280,대전
K831,대전
K838,대전
K8529,대전
K8589,대전
K8591,대전
K8592,대전
K8599,대전
K911,대전
L238,대전
L562,대전
M0093,대전
M0097,대전
M06999,대전
M169,대전
M189,대전
M205,대전
M2467,대전
M2552,대전
M2555,대전
M2592,대전
M2599,대전
M353,대전
M450,대전
M4644,대전
M4655,대전
M4690,대전
M4697,대전
M4792,대전
M4799,대전
M4801,대전
M4804,대전
M4835,대전
M5325,대전
M5339,대전
M5416,대전
M5439,대전
M5449,대전
M6000,대전
M6008,대전
M6589,대전
M6596,대전
M7153,대전
M7689,대전
M7794,대전
M7939,대전
M7959,대전
M8028,대전
M8091,대전
M8099,대전
M8108,대전
M8120,대전
M8288,대전
M8440,대전
M8442,대전
M8449,대전
M8647,대전
M8949,대전
N12,대전
N158,대전
N19,대전
N202,대전
N288,대전
N302,대전
N320,대전
N329,대전
N393,대전
N432,대전
N481,대전
N498,대전
Q850,대전
R071,대전
R170,대전
R179,대전
R221,대전
R300,대전
R5090,대전
R5099,대전
R590,대전
R651,대전
S000,대전
S009,대전
S0129,대전
S0601,대전
S0640,대전
S0660,대전
S202,대전
S22390,대전
S22460,대전
S233,대전
S32041,대전
S32820,대전
S400,대전
S42090,대전
S42130,대전
S42190,대전
S42220,대전
S4300,대전
S4309,대전
S5220,대전
S52530,대전
S52540,대전
S619,대전
S62180,대전
S62331,대전
S6701,대전
S7230,대전
S730,대전
S8201,대전
S8618,대전
S911,대전
S936,대전
T000,대전
T009,대전
T188,대전
T210,대전
T212,대전
T302,대전
T549,대전
T819,대전
T857,대전
T909,대전
V182,대전
V198,대전
V282,대전
V293,대전
V296,대전
V383,대전
V483,대전
V492,대전
V499,대전
V798,대전
V891,대전
W051,대전
W052,대전
W071,대전
W093,대전
W099,대전
W108,대전
W140,대전
W176,대전
W182,대전
W185,대전
W228,대전
W236,대전
W279,대전
W809,대전
X208,대전
X505,대전
X5902,대전
Y362,대전
Y652,대전
Z089,대전
Z227,대전
Z488,대전
Z854,대전
Z894,대전
Z954,대전
Z988,대전
A050,대전
A0838,대전
B0052,대전
B171,대전
B1819,대전
B279,대전
C1681,대전
C181,대전
C441,대전
C472,대전
C481,대전
C492,대전
C560,대전
C561,대전
C669,대전
C772,대전
C779,대전
C7909,대전
C7918,대전
C910,대전
C920,대전
C931,대전
D011,대전
D171,대전
D1729,대전
D376,대전
D430,대전
D529,대전
D531,대전
D65,대전
E1068,대전
E1151,대전
E1241,대전
E128,대전
E1428,대전
E222,대전
E272,대전
E278,대전
E279,대전
E872,대전
F058,대전
F103,대전
F139,대전
F200,대전
F220,대전
F2329,대전
F330,대전
G418,대전
G439,대전
G913,대전
H131,대전
H2512,대전
H2589,대전
H2599,대전
H2642,대전
H309,대전
H5228,대전
H6100,대전
H818,대전
I019,대전
I059,대전
I251,대전
I340,대전
I352,대전
I4221,대전
I4288,대전
I5005,대전
I613,대전
I6359,대전
I675,대전
I692,대전
I7025,대전
I7109,대전
I7782,대전
I971,대전
I99,대전
J050,대전
J0510,대전
J154,대전
J351,대전
J4410,대전
J700,대전
K041,대전
K0532,대전
K2551,대전
K262,대전
K4030,대전
K429,대전
K5000,대전
K518,대전
K521,대전
K5722,대전
K582,대전
K627,대전
K638,대전
K7011,대전
K702,대전
K7151,대전
K829,대전
K8582,대전
K8590,대전
L0220,대전
L089,대전
L291,대전
L408,대전
L551,대전
M05999,대전
M1000,대전
M1380,대전
M1388,대전
M1397,대전
M1988,대전
M2000,대전
M2322,대전
M2382,대전
M2591,대전
M2596,대전
M4039,대전
M4326,대전
M4649,대전
M4699,대전
M4716,대전
M4781,대전
M4787,대전
M4796,대전
M510,대전
M5455,대전
M6258,대전
M6581,대전
M6587,대전
M7197,대전
M722,대전
M7281,대전
M72970,대전
M770,대전
M7964,대전
M8419,대전
M8599,대전
M8617,대전
M8619,대전
N119,대전
N139,대전
N280,대전
Q548,대전
R002,대전
R066,대전
R508,대전
R748,대전
R829,대전
S0620,대전
S0631,대전
S1220,대전
S2340,대전
S2720,대전
S300,대전
S3730,대전
S42250,대전
S52090,대전
S62220,대전
S62350,대전
S6271,대전
S6280,대전
S6300,대전
S699,대전
S7220,대전
S7240,대전
S82181,대전
S82380,대전
S82420,대전
S836,대전
S837,대전
S899,대전
S9270,대전
T140,대전
T143,대전
T146,대전
T250,대전
T630,대전
T670,대전
V170,대전
V199,대전
V598,대전
V698,대전
V892,대전
V99,대전
W013,대전
W038,대전
W090,대전
W117,대전
W126,대전
W2680,대전
W2685,대전
W297,대전
W309,대전
W549,대전
W790,대전
X100,대전
X119,대전
X199,대전
X207,대전
X327,대전
X584,대전
X999,대전
Y835,대전
Z480,대전
Z519,대전
Z526,대전
Z540,대전
Z716,대전
Z933,대전
Z952,대전
U089,대전
U099,대전
Z9664,대전
Z902,대전
Z895,대전
Z800,대전
Y459,대전
X5998,대전
X190,대전
X112,대전
W513,대전
W314,대전
W311,대전
W298,대전
W219,대전
W147,대전
W105,대전
W102,대전
W054,대전
V890,대전
V575,대전
V535,대전
V494,대전
V239,대전
V196,대전
T911,대전
T2421,대전
S9231,대전
S900,대전
S841,대전
S82831,대전
S82480,대전
S82221,대전
S618,대전
S500,대전
S42490,대전
S42430,대전
S301,대전
S2710,대전
S0220,대전
R808,대전
R591,대전
R220,대전
R112,대전
R1019,대전
R031,대전
Q402,대전
N831,대전
N816,대전
N809,대전
N748,대전
N709,대전
N411,대전
N369,대전
M952,대전
M8799,대전
M8797,대전
M8699,대전
M8695,대전
M8694,대전
M8691,대전
M8686,대전
M8319,대전
M7965,대전
M7285,대전
M7119,대전
M6265,대전
M6250,대전
M6199,대전
M5469,대전
M5446,대전
M4645,대전
M4639,대전
M4035,대전
M4026,대전
M2597,대전
M2593,대전
M2389,대전
M2388,대전
M2353,대전
M2117,대전
M1909,대전
M1391,대전
M05832,대전
M05801,대전
M051,대전
L97,대전
L850,대전
L7329,대전
K778,대전
K710,대전
K661,대전
K630,대전
K611,대전
K600,대전
K593,대전
K5790,대전
K229,대전
K228,대전
K0762,대전
K0760,대전
K0530,대전
K0518,대전
K035,대전
J9600,대전
J91,대전
J860,대전
J828,대전
J439,대전
J391,대전
J382,대전
J020,대전
J0100,대전
I879,대전
I859,대전
I809,대전
I730,대전
I7288,대전
I6350,대전
I6342,대전
I513,대전
I495,대전
I461,대전
I359,대전
I158,대전
H9120,대전
H523,대전
H5021,대전
H4019,대전
H354,대전
H348,대전
H328,대전
H2699,대전
H2519,대전
H2510,대전
H0242,대전
H001,대전
G839,대전
G729,대전
G441,대전
G319,대전
G300,대전
G218,대전
F104,대전
F101,대전
F072,대전
E1464,대전
E1463,대전
E1310,대전
E1132,대전
E1008,대전
D728,대전
D70,대전
D693,대전
D598,대전
D595,대전
D434,대전
D329,대전
D141,대전
D130,대전
C950,대전
C792,대전
C7901,대전
C7881,대전
C5040,대전
C5020,대전
C496,대전
C482,대전
C449,대전
C1641,대전
C1609,대전
C155,대전
C009,대전
B449,대전
B258,대전
B1809,대전
A1590,대전
A1520,대전
A052,대전
A049,대전
A045,인천
A090,인천
A099,인천
A1501,인천
A419,인천
B022,인천
B1810,인천
B370,인천
C159,인천
C1690,인천
C1699,인천
C182,인천
C186,인천
C187,인천
C189,인천
C19,인천
C20,인천
C220,인천
C221,인천
C23,인천
C250,인천
C259,인천
C269,인천
C3430,인천
C3499,인천
C569,인천
C61,인천
C649,인천
C672,인천
C673,인천
C679,인천
C786,인천
C809,인천
C97,인천
D010,인천
D090,인천
D119,인천
D126,인천
D127,인천
D130,인천
D131,인천
D135,인천
D361,인천
D414,인천
D480,인천
D649,인천
E032,인천
E039,인천
E059,인천
E1048,인천
E109,인천
E1121,인천
E1122,인천
E1128,인천
E1133,인천
E1140,인천
E1141,인천
E1148,인천
E1168,인천
E1178,인천
E118,인천
E119,인천
E1408,인천
E149,인천
E236,인천
E279,인천
E46,인천
E755,인천
E785,인천
E871,인천
F009,인천
F059,인천
F067,인천
F102,인천
F320,인천
F321,인천
F329,인천
G112,인천
G20,인천
G253,인천
G301,인천
G431,인천
G459,인천
G470,인천
G500,인천
G551,인천
G560,인천
G562,인천
G570,인천
H209,인천
H2510,인천
H2512,인천
H2590,인천
H2591,인천
H2592,인천
H6111,인천
H6690,인천
H6691,인천
H71,인천
H810,인천
H811,인천
H812,인천
H8138,인천
H814,인천
H905,인천
I101,인천
I109,인천
I200,인천
I219,인천
I255,인천
I259,인천
I279,인천
I5004,인천
I5008,인천
I509,인천
I619,인천
I639,인천
I64,인천
I678,인천
I693,인천
I714,인천
I790,인천
I868,인천
J00,인천
J0140,인천
J029,인천
J0390,인천
J0391,인천
J040,인천
J101,인천
J1288,인천
J158,인천
J159,인천
J180,인천
J189,인천
J209,인천
J310,인천
J320,인천
J339,인천
J342,인천
J370,인천
J40,인천
J411,인천
J4411,인천
J4480,인천
J4481,인천
J4482,인천
J4489,인천
J4491,인천
J4492,인천
J4499,인천
J459,인천
J47,인천
J80,인천
J8418,인천
J90,인천
K029,인천
K035,인천
K0532,인천
K0539,인천
K081,인천
K122,인천
K210,인천
K219,인천
K2501,인천
K2531,인천
K2571,인천
K260,인천
K269,인천
K279,인천
K291,인천
K294,인천
K296,인천
K297,인천
K30,인천
K317,인천
K3188,인천
K353,인천
K36,인천
K4090,인천
K5012,인천
K566,인천
K580,인천
K589,인천
K5900,인천
K5909,인천
K599,인천
K603,인천
K610,인천
K621,인천
K6358,인천
K6359,인천
K639,인천
K642,인천
K649,인천
K709,인천
K712,인천
K7200,인천
K7410,인천
K7412,인천
K7419,인천
K7420,인천
K7460,인천
K759,인천
K8010,인천
K8020,인천
K8050,인천
K810,인천
K818,인천
K853,인천
K859,인천
K860,인천
K921,인천
K922,인천
L0301,인천
L0311,인천
L032,인천
L298,인천
L503,인천
L720,인천
L84,인천
L988,인천
M0099,인천
M1099,인천
M1257,인천
M161,인천
M170,인천
M171,인천
M1909,인천
M1991,인천
M1993,인천
M1996,인천
M1999,인천
M201,인천
M459,인천
M4789,인천
M4802,인천
M4805,인천
M4806,인천
M4855,인천
M4856,인천
M4858,인천
M4859,인천
M4889,인천
M501,인천
M509,인천
M510,인천
M512,인천
M519,인천
M5412,인천
M5449,인천
M5459,인천
M5469,인천
M6539,인천
M6743,인천
M6744,인천
M702,인천
M706,인천
M7119,인천
M7156,인천
M7159,인천
M720,인천
M750,인천
M751,인천
M758,인천
M771,인천
M79100,인천
M79198,인천
M8159,인천
M8219,인천
M8409,인천
M8649,인천
M8705,인천
M961,인천
M966,인천
N10,인천
N139,인천
N151,인천
N189,인천
N201,인천
N210,인천
N302,인천
N308,인천
N309,인천
N318,인천
N319,인천
N362,인천
N390,인천
N400,인천
N401,인천
N408,인천
N410,인천
N411,인천
N4188,인천
N419,인천
N4590,인천
N4592,인천
N485,인천
N492,인천
R042,인천
R05,인천
R060,인천
R074,인천
R1019,인천
R1049,인천
R112,인천
R220,인천
R268,인천
R310,인천
R42,인천
R509,인천
R51,인천
R521,인천
R53,인천
R558,인천
R630,인천
S019,인천
S0651,인천
S2020,인천
S22070,인천
S22090,인천
S22430,인천
S22440,인천
S22490,인천
S32090,인천
S3210,인천
S3250,인천
S330,인천
S42040,인천
S42150,인천
S42250,인천
S434,인천
S4600,인천
S500,인천
S510,인천
S52120,인천
S598,인천
S700,인천
S72080,인천
S72090,인천
S72120,인천
S72190,인천
S8200,인천
S82280,인천
S82281,인천
S82320,인천
S82380,인천
S82820,인천
S8321,인천
S8341,인천
S8352,인천
S8670,인천
S932,인천
S9349,인천
S981,인천
S982,인천
T0270,인천
T080,인천
T148,인천
T810,인천
T845,인천
T848,인천
T932,인천
V090,인천
V180,인천
V189,인천
V784,인천
W010,인천
W014,인천
W018,인천
W019,인천
W060,인천
W079,인천
W102,인천
W109,인천
W120,인천
W158,인천
W170,인천
W178,인천
W179,인천
W180,인천
W189,인천
W199,인천
W208,인천
W218,인천
Y441,인천
Z008,인천
Z470,인천
Z4788,인천
Z512,인천
Z515,인천
B182,인천
B909,인천
C240,인천
C342,인천
C3490,인천
C482,인천
C799,인천
D170,인천
D177,인천
D229,인천
D232,인천
D619,인천
E062,인천
E1041,인천
E108,인천
E1108,인천
E1142,인천
E1164,인천
E878,인천
F419,인천
G258,인천
G448,인천
G464,인천
G518,인천
G530,인천
G542,인천
G568,인천
G834,인천
G919,인천
H490,인천
H609,인천
H6100,인천
I2088,인천
I269,인천
I38,인천
I501,인천
I620,인천
I638,인천
I652,인천
I679,인천
I698,인천
I7029,인천
I70920,인천
J0100,인천
J0511,인천
J069,인천
J108,인천
J118,인천
J129,인천
J155,인천
J219,인천
J301,인천
J324,인천
J36,인천
J432,인천
J4401,인천
J4412,인천
J4500,인천
J4512,인천
J81,인천
J849,인천
J869,인천
K047,인천
K1120,인천
K2591,인천
K286,인천
K292,인천
K358,인천
K4020,인천
K4021,인천
K4031,인천
K4091,인천
K429,인천
K460,인천
K5019,인천
K559,인천
K560,인천
K567,인천
K5732,인천
K5792,인천
K602,인천
K626,인천
K643,인천
K648,인천
K7010,인천
K7030,인천
K7411,인천
K7461,인천
K750,인천
K8080,인천
K920,인천
L050,인천
L239,인천
L500,인천
L600,인천
L732,인천
L899,인천
M0096,인천
M06949,인천
M1097,인천
M1389,인천
M169,인천
M179,인천
M1901,인천
M1995,인천
M1997,인천
M2423,인천
M2449,인천
M2551,인천
M4316,인천
M4659,인천
M4716,인천
M4719,인천
M4785,인천
M4786,인천
M4796,인천
M4884,인천
M4989,인천
M500,인천
M511,인천
M5309,인천
M5450,인천
M5456,인천
M6269,인천
M6599,인천
M6749,인천
M753,인천
M8109,인천
M8156,인천
M8199,인천
M8411,인천
M8795,인천
N179,인천
N184,인천
N200,인천
N281,인천
N301,인천
N393,인천
N432,인천
Q643,인천
R065,인천
R14,인천
R448,인천
R730,인천
S0220,인천
S02690,인천
S0600,인천
S0661,인천
S22050,인천
S22330,인천
S32020,인천
S32030,인천
S32040,인천
S3351,인천
S337,인천
S4230,인천
S4608,인천
S52520,인천
S52590,인천
S533,인천
S599,인천
S62330,인천
S62671,인천
S62690,인천
S6270,인천
S6638,인천
S698,인천
S699,인천
S82180,인천
S82490,인천
S8320,인천
S8353,인천
S9240,인천
T143,인천
T911,인천
T912,인천
T918,인천
T921,인천
T928,인천
T931,인천
T933,인천
T939,인천
U071,인천
U8280,인천
Z038,인천
Z501,인천
A488,인천
B07,인천
C1691,인천
C229,인천
C251,인천
C443,인천
C660,인천
C861,인천
D171,인천
D1720,인천
D179,인천
D213,인천
D219,인천
D316,인천
D370,인천
D377,인천
D420,인천
D599,인천
E1064,인천
E1170,인천
E1172,인천
E128,인천
E1428,인천
E43,인천
F019,인천
F051,인천
G061,인천
G062,인천
G311,인천
G441,인천
G519,인천
G552,인천
G819,인천
G822,인천
G825,인천
G907,인천
H26282,인천
I110,인천
I119,인천
I2080,인천
I6352,인천
I671,인천
I890,인천
I959,인천
J0300,인천
J188,인천
J4400,인천
J698,인천
J841,인천
K041,인천
K042,인천
K226,인천
K311,인천
K439,인천
K529,인천
K5730,인천
K581,인천
K5901,인천
K635,인천
K645,인천
K7424,인천
K819,인천
K8529,인천
K862,인천
L0230,인천
L989,인천
M05802,인천
M1096,인천
M162,인천
M1983,인천
M1984,인천
M1986,인천
M2321,인천
M2569,인천
M2595,인천
M4629,인천
M4788,인천
M4809,인천
M5455,인천
M5458,인천
M5499,인천
M6593,인천
M6594,인천
M756,인천
M770,인천
M7927,인천
M8098,인천
M8696,인천
M8909,인천
N178,인천
N359,인천
N433,인천
R111,인천
R222,인천
R223,인천
R318,인천
R5090,인천
R579,인천
R609,인천
R634,인천
S0130,인천
S0601,인천
S0650,인천
S300,인천
S32050,인천
S3220,인천
S42230,인천
S52180,인천
S62620,인천
S82430,인천
S82830,인천
S8608,인천
S8688,인천
S8698,인천
T220,인천
T252,인천
T796,인천
T835,인천
U072,인천
Z854,인천
Z895,인천
A319,인천
B701,인천
C252,인천
C3491,인천
C412,인천
C7930,인천
C794,인천
D122,인천
D1800,인천
D303,인천
D329,인천
D330,인천
D350,인천
E1058,인천
E1078,인천
E1163,인천
E1448,인천
E1463,인천
F001,인천
F03,인천
F072,인천
G561,인천
G573,인천
G610,인천
G629,인천
G811,인천
G950,인천
G959,인천
H2511,인천
I480,인천
I731,인천
J410,인천
J4509,인천
K1122,인천
K290,인천
K588,인천
K620,인천
K7031,인천
K8000,인천
K8031,인천
K811,인천
L509,인천
L905,인천
M2399,인천
M2483,인천
M2599,인천
M4039,인천
M4319,인천
M4836,인천
M4854,인천
M508,인천
M5417,인천
M6596,인천
M72970,인천
M8080,인천
M8090,인천
M8096,인천
M8406,인천
M8785,인천
R02,인천
R229,인천
S0140,인천
S42090,인천
S62390,인천
S697,인천
S7600,인천
T814,인천
Z048,인천
B1809,인천
B353,인천
B49,인천
C180,인천
C321,인천
C3410,인천
C73,인천
D123,인천
D136,인천
D211,인천
D212,인천
D432,인천
E1171,인천
E1464,인천
F105,인천
G048,인천
G308,인천
G319,인천
G373,인천
G4011,인천
G442,인천
G609,인천
G729,인천
G911,인천
H2580,인천
H2581,인천
H2582,인천
H2692,인천
H6501,인천
I229,인천
I313,인천
I629,인천
I6330,인천
I719,인천
I839,인천
J060,인천
J328,인천
J329,인천
J350,인천
K115,인천
K121,인천
K222,인천
K265,인천
K583,인천
K644,인천
K7290,인천
K8599,인천
K861,인천
L0290,인천
M1397,인천
M150,인천
M160,인천
M1913,인천
M1992,인천
M205,인천
M2322,인천
M2329,인천
M2351,인천
M2389,인천
M2577,인천
M4129,인천
M4634,인천
M4800,인천
M513,인천
M6285,인천
M6534,인천
M6584,인천
M712,인천
M7988,인천
M8059,인천
M8089,인천
M8796,인천
M932,인천
M939,인천
N202,인천
N211,인천
N47,인천
R251,인천
R488,인천
R5099,인천
R54,인천
S0630,인천
S134,인천
S22060,인천
S224,인천
S22460,인천
S233,인천
S3350,인천
S42220,인천
S52540,인천
S52541,인천
S5270,인천
S610,인천
S62320,인천
S6698,인천
S7231,인천
S809,인천
S8250,인천
S8260,인천
S8610,인천
S92290,인천
S9230,인천
S9250,인천
S9251,인천
T793,인천
T812,인천
T813,인천
T840,인천
Z530,인천
Z532,인천
Z981,인천
A020,서울
A029,서울
A044,서울
A047,서울
A048,서울
A090,서울
A099,서울
A1500,서울
A1501,서울
A1511,서울
A1520,서울
A1521,서울
A1530,서울
A1531,서울
A1561,서울
A1601,서울
A1621,서울
A1651,서울
A1691,서울
A179,서울
A1800,서울
A1811,서울
A182,서울
A1830,서울
A1831,서울
A1883,서울
A191,서울
A199,서울
A201,서울
A270,서울
A310,서울
A319,서울
A392,서울
A400,서울
A402,서울
A403,서울
A408,서울
A410,서울
A411,서울
A412,서울
A414,서울
A4150,서울
A4151,서울
A4153,서울
A4158,서울
A4159,서울
A4180,서울
A4188,서울
A419,서울
A420,서울
A422,서울
A428,서울
A429,서울
A46,서울
A480,서울
A490,서울
A491,서울
A498,서울
A499,서울
A521,서울
A528,서울
A530,서울
A6000,서울
A609,서울
A630,서울
A753,서울
A812,서울
A86,서울
A878,서울
A879,서울
B000,서울
B001,서울
B002,서울
B0051,서울
B0080,서울
B0088,서울
B009,서울
B022,서울
B023,서울
B029,서울
B07,서울
B09,서울
B159,서울
B171,서울
B179,서울
B180,서울
B1810,서울
B1818,서울
B182,서울
B206,서울
B220,서울
B238,서울
B24,서울
B258,서울
B279,서울
B300,서울
B348,서울
B349,서울
B350,서울
B351,서울
B352,서울
B353,서울
B354,서울
B356,서울
B358,서울
B359,서울
B361,서울
B369,서울
B370,서울
B371,서울
B373,서울
B3740,서울
B3748,서울
B376,서울
B377,서울
B3780,서울
B3788,서울
B379,서울
B400,서울
B440,서울
B441,서울
B448,서울
B449,서울
B49,서울
B59,서울
B663,서울
B701,서울
B8300,서울
B86,서울
B909,서울
B91,서울
B951,서울
B952,서울
B953,서울
B954,서울
B955,서울
B956,서울
B957,서울
B958,서울
B961,서울
B962,서울
B963,서울
B964,서울
B965,서울
B9680,서울
B9681,서울
B9688,서울
B980,서울
C01,서울
C020,서울
C021,서울
C022,서울
C029,서울
C049,서울
C062,서울
C069,서울
C07,서울
C091,서울
C099,서울
C109,서울
C119,서울
C12,서울
C139,서울
C140,서울
C150,서울
C151,서울
C152,서울
C154,서울
C155,서울
C159,서울
C160,서울
C1600,서울
C1601,서울
C1609,서울
C1611,서울
C1620,서울
C1621,서울
C1629,서울
C1630,서울
C1631,서울
C1639,서울
C1640,서울
C1641,서울
C1650,서울
C1680,서울
C1681,서울
C1690,서울
C1691,서울
C1699,서울
C170,서울
C172,서울
C179,서울
C180,서울
C182,서울
C183,서울
C184,서울
C185,서울
C186,서울
C187,서울
C188,서울
C189,서울
C19,서울
C20,서울
C218,서울
C220,서울
C221,서울
C227,서울
C23,서울
C240,서울
C241,서울
C249,서울
C250,서울
C251,서울
C252,서울
C253,서울
C257,서울
C258,서울
C259,서울
C300,서울
C310,서울
C320,서울
C321,서울
C322,서울
C328,서울
C329,서울
C33,서울
C3400,서울
C3401,서울
C3409,서울
C3410,서울
C3411,서울
C342,서울
C3430,서울
C3431,서울
C3439,서울
C3480,서울
C3481,서울
C3489,서울
C3490,서울
C3491,서울
C3499,서울
C37,서울
C381,서울
C409,서울
C4101,서울
C412,서울
C414,서울
C435,서울
C436,서울
C437,서울
C439,서울
C440,서울
C441,서울
C443,서울
C444,서울
C445,서울
C446,서울
C447,서울
C450,서울
C457,서울
C460,서울
C470,서울
C480,서울
C490,서울
C492,서울
C493,서울
C495,서울
C496,서울
C498,서울
C499,서울
C5001,서울
C5010,서울
C5011,서울
C5020,서울
C5021,서울
C5031,서울
C5040,서울
C5041,서울
C5050,서울
C5051,서울
C5080,서울
C5081,서울
C5090,서울
C5091,서울
C539,서울
C541,서울
C549,서울
C55,서울
C560,서울
C561,서울
C569,서울
C570,서울
C609,서울
C61,서울
C629,서울
C632,서울
C640,서울
C641,서울
C649,서울
C650,서울
C651,서울
C660,서울
C661,서울
C672,서울
C674,서울
C675,서울
C676,서울
C677,서울
C679,서울
C688,서울
C689,서울
C693,서울
C700,서울
C710,서울
C711,서울
C713,서울
C716,서울
C717,서울
C718,서울
C719,서울
C73,서울
C770,서울
C771,서울
C772,서울
C773,서울
C774,서울
C775,서울
C778,서울
C779,서울
C7800,서울
C7801,서울
C7809,서울
C781,서울
C782,서울
C783,서울
C784,서울
C785,서울
C786,서울
C787,서울
C788,서울
C7900,서울
C7901,서울
C7910,서울
C7918,서울
C792,서울
C7930,서울
C7931,서울
C794,서울
C795,서울
C7950,서울
C7951,서울
C7960,서울
C7961,서울
C797,서울
C7980,서울
C7981,서울
C7988,서울
C809,서울
C819,서울
C821,서울
C823,서울
C829,서울
C830,서울
C831,서울
C8338,서울
C837,서울
C838,서울
C851,서울
C857,서울
C859,서울
C860,서울
C865,서울
C866,서울
C880,서울
C884,서울
C900,서울
C901,서울
C9108,서울
C911,서울
C9208,서울
C921,서울
C922,서울
C924,서울
C925,서울
C931,서울
C959,서울
C966,서울
C97,서울
D001,서울
D002,서울
D010,서울
D011,서울
D012,서울
D0150,서울
D0151,서울
D0152,서울
D0153,서울
D0170,서울
D020,서울
D0220,서울
D0221,서울
D023,서울
D033,서울
D037,서울
D043,서울
D044,서울
D045,서울
D046,서울
D047,서울
D0501,서울
D0510,서울
D0511,서울
D0591,서울
D069,서울
D070,서울
D090,서울
D091,서울
D101,서울
D103,서울
D104,서울
D105,서울
D106,서울
D107,서울
D110,서울
D117,서울
D120,서울
D121,서울
D122,서울
D123,서울
D124,서울
D125,서울
D126,서울
D127,서울
D128,서울
D129,서울
D130,서울
D131,서울
D132,서울
D134,서울
D135,서울
D136,서울
D140,서울
D141,서울
D1430,서울
D1431,서울
D151,서울
D160,서울
D165,서울
D168,서울
D169,서울
D170,서울
D171,서울
D1720,서울
D1721,서울
D173,서울
D175,서울
D177,서울
D179,서울
D1800,서울
D1802,서울
D1803,서울
D1804,서울
D1808,서울
D1809,서울
D200,서울
D211,서울
D212,서울
D215,서울
D221,서울
D223,서울
D224,서울
D229,서울
D235,서울
D239,서울
D2420,서울
D2421,서울
D2431,서울
D2491,서울
D250,서울
D251,서울
D252,서울
D259,서울
D261,서울
D269,서울
D270,서울
D271,서울
D279,서울
D291,서울
D293,서울
D3000,서울
D302,서울
D303,서울
D316,서울
D320,서울
D329,서울
D333,서울
D334,서울
D34,서울
D350,서울
D351,서울
D352,서울
D360,서울
D361,서울
D367,서울
D371,서울
D372,서울
D373,서울
D375,서울
D376,서울
D377,서울
D381,서울
D382,서울
D384,서울
D385,서울
D386,서울
D3910,서울
D3911,서울
D412,서울
D414,서울
D420,서울
D430,서울
D432,서울
D441,서울
D443,서울
D444,서울
D447,서울
D45,서울
D461,서울
D462,서울
D465,서울
D467,서울
D469,서울
D471,서울
D472,서울
D473,서울
D474,서울
D475,서울
D479,서울
D480,서울
D481,서울
D485,서울
D500,서울
D508,서울
D509,서울
D518,서울
D519,서울
D529,서울
D531,서울
D591,서울
D611,서울
D619,서울
D62,서울
