주상병코드,입원외래구분,환자수,보험자부담금(선별포함),요양급여비용총액(선별포함),평균보험자부담금,평균요양급여비용총액
E79,외래,19728.0,1316787230.0,2204014760.0,66747.12236415247,111720.13179237631
E79,입원,70.0,90022510.0,104553850.0,1286035.857142857,1493626.4285714286
E80,외래,3922.0,270623410.0,554780630.0,69001.37939826619,141453.50076491587
E80,입원,81.0,194362800.0,230569690.0,2399540.7407407407,2846539.3827160494
E83,외래,41836.0,7202628990.0,9618846200.0,172163.42360646333,229917.92236351466
E83,입원,890.0,1727015360.0,2043473920.0,1940466.6966292134,2296038.112359551
E84,외래,123.0,36661450.0,46364000.0,298060.56910569104,376943.0894308943
E84,입원,14.0,173542210.0,195943650.0,12395872.142857144,13995975.0
E85,외래,1530.0,1353457260.0,1664999490.0,884612.5882352941,1088234.9607843137
E85,입원,316.0,3099029210.0,3588079330.0,9807054.462025316,11354681.424050633
E86,외래,166642.0,7704780460.0,10733093610.0,46235.525617791434,64408.09405792057
E86,입원,6714.0,4179183290.0,5231498020.0,622458.0414060173,779192.4366994341
E87,외래,58488.0,4768673540.0,7907907400.0,81532.51162631651,135205.63876350704
E87,입원,17569.0,40184766720.0,51730152970.0,2287254.0679606125,2944399.3949570265
E88,외래,53312.0,3698926690.0,8607758460.0,69382.62848889556,161460.05514705883
E88,입원,392.0,1113930510.0,1357523090.0,2841659.464285714,3463069.1071428573
E89,외래,52293.0,4414658620.0,8885419360.0,84421.5979194156,169916.03771059224
E89,입원,142.0,156595260.0,203153700.0,1102783.5211267606,1430659.8591549296
E90,외래,854.0,37713410.0,99016260.0,44160.901639344265,115944.09836065574
E90,입원,1.0,203080.0,237790.0,203080.0,237790.0
F00,외래,531187.0,110566512610.0,163685563490.0,208149.88433451872,308150.5448928532
F00,입원,124305.0,1343013000000.0,1784021000000.0,10804175.214190902,14351964.924982905
F01,외래,19859.0,3097586950.0,4735045110.0,155978.99944609497,238433.20962787652
F01,입원,2497.0,22299784940.0,29398549160.0,8930630.732879456,11773547.921505807
F02,외래,3724.0,664697630.0,1010168430.0,178490.2336197637,271258.9769065521
F02,입원,615.0,4416049170.0,5586502830.0,7180567.756097561,9083744.43902439
F03,외래,54877.0,8553096840.0,14893325610.0,155859.40995316798,271394.6755471327
F03,입원,7603.0,51165568790.0,68140342020.0,6729655.2400368275,8962296.727607524
F04,외래,134.0,14740030.0,21889730.0,110000.22388059701,163356.19402985074
F04,입원,6.0,60833560.0,80889220.0,10138926.666666666,13481536.666666666
F05,외래,9880.0,1045128830.0,1803958120.0,105782.27024291498,182586.85425101215
F05,입원,1483.0,3791006250.0,5023035000.0,2556309.0020229267,3387076.871207013
F06,외래,339627.0,33501447550.0,55672618090.0,98641.88521525085,163922.82736649323
F06,입원,2766.0,11500853380.0,15458068310.0,4157936.8691250905,5588600.256688358
F07,외래,7394.0,716717790.0,1162276170.0,96932.34920205572,157191.80010819584
F07,입원,474.0,2701872370.0,3560032460.0,5700152.679324894,7510617.004219409
F09,외래,969.0,180254940.0,278891620.0,186021.60990712076,287813.84932920535
F09,입원,166.0,1007521280.0,1319147740.0,6069405.301204819,7946673.13253012
F10,외래,55714.0,13027107730.0,18829282400.0,233821.08141580212,337963.2121190365
F10,입원,17420.0,118208197190.0,156415944600.0,6785774.809988519,8979101.297359357
F11,외래,246.0,57037980.0,87490910.0,231861.70731707316,355654.10569105693
F11,입원,43.0,110682370.0,149962290.0,2574008.604651163,3487495.11627907
F12,외래,109.0,24907560.0,36032430.0,228509.7247706422,330572.752293578
F12,입원,9.0,24358960.0,33780200.0,2706551.111111111,3753355.5555555555
F13,외래,1041.0,183776830.0,305535890.0,176538.74159462054,293502.29586935637
F13,입원,1194.0,1311400530.0,1742445070.0,1098325.4020100501,1459334.2294807371
F14,외래,17.0,2133730.0,3509540.0,125513.5294117647,206443.5294117647
F14,입원,2.0,17887130.0,24128530.0,8943565.0,12064265.0
F15,외래,490.0,105032520.0,157961210.0,214352.08163265305,322369.8163265306
F15,입원,125.0,272887410.0,362195150.0,2183099.28,2897561.2
F16,외래,196.0,28691990.0,41721990.0,146387.70408163266,212867.29591836734
F16,입원,41.0,124634940.0,169603750.0,3039876.5853658537,4136676.8292682925
F17,외래,1883.0,61815000.0,108035290.0,32827.93414763675,57374.025491237386
F17,입원,3.0,10998090.0,15015500.0,3666030.0,5005166.666666667
F18,외래,66.0,7536730.0,12813860.0,114192.87878787878,194149.39393939395
F18,입원,42.0,63757050.0,85097200.0,1518025.0,2026123.8095238095
F19,외래,1593.0,258008210.0,422519470.0,161963.72253609542,265235.0721908349
F19,입원,1842.0,1855451100.0,2446228820.0,1007302.4429967427,1328028.6753528772
F20,외래,98777.0,78512500750.0,94008681710.0,794845.9737590734,951726.4313554775
F20,입원,18314.0,237511000000.0,290835000000.0,12968821.666484656,15880473.954351863
F21,외래,1099.0,530898730.0,677852220.0,483074.36760691536,616790.009099181
F21,입원,70.0,399411490.0,495467240.0,5705878.428571428,7078103.428571428
F22,외래,7734.0,2630257910.0,3513978430.0,340090.2392035169,454354.5940005172
F22,입원,913.0,7511668580.0,9578460430.0,8227457.371303395,10491194.337349398
F23,외래,4451.0,1538008660.0,2079344190.0,345542.2736463716,467163.37676926533
F23,입원,546.0,1968581600.0,2563127480.0,3605460.805860806,4694372.673992674
F24,외래,42.0,10810260.0,13948660.0,257387.14285714287,332110.95238095237
F24,입원,9.0,57222210.0,70523060.0,6358023.333333333,7835895.555555556
F25,외래,11790.0,9194699330.0,11020907930.0,779872.7167090755,934767.4240882103
F25,입원,2084.0,20036216650.0,24512566050.0,9614307.41362764,11762267.77831094
F28,외래,3092.0,1551578640.0,2015219890.0,501804.2173350582,651752.8751617076
F28,입원,344.0,2207737020.0,2707056420.0,6417840.174418605,7869350.058139535
F29,외래,17406.0,7015135210.0,9442537780.0,403029.714466276,542487.520395266
F29,입원,2500.0,15078691940.0,19062361010.0,6031476.776,7624944.404
F30,외래,3061.0,877193450.0,1209871190.0,286570.87553087226,395253.57399542636
F30,입원,193.0,850285780.0,1125261580.0,4405625.803108809,5830370.880829016
F31,외래,133807.0,58908317580.0,83246539190.0,440248.3994110921,622138.8954987407
F31,입원,10083.0,50764386950.0,66597927860.0,5034651.090945155,6604971.522364376
F32,외래,968918.0,382682000000.0,499218000000.0,394958.0872684789,515232.4551716451
F32,입원,12124.0,41397145480.0,54015280630.0,3414479.171890465,4455235.947707027
F33,외래,80805.0,29046719000.0,38115714230.0,359466.8522987439,471699.94715673535
F33,입원,2586.0,10597756040.0,13997654490.0,4098126.852281516,5412859.431554524
F34,외래,87004.0,22554226410.0,35472815250.0,259232.0630085973,407714.76311433956
F34,입원,2373.0,9164613040.0,11939126040.0,3862036.6793088918,5031237.269279393
F38,외래,12335.0,2389840110.0,3606733150.0,193744.63802188894,292398.30968788004
F38,입원,199.0,708500710.0,954484730.0,3560305.0753768845,4796405.6783919595
F39,외래,30395.0,6020795950.0,10856741440.0,198085.0781378516,357188.40072380326
F39,입원,2067.0,7906241690.0,10355137670.0,3824983.884857281,5009742.462506047
F40,외래,64585.0,15122473830.0,21800708860.0,234148.3909576527,337550.6520089804
F40,입원,252.0,507975630.0,673340940.0,2015776.3095238095,2671987.8571428573
F41,외래,823895.0,201355396040.0,263372000000.0,244394.48721014208,319666.94785136456
F41,입원,6092.0,7447999520.0,9751239750.0,1222586.920551543,1600663.1237688772
F42,외래,41613.0,17755291770.0,23705623890.0,426676.56189171656,569668.7066541705
F42,입원,318.0,1704277160.0,2236035750.0,5359362.13836478,7031558.962264151
F43,외래,232343.0,53703326740.0,75649464620.0,231138.13086686493,325593.9047873187
F43,입원,3310.0,6917009130.0,9114992070.0,2089730.8549848942,2753774.0392749244
F44,외래,1766.0,407912500.0,594096170.0,230981.03057757646,336407.7972819932
F44,입원,202.0,362314800.0,472090420.0,1793637.6237623761,2337081.287128713
F45,외래,97958.0,15832605260.0,21990570700.0,161626.46501561895,224489.78848077747
F45,입원,1141.0,1988509040.0,2634950580.0,1742777.4233128834,2309334.425942156
F48,외래,84162.0,5051633480.0,7407236200.0,60022.73567643354,88011.64658634538
F48,입원,447.0,358551600.0,470718840.0,802128.8590604027,1053062.2818791945
F50,외래,12980.0,2663677050.0,3673462540.0,205213.94838212634,283009.4406779661
F50,입원,433.0,2147789060.0,2638358660.0,4960251.870669746,6093207.066974596
F51,외래,405874.0,61366529400.0,79715061370.0,151196.0100918019,196403.4684902211
F51,입원,707.0,748654010.0,975000880.0,1058916.5629420085,1379067.7227722772
F52,외래,5327.0,173289430.0,260204090.0,32530.397972592455,48846.27182278956
F52,입원,3.0,211560.0,278760.0,70520.0,92920.0
F53,외래,476.0,159082420.0,217187880.0,334206.76470588235,456277.0588235294
F53,입원,8.0,22136170.0,28336600.0,2767021.25,3542075.0
F54,외래,1488.0,67762560.0,105185730.0,45539.354838709674,70689.33467741935
F54,입원,21.0,29601290.0,39077000.0,1409585.238095238,1860809.5238095238
F55,외래,89.0,7032670.0,12889010.0,79018.76404494382,144820.33707865168
F55,입원,21.0,13391210.0,17827780.0,637676.6666666666,848941.9047619047
F59,외래,270.0,20179910.0,26412630.0,74740.4074074074,97824.55555555556
F59,입원,2.0,7051590.0,9211560.0,3525795.0,4605780.0
F60,외래,4058.0,1268379800.0,1903493000.0,312562.7895515032,469071.71020207
F60,입원,347.0,1646091070.0,2183858110.0,4743778.299711816,6293539.2219020175
F61,외래,27.0,10780410.0,14950230.0,399274.44444444444,553712.2222222222
F61,입원,8.0,88434020.0,113472030.0,11054252.5,14184003.75
F62,외래,43.0,6597160.0,10168760.0,153422.32558139536,236482.7906976744
F62,입원,3.0,5457780.0,8559040.0,1819260.0,2853013.3333333335
F63,외래,8581.0,2395383120.0,3368903610.0,279149.64689430135,392600.3507749679
F63,입원,693.0,3056750150.0,3997917130.0,4410894.877344877,5769000.187590187
F64,외래,2458.0,399305210.0,588936720.0,162451.26525630595,239599.967453214
F64,입원,10.0,29596460.0,38043100.0,2959646.0,3804310.0
F65,외래,467.0,172169970.0,238694080.0,368672.312633833,511122.22698072804
F65,입원,10.0,80352900.0,107272460.0,8035290.0,10727246.0
F66,외래,259.0,22012590.0,31444890.0,84990.69498069499,121408.8416988417
F66,입원,5.0,33400290.0,41429620.0,6680058.0,8285924.0
F68,외래,714.0,101528350.0,159431140.0,142196.568627451,223292.9131652661
F68,입원,24.0,42790470.0,57451240.0,1782936.25,2393801.6666666665
F69,외래,90.0,21862240.0,33603160.0,242913.77777777778,373368.44444444444
F69,입원,21.0,26038430.0,35234300.0,1239925.238095238,1677823.8095238095
F70,외래,12666.0,3179759820.0,4487654470.0,251046.88299384178,354307.1585346597
F70,입원,550.0,5628281840.0,7192651320.0,10233239.709090909,13077547.854545455
F71,외래,5184.0,1388089540.0,1940081390.0,267764.1859567901,374244.0952932099
F71,입원,412.0,5199303180.0,6722580690.0,12619667.912621358,16316943.422330096
F72,외래,2200.0,640860510.0,896865420.0,291300.2318181818,407666.1
F72,입원,179.0,2821168830.0,3567811320.0,15760719.72067039,19931906.815642457
F73,외래,458.0,145938060.0,203093470.0,318642.05240174674,443435.5240174672
F73,입원,21.0,413533470.0,527501780.0,19692070.0,25119132.38095238
F78,외래,1420.0,379265790.0,527891390.0,267088.58450704225,371754.5
F78,입원,150.0,1792752720.0,2283045280.0,11951684.8,15220301.866666667
F79,외래,5415.0,1217953230.0,1910246950.0,224922.1108033241,352769.5198522622
F79,입원,380.0,4441490440.0,5759812860.0,11688132.736842105,15157402.263157895
F80,외래,11093.0,1354432290.0,2035511640.0,122097.92571892185,183495.1446858379
F80,입원,129.0,235795760.0,302970610.0,1827874.1085271318,2348609.379844961
F81,외래,1286.0,299275060.0,404418580.0,232717.77604976672,314477.900466563
F81,입원,2.0,4627870.0,6418500.0,2313935.0,3209250.0
F82,외래,310.0,71599500.0,110117170.0,230966.12903225806,355216.67741935485
F82,입원,24.0,171889420.0,200534510.0,7162059.166666667,8355604.583333333
F83,외래,269.0,83634470.0,129606240.0,310908.8104089219,481807.5836431227
F83,입원,2.0,13521400.0,14547810.0,6760700.0,7273905.0
F84,외래,32908.0,11596508530.0,16690843000.0,352391.77494834084,507197.12531907135
F84,입원,526.0,4855801240.0,6091168700.0,9231561.292775664,11580168.631178707
F88,외래,126.0,21259790.0,29420690.0,168728.49206349207,233497.53968253967
F88,입원,6.0,53520180.0,66327080.0,8920030.0,11054513.333333334
F89,외래,1370.0,219118350.0,329718240.0,159940.401459854,240670.2481751825
F89,입원,22.0,69748290.0,87229300.0,3170376.8181818184,3964968.1818181816
F90,외래,209638.0,103702131890.0,139871518890.0,494672.39665518655,667204.98616663
F90,입원,786.0,3805668190.0,4562169590.0,4841817.03562341,5804287.010178117
F91,외래,3106.0,925645370.0,1272604520.0,298018.47070186737,409724.5717965229
F91,입원,374.0,1484169940.0,1796429170.0,3968368.8235294116,4803286.550802139
F92,외래,3145.0,669650060.0,888682760.0,212925.2972972973,282570.03497615264
F92,입원,145.0,546479330.0,677070550.0,3768822.9655172415,4669452.068965517
F93,외래,9064.0,2809780470.0,3781000210.0,309993.4322594881,417144.7716240071
F93,입원,63.0,207788570.0,253785230.0,3298231.26984127,4028336.984126984
F94,외래,2416.0,774547390.0,1071491070.0,320590.8071192053,443497.9594370861
F94,입원,12.0,41030190.0,49944100.0,3419182.5,4162008.3333333335
F95,외래,25823.0,8804298320.0,12347669200.0,340947.92704178445,478165.55783603765
F95,입원,85.0,261539440.0,321897460.0,3076934.588235294,3787028.9411764704
F98,외래,9320.0,1924091280.0,2759346240.0,206447.56223175966,296067.1931330472
F98,입원,66.0,209889640.0,242527870.0,3180146.0606060605,3674664.696969697
F99,외래,3029.0,481198580.0,739917910.0,158863.84285242655,244277.9498184219
F99,입원,974.0,1037581390.0,1454135340.0,1065278.6344969198,1492952.0944558522
G00,외래,425.0,59228270.0,101603830.0,139360.63529411764,239067.83529411766
G00,입원,321.0,3506567710.0,4393757130.0,10923886.947040498,13687716.915887851
G01,외래,34.0,3622150.0,6615360.0,106533.82352941176,194569.41176470587
G01,입원,12.0,123913950.0,141361860.0,10326162.5,11780155.0
G02,외래,115.0,7171820.0,14322580.0,62363.65217391304,124544.17391304347
G02,입원,59.0,320312830.0,420374590.0,5429031.016949153,7124993.050847458
G03,외래,2922.0,283096220.0,615845520.0,96884.40109514032,210761.64271047228
G03,입원,1890.0,6668781600.0,8750644830.0,3528455.873015873,4629970.80952381
G04,외래,3996.0,1333324810.0,2086553970.0,333664.8673673674,522160.65315315314
G04,입원,2022.0,29562417490.0,35937207770.0,14620384.515331356,17773099.787339266
G05,외래,12402.0,460555130.0,719128600.0,37135.553136590876,57984.88953394614
G05,입원,767.0,1293678830.0,1607452760.0,1686673.8331160366,2095766.3102998696
G06,외래,1806.0,289080920.0,609670290.0,160066.95459579182,337580.4485049834
G06,입원,1024.0,15057497440.0,19663756690.0,14704587.34375,19202887.392578125
G07,외래,23.0,3952630.0,7853850.0,171853.47826086957,341471.73913043475
G07,입원,5.0,44830320.0,49715560.0,8966064.0,9943112.0
G08,외래,370.0,64821910.0,145959500.0,175194.35135135136,394485.13513513515
G08,입원,82.0,436479910.0,595456270.0,5322925.731707317,7261661.8292682925
G09,외래,14.0,3970330.0,5777490.0,283595.0,412677.85714285716
G09,입원,1.0,19908730.0,26495260.0,19908730.0,26495260.0
G10,외래,364.0,178372680.0,208106210.0,490034.83516483515,571720.3571428572
G10,입원,78.0,999883750.0,1206314840.0,12819022.435897436,15465574.871794872
G11,외래,5609.0,3111671400.0,3728104600.0,554764.0221073275,664664.7530754146
G11,입원,920.0,9078590990.0,10765249220.0,9868033.68478261,11701357.847826088
G12,외래,4897.0,5114938270.0,6128417100.0,1044504.4455789259,1251463.5695323667
G12,입원,2204.0,77379373280.0,85487107170.0,35108608.566243194,38787253.70689655
G13,외래,193.0,74366190.0,90505940.0,385317.04663212434,468942.69430051814
G13,입원,47.0,439948500.0,527904270.0,9360606.382978724,11232005.744680852
G14,외래,1589.0,129931270.0,208598610.0,81769.20704845815,131276.65827564505
G14,입원,63.0,339103590.0,450485000.0,5382596.666666667,7150555.555555556
G20,외래,113825.0,50258827470.0,59836828470.0,441544.7175049418,525691.4427410498
G20,입원,26388.0,299978599360.0,361203000000.0,11367993.002880096,13688153.706230104
G21,외래,10106.0,1366313160.0,2412990440.0,135198.21492182862,238768.10211755394
G21,입원,1077.0,6782516190.0,8891585230.0,6297600.919220055,8255882.293407613
G22,외래,11465.0,2301599600.0,4716803000.0,200750.07413868295,411408.8966419538
G22,입원,686.0,3483732460.0,4578855690.0,5078327.201166181,6674716.749271137
G23,외래,4799.0,1443350620.0,1860006840.0,300760.70431339863,387582.1712856845
G23,입원,1079.0,8721074250.0,10478395170.0,8082552.594995366,9711209.610750696
G24,외래,38239.0,3148376440.0,6336765770.0,82334.17296477419,165714.73547948428
G24,입원,796.0,2673702010.0,3534177080.0,3358922.1231155777,4439920.954773869
G25,외래,142128.0,10686375310.0,18460194210.0,75188.38870595519,129884.28888044579
G25,입원,2636.0,4675615130.0,6295113550.0,1773753.8429438544,2388131.088770865
G26,외래,184.0,21715340.0,43423190.0,118018.15217391304,235995.59782608695
G26,입원,5.0,5005660.0,6166160.0,1001132.0,1233232.0
G30,외래,63895.0,10664789360.0,17672550240.0,166911.17239220598,276587.3736599108
G30,입원,6231.0,50044958230.0,65991542390.0,8031609.40940459,10590842.944952656
G31,외래,275785.0,14857160660.0,19421659760.0,53872.257954566056,70423.19110901609
G31,입원,1511.0,8174695270.0,10258471610.0,5410122.614162806,6789193.653209795
G32,외래,1074.0,205594490.0,388054500.0,191428.7616387337,361317.03910614527
G32,입원,36.0,199282060.0,264198530.0,5535612.777777778,7338848.055555556
G35,외래,2698.0,11125883790.0,12386944670.0,4123752.3313565603,4591158.14306894
G35,입원,505.0,2883538360.0,3377398450.0,5709976.950495049,6687917.722772277
G36,외래,2368.0,1980193350.0,2271499710.0,836230.2998310811,959248.1883445946
G36,입원,760.0,6861755390.0,7916170560.0,9028625.513157895,10416013.894736841
G37,외래,3529.0,680293250.0,1422637940.0,192772.24426183055,403127.7812411448
G37,입원,960.0,6189325490.0,8163167820.0,6447214.052083333,8503299.8125
G40,외래,146126.0,27357488470.0,48573966230.0,187218.48589573381,332411.5231375662
G40,입원,13312.0,46732331720.0,57464697720.0,3510541.745793269,4316759.143629808
G41,외래,4704.0,1791051770.0,2095328840.0,380750.8014455782,445435.55272108846
G41,입원,3155.0,43136094210.0,49716979480.0,13672296.10459588,15758155.144215532
G43,외래,572264.0,31062641010.0,52112258490.0,54280.26402150057,91063.31778689555
G43,입원,15937.0,10208435610.0,15049949250.0,640549.3888435715,944340.1675346678
G44,외래,525045.0,39056351120.0,70059050280.0,74386.67375177366,133434.3728251864
G44,입원,28708.0,17611335900.0,26942180490.0,613464.3966838511,938490.3333565557
G45,외래,114619.0,16149518710.0,33080936030.0,140897.39667943362,288616.512358335
G45,입원,20594.0,30179566020.0,44724927240.0,1465454.3080508886,2171745.5200543846
G46,외래,21852.0,2616774050.0,4670170100.0,119749.86500091525,213718.19970712063
G46,입원,1590.0,2565291540.0,3607048940.0,1613390.9056603773,2268584.238993711
G47,외래,816626.0,45264968470.0,67880411270.0,55429.25215459709,83123.010129484
G47,입원,78244.0,61747243150.0,77965423210.0,789162.6597566587,996439.6402280047
G50,외래,79976.0,7122717180.0,12859596370.0,89060.68295488646,160793.19258277482
G50,입원,2448.0,5328070700.0,7438181330.0,2176499.4689542484,3038472.765522876
G51,외래,92194.0,12717567770.0,24041170660.0,137943.55131570384,260767.19374362758
G51,입원,14594.0,20055556330.0,28053983840.0,1374232.9950664656,1922295.7270111004
G52,외래,11321.0,974963800.0,1988439210.0,86119.93640137797,175641.65798074374
G52,입원,1304.0,1957292080.0,2844418670.0,1500990.8588957055,2181302.661042945
G53,외래,146329.0,11828052930.0,17661060980.0,80831.91253955128,120694.19581901058
G53,입원,2385.0,3652062470.0,4897924900.0,1531263.0901467504,2053637.2746331238
G54,외래,40766.0,6153057490.0,9311452600.0,150936.01260854633,228412.22096845412
G54,입원,701.0,1649224170.0,2227262140.0,2352673.566333809,3177264.108416548
G55,외래,31783.0,4574049970.0,7385638680.0,143914.98505490358,232377.01538558348
G55,입원,1714.0,2940420350.0,3987796730.0,1715531.1260210036,2326602.526254376
G56,외래,218880.0,23795241510.0,37722830990.0,108713.63993969298,172344.8053271199
G56,입원,17570.0,24311973390.0,32983646520.0,1383720.7393284007,1877270.718269778
G57,외래,99468.0,10097073270.0,14766099730.0,101510.76999638074,148450.75531829332
G57,입원,1386.0,2115068690.0,2861514360.0,1526023.5858585858,2064584.6753246754
G58,외래,50472.0,4141513420.0,6129527880.0,82055.66294182913,121444.1250594389
G58,입원,297.0,358313530.0,489523990.0,1206442.861952862,1648228.9225589226
G59,외래,3427.0,208172420.0,317570260.0,60744.79719871608,92667.13160198425
G59,입원,28.0,38470370.0,53651040.0,1373941.7857142857,1916108.5714285714
G60,외래,2522.0,650882910.0,850782900.0,258082.04203013482,337344.5281522601
G60,입원,130.0,487895990.0,586080020.0,3753046.076923077,4508307.846153846
G61,외래,5165.0,2363793560.0,2773497830.0,457656.0619554695,536979.2507260407
G61,입원,2068.0,27523721770.0,31967062550.0,13309343.215667311,15457960.614119923
G62,외래,57006.0,6621932280.0,12035330600.0,116162.02294495316,211123.9273058976
G62,입원,1587.0,3220325010.0,4353201400.0,2029190.302457467,2743038.059231254
G63,외래,50003.0,5130019220.0,8814334860.0,102594.22874627523,176276.12063276203
G63,입원,474.0,1118864120.0,1473970710.0,2360472.8270042194,3109642.8481012657
G64,외래,29999.0,1875776310.0,2872673880.0,62527.96126537551,95758.98796626554
G64,입원,234.0,200513930.0,280413660.0,856897.1367521368,1198348.9743589743
G70,외래,10268.0,2444382600.0,2988898660.0,238058.29762368524,291088.68913128163
G70,입원,1023.0,6381483210.0,7534386460.0,6238009.002932551,7364991.65200391
G71,외래,6255.0,4122645780.0,4732110410.0,659096.0479616307,756532.4396482813
G71,입원,793.0,7224535340.0,8162931470.0,9110385.04413619,10293734.514501892
G72,외래,2918.0,380483290.0,787515620.0,130391.80603152844,269881.98080877314
G72,입원,747.0,1683028450.0,2223521320.0,2253050.1338688084,2976601.499330656
G73,외래,608.0,70156770.0,102221120.0,115389.42434210527,168126.84210526315
G73,입원,56.0,279226610.0,340806020.0,4986189.464285715,6085821.785714285
G80,외래,10443.0,10514613550.0,15579039190.0,1006857.5648759935,1491816.4502537586
G80,입원,1768.0,23466813780.0,26338436720.0,13273084.71719457,14897305.837104073
G81,외래,24172.0,10006907670.0,16554803820.0,413987.57529372827,684875.2200893596
G81,입원,35547.0,550403000000.0,712766000000.0,15483810.166821392,20051368.610571917
G82,외래,11307.0,4613138260.0,7262422190.0,407989.58698151587,642294.3477491819
G82,입원,10929.0,180863195740.0,230955000000.0,16548924.488974288,21132308.53692012
G83,외래,7593.0,1146314000.0,2150282580.0,150969.8406426972,283192.7538522323
G83,입원,1784.0,8256972440.0,11002704450.0,4628347.780269058,6167435.229820628
G90,외래,40245.0,6981982080.0,9465561580.0,173486.94446515094,235198.44899987575
G90,입원,2110.0,5149967970.0,6241482960.0,2440743.113744076,2958048.7962085307
G91,외래,11475.0,1826840780.0,3436322820.0,159201.81089324618,299461.6836601307
G91,입원,4164.0,30817143320.0,39016290910.0,7400850.941402498,9369906.558597503
G92,외래,112.0,14468600.0,25313470.0,129183.92857142857,226013.125
G92,입원,101.0,1075839450.0,1400738380.0,10651875.742574258,13868696.831683168
G93,외래,35359.0,5055542430.0,8408124990.0,142977.52849345288,237793.06513193247
G93,입원,5518.0,51226359230.0,64951009490.0,9283501.129032258,11770751.991663646
G94,외래,245.0,32431880.0,51264420.0,132375.02040816325,209242.5306122449
G94,입원,151.0,1161490400.0,1454106700.0,7691989.40397351,9629845.695364239
G95,외래,20544.0,3145829930.0,6017412350.0,153126.45687305296,292903.63853193144
G95,입원,4367.0,46467571290.0,60355723390.0,10640616.278910007,13820866.35905656
G96,외래,3254.0,270665380.0,530253300.0,83179.28088506454,162954.3023970498
G96,입원,713.0,2218111360.0,2955693540.0,3110955.624123422,4145432.734922861
G97,외래,435.0,36350180.0,64911080.0,83563.63218390805,149220.8735632184
G97,입원,294.0,647468390.0,861187680.0,2202273.4353741496,2929209.7959183673
G98,외래,2385.0,227037080.0,452221720.0,95193.74423480083,189610.78406708594
G98,입원,205.0,379212570.0,507266930.0,1849817.4146341463,2474472.8292682925
G99,외래,4719.0,455010400.0,920850870.0,96420.93663911846,195136.86586141132
G99,입원,646.0,4133190180.0,5443401600.0,6398127.213622291,8426318.26625387
H00,외래,1589233.0,57095221120.0,80449794220.0,35926.27457396115,50621.77428986184
H00,입원,768.0,398737150.0,463346630.0,519188.9973958333,603315.9244791666
H01,외래,615418.0,23714133840.0,34621143150.0,38533.377054294804,56256.305714165006
H01,입원,302.0,212381060.0,268645240.0,703248.5430463576,889553.7748344371
H02,외래,299594.0,40879642280.0,60929425680.0,136450.13678511584,203373.31748966934
H02,입원,8512.0,8638031070.0,10480473490.0,1014806.2817199248,1231258.633693609
H03,외래,10006.0,320689870.0,466741360.0,32049.757145712574,46646.14831101339
H03,입원,30.0,39181040.0,51288430.0,1306034.6666666667,1709614.3333333333
H04,외래,2705831.0,132451928400.0,185985049090.0,48950.55470944046,68734.90956752287
H04,입원,4578.0,4886775550.0,6506645010.0,1067447.6955002185,1421285.498034076
H05,외래,16538.0,1491782910.0,2991071350.0,90203.34441891401,180860.5242471883
H05,입원,937.0,1562741800.0,2076012450.0,1667814.0875133404,2215594.930629669
H06,외래,19482.0,2391802840.0,5898636460.0,122769.88194230571,302773.66081511136
H06,입원,645.0,861983540.0,1173820980.0,1336408.5891472867,1819877.488372093
H10,외래,4473127.0,151375274300.0,206706259010.0,33841.04102119166,46210.68416121429
H10,입원,1683.0,961566890.0,1200169050.0,571340.9922756981,713112.9233511586
H11,외래,588918.0,29288631150.0,43101620520.0,49732.95288987601,73187.81310810673
H11,입원,1835.0,957565040.0,1210437400.0,521833.80926430516,659638.9100817438
H13,외래,10396.0,312383470.0,479957880.0,30048.429203539825,46167.55290496345
H13,입원,24.0,19317720.0,24911110.0,804905.0,1037962.9166666666
H15,외래,62972.0,2728843380.0,4244686340.0,43334.233945245505,67405.93184272374
H15,입원,121.0,185570230.0,244670990.0,1533638.26446281,2022074.2975206613
H16,외래,1432212.0,64975580710.0,93625022720.0,45367.292488821484,65370.92463964832
H16,입원,1714.0,1941050220.0,2515496460.0,1132468.0396732788,1467617.5379229872
H17,외래,20624.0,1541404270.0,2669738640.0,74738.37616369278,129448.14972847169
H17,입원,305.0,613697780.0,785687890.0,2012123.8688524591,2576025.868852459
H18,외래,59035.0,4747687840.0,8104726770.0,80421.57770813924,137286.8090116033
H18,입원,1504.0,1951511340.0,2499233050.0,1297547.4335106383,1661724.102393617
H19,외래,341913.0,15725309070.0,22401391310.0,45992.13563099385,65517.81099285491
H19,입원,139.0,82368420.0,104870760.0,592578.5611510791,754465.8992805756
H20,외래,81957.0,10213313400.0,16605519160.0,124617.95087667923,202612.5792793782
H20,입원,464.0,646671340.0,839096550.0,1393688.2327586208,1808397.7370689656
H21,외래,6314.0,610485700.0,1035606460.0,96687.6306620209,164017.49445676274
H21,입원,302.0,370185680.0,463562530.0,1225780.3973509935,1534975.2649006622
H22,외래,1485.0,185396030.0,256151350.0,124845.81144781144,172492.49158249158
H22,입원,7.0,15223600.0,19225530.0,2174800.0,2746504.285714286
H25,외래,1104947.0,132240076480.0,186508890530.0,119680.0176660057,168794.42229355796
H25,입원,321326.0,441241000000.0,550772000000.0,1373187.9773189845,1714059.8644367403
