주상병코드,환자수,보험자부담금(선별포함),요양급여비용총액(선별포함),평균보험자부담금,평균요양급여비용총액
J68,1459.0,474039060.0,636449930.0,324906.82659355726,436223.3927347498
J69,22886.0,138451147820.0,172246736000.0,6049600.097002534,7526292.755396312
J70,1412.0,2071686710.0,2381720590.0,1467200.2195467423,1686770.9560906515
J80,1704.0,23656789990.0,28939358230.0,13883092.71713615,16983191.449530516
J81,6235.0,12870328430.0,16143778760.0,2064206.6447473937,2589218.726543705
J82,8383.0,2046586680.0,3300679050.0,244135.35488488607,393734.8264344507
J84,61225.0,82287651310.0,102851773610.0,1344020.4378930177,1679898.3031441404
J85,5944.0,16808163380.0,21728117010.0,2827752.9239569316,3655470.5602288023
J86,4581.0,18529802640.0,23785831710.0,4044925.2652259334,5192279.351669941
J90,24855.0,45926091100.0,58437285870.0,1847760.6558036613,2351127.9770669886
J91,968.0,1073332890.0,1415014490.0,1108814.9690082644,1461791.8285123967
J92,950.0,83908350.0,157138060.0,88324.57894736843,165408.4842105263
J93,26719.0,48558688320.0,63424505390.0,1817384.1955162992,2373760.447247277
J94,3808.0,3234941930.0,4138357110.0,849512.0614495798,1086753.4427521008
J95,927.0,1906754380.0,2425756500.0,2056908.7162891047,2616781.5533980583
J96,15446.0,111065775040.0,137576164660.0,7190584.943674738,8906912.123527126
J98,257935.0,43289231960.0,70979478000.0,167830.00352802064,275183.58501172776
J99,289.0,287351820.0,358978770.0,994296.955017301,1242141.0726643598
K00,1899964.0,93137505010.0,128863294530.0,49020.668291609734,67824.07168241082
K01,1307983.0,120628227590.0,179588080950.0,92224.6142266375,137301.5405781268
K02,6237075.0,427198970320.0,602862649480.0,68493.47976735889,96657.91247980825
K03,2016827.0,115544576490.0,164868113360.0,57290.276503636655,81746.28431689976
K04,3376933.0,392107981440.0,558208656370.0,116113.63963691314,165300.48312181496
K05,19022894.0,1497866371420.0,2148354288270.0,78740.19438998082,112935.19736113759
K06,142647.0,5158394140.0,7377414240.0,36161.95321317658,51717.97682390797
K07,1164262.0,61454988640.0,90069697270.0,52784.500945663436,77362.05190068902
K08,1538142.0,1210114875300.0,1722904817150.0,786738.0744430618,1120120.7802335545
K09,19215.0,5502064410.0,8200993310.0,286342.14988290396,426801.62945615407
K10,50953.0,6529590510.0,9753523280.0,128149.28483111887,191421.96298549644
K11,125047.0,11470900310.0,18147552400.0,91732.71098067127,145125.85187969325
K12,902828.0,26889787690.0,36617686930.0,29783.954075416357,40558.873816496605
K13,66556.0,2551683210.0,4273591250.0,38338.89070857623,64210.45811046337
K14,99026.0,3652807010.0,5879191880.0,36887.35291741563,59370.184396017205
K20,53574.0,4028213910.0,7517157220.0,75189.71721357375,140313.5330570799
K21,4802408.0,246826671210.0,358662178510.0,51396.439288373665,74683.82080614558
K22,24798.0,14693723930.0,20211817120.0,592536.6533591419,815058.356319058
K23,386.0,36691460.0,88096410.0,95055.59585492229,228229.0414507772
K25,635034.0,82134202340.0,114169855460.0,129338.27533643867,179785.42166246218
K26,229123.0,40637067570.0,56506131520.0,177359.180745713,246619.20243711892
K27,192614.0,7847093770.0,10808570510.0,40739.99693687894,56115.18638312895
K28,2350.0,1310262020.0,1672956510.0,557558.3063829787,711896.3872340425
K29,5175029.0,252217751990.0,366379018530.0,48737.45673502506,70797.48123730322
K30,780763.0,33718825550.0,50060840810.0,43187.017763392985,64117.84473649494
K31,216510.0,36612479430.0,56472377650.0,169102.94873216018,260830.34340215233
K35,148862.0,226092795810.0,307536014680.0,1518807.995391705,2065913.4949147534
K36,6032.0,3296854880.0,4740573720.0,546560.8222811671,785904.1312997347
K37,14587.0,4313511170.0,6200255810.0,295709.2733255639,425053.5277987249
K38,4272.0,2852175990.0,4088541600.0,667644.1924157303,957055.6179775281
K40,83303.0,72398602350.0,96070376170.0,869099.5804472828,1153264.3022460176
K41,1518.0,1052949830.0,1421005890.0,693642.8392621871,936104.0118577075
K42,9804.0,5474741460.0,7556610920.0,558419.1615667074,770768.1476948184
K43,9933.0,10037306020.0,13454523730.0,1010500.9584214236,1354527.7086479412
K44,4133.0,2592182920.0,3759909560.0,627191.6090007259,909728.9039438665
K45,721.0,1404823170.0,1852931080.0,1948437.1289875174,2569946.019417476
K46,3106.0,2110201790.0,2819387600.0,679395.2962009015,907722.987765615
K50,38018.0,136376321670.0,153575155580.0,3587151.39328739,4039537.9972644537
K51,62554.0,72268310060.0,82203933770.0,1155294.7862646673,1314127.5341305113
K52,1169423.0,45025548100.0,62998029430.0,38502.3623616091,53871.036767705096
K55,16435.0,30829558830.0,40330805710.0,1875847.8144204442,2453958.363857621
K56,82372.0,80415954210.0,105088886620.0,976253.5110231632,1275784.084640412
K57,79912.0,50509076010.0,70051131520.0,632058.7147111823,876603.4077485234
K58,1387527.0,106665988380.0,156136920780.0,76874.89207777579,112528.92432363478
K59,1916016.0,122771658190.0,178810274320.0,64076.530775317115,93323.99850523169
K60,175024.0,52529578150.0,70503793660.0,300127.85760809947,402823.57653807476
K61,97483.0,37243943500.0,48513410710.0,382055.77895633085,497660.21470410225
K62,133084.0,27627616910.0,39319259530.0,207595.33009227255,295446.9322382856
K63,1546604.0,512533147360.0,770402962200.0,331392.6172181114,498125.54616437043
K64,753548.0,184556764870.0,250022139510.0,244917.06549549598,331793.24941476854
K65,14913.0,42040619930.0,54500490300.0,2819058.5348353786,3654562.482397908
K66,8302.0,8739205670.0,12018214280.0,1052662.6921223802,1447628.7978800288
K67,195.0,237882970.0,286339500.0,1219912.6666666667,1468407.6923076923
K70,107025.0,91095341800.0,123623606370.0,851159.4655454333,1155090.9261387526
K71,44985.0,9445412450.0,13276439950.0,209968.04379237525,295130.3756807825
K72,7722.0,24564324720.0,30017356770.0,3181083.232323232,3887251.588966589
K73,140182.0,11373765380.0,17585854480.0,81135.70486938409,125450.16107631508
K74,110448.0,91500176620.0,131874692260.0,828445.7538389106,1193998.0104664639
K75,446105.0,97033711020.0,139625892490.0,217513.16622768182,312988.8534986158
K76,798410.0,88580006570.0,132344322930.0,110945.51241843164,165759.8513670921
K77,5020.0,376915740.0,612929060.0,75082.81673306772,122097.42231075697
K80,337854.0,429451347870.0,594155801100.0,1271115.1795450107,1758617.0390168533
K81,73593.0,99807134550.0,137574374560.0,1356204.1845012433,1869394.8413571944
K82,194255.0,48039744310.0,76029493270.0,247302.4854443901,391390.1483616895
K83,55686.0,73692276710.0,96053979890.0,1323353.74618396,1724921.5222856733
K85,51679.0,62496824410.0,85273967460.0,1209327.2781981076,1650069.9986454847
K86,147608.0,42593485230.0,76886957600.0,288558.10816486913,520886.11457373586
K87,8074.0,1210081050.0,1970508050.0,149873.7986128313,244055.98835769136
K90,2779.0,465484990.0,744973820.0,167500.89600575747,268072.62324577186
K91,13029.0,25024032940.0,31107705710.0,1920641.1036917646,2387574.311919564
K92,190453.0,80157502370.0,111455692430.0,420878.12935474893,585213.6350175634
K93,4721.0,306031170.0,611639050.0,64823.37852149968,129557.09595424698
L00,326.0,167451360.0,202213440.0,513654.47852760734,620286.6257668711
L01,262392.0,6593127300.0,8857349900.0,25127.013399798776,33756.17358760938
L02,1322467.0,61874459330.0,87201850550.0,46787.14805738064,65938.77242305479
L03,1190724.0,91055277970.0,127172490100.0,76470.51539231594,106802.65964236885
L04,561563.0,18112179520.0,25127894430.0,32253.156849721225,44746.34979512539
L05,35673.0,3867919030.0,5366608440.0,108427.07453816613,150438.94373896223
L08,604275.0,18844313170.0,26372524200.0,31184.995523561294,43643.24885193
L10,1993.0,1239706660.0,1548073160.0,622030.4365278474,776755.2232814851
L11,2571.0,40797030.0,59449450.0,15868.156359393231,23123.084402956047
L12,3128.0,3414572200.0,4255652860.0,1091615.1534526853,1360502.8324808185
L13,14150.0,574958160.0,895613020.0,40633.08551236749,63294.206360424025
L14,199.0,29497170.0,41179510.0,148226.9849246231,206932.2110552764
L20,963950.0,134719708610.0,161331655290.0,139757.9839307018,167365.1696561025
L21,794935.0,21159967830.0,29437170830.0,26618.488090221213,37030.91552139483
L22,15343.0,298140830.0,352772710.0,19431.716743791956,22992.42064785244
L23,4199134.0,119211460490.0,158967573740.0,28389.534720730513,37857.228118940715
L24,1264101.0,29679948090.0,40675309950.0,23479.0954915786,32177.262694990353
L25,530813.0,12578228030.0,17727752200.0,23696.15670678751,33397.35876853054
L26,3414.0,197846370.0,295304040.0,57951.48506151143,86497.96133567662
L27,48714.0,2570078320.0,3702201540.0,52758.51541651271,75998.71782239192
L28,442569.0,17665342580.0,26708066620.0,39915.45404219455,60347.80253474599
L29,430722.0,13566204220.0,18795046240.0,31496.42744043722,43636.14173411156
L30,1582555.0,45062008130.0,69474736510.0,28474.212984698795,43900.3614471535
L40,155558.0,102314527780.0,122055283750.0,657725.9143213463,784628.779940601
L41,5104.0,504776630.0,926612860.0,98898.24255485894,181546.4067398119
L42,32168.0,1192817150.0,1792119000.0,37080.861415070875,55711.23476747078
L43,16701.0,973315290.0,1735513670.0,58278.86294233878,103916.75169151548
L44,9510.0,243831350.0,421259910.0,25639.46898002103,44296.52050473186
L45,368.0,17279450.0,33043390.0,46955.02717391304,89791.82065217392
L50,2300056.0,79554806300.0,114637417870.0,34588.20406981395,49841.142072193026
L51,16706.0,2901567170.0,3961601970.0,173684.13563988986,237136.47611636537
L52,3994.0,301367720.0,563457830.0,75455.1126690035,141076.0716074111
L53,28897.0,1039209860.0,1719045100.0,35962.55182198844,59488.70470983147
L54,1203.0,31327270.0,41578710.0,26040.955943474648,34562.5187032419
L55,15072.0,339195030.0,496015080.0,22504.978105095543,32909.70541401274
L56,16523.0,348765110.0,563434480.0,21107.856321491254,34100.01089390546
L57,29748.0,1741652320.0,3137160910.0,58546.87105015463,105457.87649589889
L58,369.0,66696510.0,89785550.0,180749.34959349592,243321.27371273714
L59,1191.0,108916690.0,150688750.0,91449.78169605373,126522.87993282956
L60,243547.0,15611758470.0,23366215910.0,64101.62502514915,95941.30048820145
L62,372.0,12335970.0,18938940.0,33161.209677419356,50911.12903225807
L63,175115.0,22316556930.0,33860708380.0,127439.43654170117,193362.6952574023
L64,26588.0,616109870.0,1059983050.0,23172.47893786671,39866.971942229575
L65,33152.0,943560270.0,1843529690.0,28461.639418436294,55608.40039816602
L66,12559.0,506704250.0,837490470.0,40345.907317461584,66684.48682219922
L67,363.0,8586360.0,18018050.0,23653.88429752066,49636.50137741047
L68,252.0,4562380.0,6817180.0,18104.68253968254,27052.301587301587
L70,102004.0,2973619350.0,4561587060.0,29151.987667150308,44719.68805144896
L71,46577.0,1420423890.0,3016810940.0,30496.25115400305,64770.400412220624
L72,324312.0,39919412000.0,60071913850.0,123089.53106884728,185228.77306420976
L73,253840.0,10056224160.0,14448844820.0,39616.38890639773,56921.07161991806
L74,21390.0,378255700.0,507147240.0,17683.763440860213,23709.548387096773
L75,6512.0,776619660.0,1058836460.0,119259.77579852579,162597.73648648648
L80,66224.0,47987760380.0,71353322700.0,724627.9351896594,1077454.135962793
L81,59478.0,1452889140.0,2624232360.0,24427.336830424694,44121.059215172
L82,37313.0,1400428830.0,2730623930.0,37531.92801436497,73181.57023021467
L83,3888.0,252764500.0,506797320.0,65011.44547325103,130349.1049382716
L84,305217.0,27540941390.0,39087575150.0,90233.96924155601,128064.86909313701
L85,325075.0,8306514200.0,11783828580.0,25552.608474967314,36249.56880719834
L86,1921.0,41743640.0,61140620.0,21730.161374284227,31827.496095783445
L87,925.0,60622670.0,104410160.0,65538.02162162162,112875.84864864865
L88,827.0,198255090.0,318511010.0,239728.04111245467,385140.27811366384
L89,30646.0,43507042410.0,57748232910.0,1419664.6351889316,1884364.449194022
L90,39946.0,3194037080.0,4804295970.0,79958.87147649327,120269.76343063136
L91,200130.0,15717146950.0,23283819800.0,78534.68720331784,116343.4757407685
L92,20439.0,1708545210.0,2538488070.0,83592.40716277705,124198.25187142228
L93,2702.0,321115040.0,639995460.0,118843.46410066617,236859.9037749815
L94,2580.0,273143300.0,546576930.0,105869.49612403101,211851.52325581395
L95,8401.0,560509150.0,1050815560.0,66719.33698369242,125082.19973812641
L97,1542.0,1271449600.0,1735928450.0,824545.7846952011,1125764.2347600518
L98,53011.0,9514715450.0,14643576980.0,179485.6812736979,276236.5731640603
L99,1156.0,66689290.0,125868810.0,57689.69723183391,108883.05363321799
M00,27869.0,42108119460.0,56610643520.0,1510930.40510962,2031312.3370052746
M01,1579.0,340488350.0,470126880.0,215635.4338188727,297737.099430019
M02,9777.0,767025530.0,1115791550.0,78452.03334356142,114124.12294159763
M03,594.0,25027570.0,38119100.0,42133.95622895623,64173.56902356903
M05,149081.0,140014209190.0,158786368900.0,939182.1170370469,1065101.3133799746
M06,116319.0,20587088090.0,31563399400.0,176988.17983304535,271352.052545156
M07,8934.0,22178542370.0,24729205740.0,2482487.3931049923,2767988.106111484
M08,4725.0,6949457790.0,7964019160.0,1470784.7174603175,1685506.7005291006
M09,62.0,20642800.0,28750330.0,332948.3870967742,463715.0
M10,536982.0,46010181450.0,70292457310.0,85682.91199705018,130902.81854885267
M11,3265.0,811004660.0,1147630560.0,248393.46401225115,351494.8116385911
M12,38123.0,4314830520.0,6505789940.0,113181.81989874878,170652.62282611546
M13,1050315.0,100505822420.0,139913307380.0,95691.12353912873,133210.80569162584
M14,3264.0,590378530.0,835176170.0,180875.775122549,255875.05208333334
M15,234373.0,15982855880.0,26544284990.0,68194.10034432294,113256.58241350326
M16,96249.0,36983859340.0,50995373420.0,384251.88147409324,529827.56620848
M17,3290527.0,1247086000000.0,1762544000000.0,378992.78747750743,535641.859191552
M18,6812.0,798733790.0,1142735230.0,117253.93276570758,167753.26335877864
M19,1202541.0,172286726590.0,259735522710.0,143268.90026202847,215988.91240298667
M20,82342.0,37314176490.0,51458613160.0,453160.92018653906,624937.6157975274
M21,62985.0,18197730230.0,26221789180.0,288921.6516630944,416317.9992061602
M22,102744.0,8603983380.0,12927523840.0,83741.95456669002,125822.6644864907
M23,329642.0,118098220640.0,170969100810.0,358262.05592733936,518650.84185267653
M24,174885.0,36499084810.0,52002632500.0,208703.3468279155,297353.30359950825
M25,1568029.0,140961297970.0,203224759620.0,89897.12433252191,129605.23027316459
M30,13439.0,12672066430.0,15359812300.0,942932.2442145993,1142928.2163851478
M31,5945.0,12869763380.0,14962795560.0,2164804.605550883,2516870.5735912533
M32,31960.0,36742990190.0,42411227010.0,1149655.5128285356,1327009.6060700875
M33,4901.0,7930139290.0,9257785410.0,1618065.5560089778,1888958.4594980616
M34,6383.0,6085462130.0,7100938170.0,953385.8890803697,1112476.60504465
M35,69691.0,34774887940.0,42295308350.0,498986.78365929605,606897.7106082564
M36,216.0,81528920.0,105764190.0,377448.7037037037,489649.02777777775
M40,38475.0,10062650890.0,14235860720.0,261537.38505523067,370002.8777128005
M41,84482.0,17801020660.0,24614514030.0,210707.85090315097,291358.08846854954
M42,4148.0,482221330.0,605518770.0,116253.93683702989,145978.48842815816
M43,275894.0,107605887570.0,152445556130.0,390026.1969089578,552551.1831717979
M45,55967.0,112497361820.0,126128632340.0,2010065.9642289206,2253625.0351099754
M46,56014.0,45294406390.0,62230297730.0,808626.5289034884,1110977.5722140893
M47,1209430.0,257592308600.0,357165755600.0,212986.53795589658,295317.42688704596
M48,1973852.0,613918000000.0,851411000000.0,311025.345365306,431344.9032652904
M49,35542.0,9383651040.0,12772135630.0,264015.84153958695,359353.31804625515
M50,1019282.0,220601662510.0,318148511040.0,216428.48839673417,312130.0199944667
M51,2098762.0,583198000000.0,837186000000.0,277877.1485285135,398895.1581932587
M53,384808.0,49903054630.0,69955152920.0,129682.99679320597,181792.35598012514
M54,5752529.0,948443771680.0,1328929820510.0,164874.22691480565,231016.62251680956
M60,79682.0,10610841110.0,14297731070.0,133164.8441304184,179434.89207098214
M61,6803.0,1136851110.0,1634493390.0,167110.26164927238,240260.67764221667
M62,416966.0,37050546690.0,51768777710.0,88857.47684463482,124155.87292489076
M63,853.0,125117600.0,170137670.0,146679.48417350528,199457.99531066822
M65,1840114.0,154625097330.0,220331183320.0,84030.1727664699,119737.78978911089
M66,11824.0,4554430330.0,6326024570.0,385185.2444181326,535015.6097767253
M67,260918.0,26120444760.0,37532323660.0,100109.78453000559,143847.19973324952
M68,596.0,77821660.0,111608580.0,130573.25503355704,187262.71812080537
M70,141739.0,11795769660.0,16984609560.0,83221.76436972182,119830.17772102244
M71,153830.0,20432874770.0,29069183340.0,132827.63290645517,188969.53351101864
M72,379546.0,41268233370.0,57881224880.0,108730.51848787762,152501.21165813893
M73,1051.0,129936390.0,197323330.0,123631.19885823026,187748.17316841104
M75,2525322.0,588613000000.0,830247000000.0,233084.33538376493,328768.76691368467
M76,344767.0,22342740100.0,32342981190.0,64805.332586935525,93811.12806620123
M77,1468219.0,137228672080.0,198035830410.0,93466.07834389829,134881.66983944492
M79,3173729.0,156129367340.0,222156693430.0,49194.29709972086,69998.63360419242
M80,56499.0,15926256610.0,24494077970.0,281885.637090922,433531.17701198254
M81,1211109.0,149936047640.0,220057217520.0,123800.62210750642,181698.93669355937
M82,24085.0,3040230090.0,6683510540.0,126229.19202823334,277496.8046501972
M83,15484.0,801847760.0,1185417460.0,51785.56962025316,76557.57297855851
M84,19705.0,17970639620.0,24152774050.0,911983.741182441,1225718.0436437451
M85,85460.0,6246594710.0,12164279760.0,73093.78317341446,142338.86917856307
M86,15693.0,28645128910.0,38485819150.0,1825344.3516217421,2452419.4959536097
M87,42776.0,57710941850.0,77581593530.0,1349143.0206190387,1813671.066252104
M88,231.0,80064320.0,102642820.0,346598.7878787879,444341.2121212121
M89,19295.0,3767843910.0,5430772200.0,195275.662606893,281460.07774034725
M90,900.0,813830800.0,1005188190.0,904256.4444444445,1116875.7666666666
M91,1912.0,538750150.0,740187110.0,281773.0910041841,387127.14958158997
M92,29326.0,2498004490.0,3615408190.0,85180.53911205074,123283.37277501193
M93,14899.0,5478595240.0,7725161880.0,367715.6346063494,518502.0390630244
M94,62568.0,9287857850.0,13886561420.0,148444.21829049994,221943.5081830968
M95,7213.0,3307034040.0,4473101070.0,458482.4677665327,620144.3324552891
M96,94416.0,40253803340.0,58065240700.0,426345.14637349604,614993.6525588883
M99,120980.0,38025908850.0,55162839700.0,314315.6625061994,455966.60357083817
N00,6066.0,631123860.0,944475620.0,104042.83877349159,155699.90438509727
N01,575.0,649617180.0,856879150.0,1129769.0086956522,1490224.608695652
N02,43461.0,7392564450.0,13249760440.0,170096.5106647339,304865.52173212764
N03,14354.0,2372467180.0,4476398120.0,165282.65152570713,311857.19102689147
N04,14094.0,7681258810.0,11723792370.0,545002.0441322549,831828.6057896977
N05,14466.0,3792251820.0,6371823990.0,262149.30319369555,440468.9610120282
N06,5736.0,507330740.0,918667710.0,88446.78172942817,160158.2479079498
N07,259.0,19370440.0,47961760.0,74789.34362934362,185180.54054054053
N08,5261.0,1467527920.0,2342501520.0,278944.6721155674,445257.84451625164
N10,186972.0,123841558810.0,164791611660.0,662353.501112466,881370.534946409
N11,5052.0,821086950.0,1192739170.0,162527.1080760095,236092.4722882027
N12,16851.0,5439525150.0,7340056270.0,322801.32633078157,435585.79728206043
N13,48424.0,43137491080.0,59165495410.0,890828.7435982157,1221821.729101272
N14,216.0,106432100.0,133142050.0,492741.2037037037,616398.3796296297
N15,3783.0,5743178790.0,7647513700.0,1518154.5836637588,2021547.3698123184
N16,275.0,359035250.0,481550000.0,1305582.7272727273,1751090.9090909092
N17,58350.0,113625231400.0,145128453930.0,1947304.7369323052,2487205.7228791774
N18,367926.0,2216031000000.0,2518534000000.0,6023034.523246522,6845218.875534754
N19,27467.0,7971681440.0,11924645730.0,290227.5982087596,434144.45443623257
N20,354843.0,267145612510.0,392131671680.0,752855.8052716271,1105084.985979715
N21,31560.0,10128779140.0,14506106450.0,320937.2351077313,459635.8190747782
N22,771.0,94611740.0,153477080.0,122713.02204928664,199062.36057068742
N23,5273.0,762031850.0,1149323300.0,144515.8069410203,217963.83462924333
N25,958.0,380865400.0,507512470.0,397563.0480167015,529762.4947807933
N26,1052.0,362392340.0,559829440.0,344479.41064638784,532157.2623574145
N27,510.0,53241020.0,103909990.0,104394.1568627451,203745.07843137256
N28,93560.0,20843573740.0,34723326840.0,222782.960025652,371134.3185121847
N29,992.0,86869950.0,131889510.0,87570.51411290323,132953.13508064515
N30,1692560.0,113725761790.0,163529557290.0,67191.56886018811,96616.69736375667
N31,605211.0,54373435670.0,82934532880.0,89842.1140230432,137034.08047771768
N32,97395.0,12153705890.0,19968290490.0,124787.7805842189,205023.77421838904
N33,577.0,31244520.0,51175050.0,54149.948006932405,88691.5944540728
N34,502027.0,55334869640.0,78993218590.0,110222.89566099034,157348.54617381137
N35,5702.0,3763570950.0,5417985820.0,660044.0108733778,950190.4279200281
N36,6164.0,2058088990.0,3019882220.0,333888.5447761194,489922.48864373786
N37,2600.0,150811070.0,231748390.0,58004.25769230769,89133.99615384615
N39,469370.0,175632811200.0,234884583040.0,374188.4040309351,500425.21473464434
N40,1557215.0,240496928870.0,363740942330.0,154440.41373220782,233584.27855498437
N41,251845.0,42212749490.0,60566931700.0,167614.0065913558,240492.88927713476
N42,16268.0,2312630870.0,3972692530.0,142158.2782149004,244202.88480452422
N43,17874.0,6635462660.0,9185043980.0,371235.46268322703,513877.3626496587
N44,2703.0,1340672690.0,1648319340.0,495994.3359230485,609811.076581576
N45,65953.0,10008188980.0,14575625080.0,151747.28943338437,221000.18316073567
N46,88603.0,9487430950.0,14641376550.0,107077.98776565127,165246.9617281582
N47,10291.0,555411930.0,809215110.0,53970.64716742785,78633.28247983675
N48,110096.0,4947635180.0,7126291080.0,44939.28189943322,64727.97449498619
N49,11135.0,4920396850.0,6661091530.0,441885.6623259991,598212.0817242927
N50,12663.0,1294279330.0,2096342670.0,102209.53407565347,165548.65908552476
N51,4042.0,277292840.0,441468270.0,68602.87976249382,109220.25482434439
N60,315544.0,34638856870.0,61934415740.0,109775.04522348706,196278.22344902772
N61,17435.0,2628424740.0,4182011850.0,150755.6489819329,239863.02552337252
N62,46129.0,16017832440.0,21863522040.0,347239.967048928,473964.79524810857
N63,436485.0,56904802680.0,94148964730.0,130370.58015739372,215698.0531518838
N64,553712.0,57752227750.0,94844377410.0,104300.11946643742,171288.28237423065
N70,13796.0,6860375150.0,9913395410.0,497272.77109307045,718570.2674688315
N71,66210.0,6208986550.0,9147934680.0,93777.17187735991,138165.45355686452
N72,1062244.0,91014374920.0,134817596160.0,85681.23229691107,126917.72903400725
N73,145172.0,18607462400.0,27458306900.0,128175.28449012207,189143.27074091422
N74,14303.0,1248222240.0,1828770990.0,87269.96014822065,127859.25959588897
N75,23832.0,3613056860.0,5332708470.0,151605.27274253106,223762.52391742196
N76,1194219.0,94695022910.0,139869554150.0,79294.52044390517,117122.19798043743
N77,58849.0,3716554320.0,5618990240.0,63154.077724345356,95481.49059457255
N80,214688.0,72003402800.0,115440483790.0,335386.24795051425,537712.7915393502
N81,36952.0,22407850610.0,32077520100.0,606404.2706754709,868086.1685429746
N82,1027.0,1993358820.0,2612755690.0,1940953.0866601754,2544065.9104186953
N83,141445.0,47442073060.0,74735324480.0,335410.03966205945,528370.2108946941
N84,184645.0,40785369640.0,63668770720.0,220885.31853015246,344817.1936418533
N85,56290.0,12009232210.0,19909516490.0,213345.74897850418,353695.443062711
N86,212563.0,21777932920.0,31679654110.0,102454.0156094899,149036.5402727662
N87,165474.0,25790946280.0,43882915630.0,155861.01913291513,265195.2308519767
N88,5641.0,918919790.0,1416499740.0,162900.15777344443,251107.91349051587
N89,8636.0,800545290.0,1439686380.0,92698.6208893006,166707.54747568318
N90,6832.0,565762320.0,901318170.0,82810.64402810304,131925.96165105386
N91,467116.0,46427027910.0,70106193750.0,99390.78924721054,150083.04949948192
N92,414275.0,43994820040.0,67475866540.0,106197.13967775028,162876.99363949068
N93,680007.0,88163009070.0,134762769340.0,129650.14929258081,198178.50307423307
N94,332847.0,24429034300.0,37667242420.0,73394.18501593826,113166.83767616953
N95,732619.0,46969116490.0,73416724760.0,64111.245394946076,100211.33052787329
N96,3760.0,851015610.0,1325675360.0,226333.93882978722,352573.2340425532
N97,154706.0,162536652220.0,244098802140.0,1050616.344679586,1577823.7569325042
N98,2821.0,1190631570.0,1670481030.0,422060.1098901099,592159.1740517546
N99,2115.0,1291849360.0,1837215280.0,610803.4799054373,868659.706855792
O00,11565.0,8275420130.0,11398803440.0,715557.2961521833,985629.3506268915
O01,977.0,348348530.0,562096350.0,356549.1606960082,575328.9150460594
O02,44594.0,14448023990.0,19589406530.0,323990.31237386196,439283.4580885321
O03,9631.0,1332211400.0,1833352120.0,138325.34523933133,190359.47668985568
O04,729.0,386137310.0,487453570.0,529680.8093278464,668660.5898491084
O05,1326.0,139525620.0,203127250.0,105222.94117647059,153187.9713423831
O06,1669.0,264928320.0,376124500.0,158734.76333133614,225359.19712402637
O07,23.0,3328020.0,4431700.0,144696.52173913043,192682.60869565216
O08,2170.0,324780820.0,448996200.0,149668.5806451613,206910.69124423963
O10,774.0,498084850.0,607156410.0,643520.4780361757,784439.8062015504
O11,432.0,1220970860.0,1396754200.0,2826321.435185185,3233227.314814815
O12,5123.0,659704610.0,811475230.0,128773.10365020495,158398.444270935
O13,4009.0,3178923050.0,3713222870.0,792946.6325767024,926221.7186330756
O14,3378.0,8906242400.0,10150262580.0,2636543.043220841,3004814.2628774424
O15,79.0,259081460.0,312976840.0,3279512.1518987343,3961732.1518987343
O16,1261.0,511599950.0,630246030.0,405709.71451229183,499798.5963521015
O20,41041.0,7784540780.0,9422130770.0,189677.17112156138,229578.4890719037
O21,20568.0,2059574430.0,2506613650.0,100134.89060676779,121869.58625048619
O22,4106.0,642214410.0,781704950.0,156408.7700925475,190381.13735996102
O23,8054.0,1302579440.0,1582845200.0,161730.7474546809,196529.0787186491
O24,38746.0,7537644150.0,9257629630.0,194539.93057347854,238931.23496619007
O25,2.0,31520.0,65910.0,15760.0,32955.0
O26,9018.0,4420618430.0,5276018410.0,490199.42670215125,585054.15945886
O28,4438.0,733995650.0,987364800.0,165388.8350608382,222479.6755295178
O29,11.0,6832320.0,8508920.0,621120.0,773538.1818181818
O30,12827.0,16874974390.0,20573780530.0,1315582.3177672098,1603943.286037265
O31,356.0,351761670.0,424983340.0,988094.5786516854,1193773.426966292
O32,10652.0,17668327920.0,20450397230.0,1658686.4363499812,1919864.5540743521
O33,41367.0,79106267070.0,91898865630.0,1912303.6978751179,2221550.16389876
O34,56624.0,82875833440.0,96877558970.0,1463616.7250635773,1710892.1829966092
O35,4450.0,2221667960.0,2875279180.0,499251.22696629213,646130.1528089888
O36,6797.0,6818317050.0,7892768570.0,1003136.2439311461,1161213.5603942915
O40,701.0,454008640.0,531980380.0,647658.544935806,758887.8459343795
O41,2614.0,3404185480.0,3900211610.0,1302289.7781178271,1492047.287681714
O42,8756.0,17587616450.0,19459664700.0,2008635.9582000913,2222437.722704431
O43,210.0,394607110.0,452727640.0,1879081.4761904762,2155845.904761905
O44,5379.0,9365049130.0,10883053420.0,1741039.0648819483,2023248.4513850159
O45,625.0,1798273330.0,2025877030.0,2877237.328,3241403.248
O46,3524.0,1063771460.0,1263580160.0,301864.77298524405,358564.17707150965
O47,12991.0,3956466480.0,4626910430.0,304554.4207528289,356162.7611423293
O48,254.0,254116550.0,273711800.0,1000458.8582677165,1077605.5118110236
O60,36766.0,41757459150.0,48271178510.0,1135762.910025567,1312929.84034162
O61,3176.0,6679561160.0,7634715530.0,2103136.3853904284,2403877.685768262
O62,1018.0,1994019490.0,2226645930.0,1958761.7779960707,2187274.980353635
O63,2309.0,5162814350.0,5496032000.0,2235952.511909918,2380265.0498051103
O64,929.0,2003399770.0,2282895320.0,2156512.1313240044,2457368.4822389665
O65,13906.0,32881734350.0,38153319130.0,2364571.720839925,2743658.7897310513
