지역,sum,mean,std
광주,36384,20.946459412780655,53.80666031232786
대구,25096,21.541630901287554,61.50243220752299
대전,25435,16.624183006535947,56.07488747542697
부산,25543,18.75403817914831,54.91333498468607
서울,65626,27.784081287044877,82.6104330163037
인천,7324,8.824096385542168,21.454030246988754
