day,region,veteran_patients,general_patients,total_patients,general_ratio,accessibility_effect,quality_effect,policy_effectiveness
315,부산,80,25,105,0.23809523809523808,0.06942,0.11489100000000001,0.72198
316,부산,80,29,109,0.26605504587155965,0.06945,0.1149225,0.7220499999999999
317,부산,80,29,109,0.26605504587155965,0.06947999999999999,0.114954,0.7221199999999999
318,부산,80,29,109,0.26605504587155965,0.06951,0.11498549999999999,0.7221899999999999
319,부산,80,29,109,0.26605504587155965,0.06954,0.115017,0.7222599999999999
320,부산,80,28,108,0.25925925925925924,0.06956999999999999,0.11504849999999998,0.7223299999999999
321,부산,80,33,113,0.2920353982300885,0.0696,0.11508,0.7223999999999998
322,부산,80,25,105,0.23809523809523808,0.06963,0.1151115,0.7224699999999998
323,부산,80,27,107,0.2523364485981308,0.06966,0.115143,0.7225399999999998
324,부산,80,29,109,0.26605504587155965,0.06969,0.1151745,0.7226099999999999
325,부산,80,25,105,0.23809523809523808,0.06971999999999999,0.11520599999999999,0.7226799999999999
326,부산,80,29,109,0.26605504587155965,0.06975,0.11523749999999999,0.7227499999999998
327,부산,80,34,114,0.2982456140350877,0.06978,0.11526899999999998,0.7228199999999998
328,부산,80,30,110,0.2727272727272727,0.06981,0.1153005,0.7228899999999998
329,부산,80,30,110,0.2727272727272727,0.06984,0.115332,0.7229599999999998
330,부산,80,27,107,0.2523364485981308,0.06987,0.1153635,0.7230299999999998
331,부산,80,28,108,0.25925925925925924,0.0699,0.115395,0.7230999999999997
332,부산,80,29,109,0.26605504587155965,0.06992999999999999,0.11542649999999999,0.7231699999999998
333,부산,80,29,109,0.26605504587155965,0.06996,0.11545799999999999,0.7232399999999998
334,부산,80,33,113,0.2920353982300885,0.06999,0.11548949999999998,0.7233099999999999
335,부산,80,32,112,0.2857142857142857,0.07002,0.115521,0.7233799999999999
336,부산,80,28,108,0.25925925925925924,0.07005,0.1155525,0.7234499999999999
337,부산,80,31,111,0.27927927927927926,0.07007999999999999,0.11558399999999999,0.7235199999999999
338,부산,80,32,112,0.2857142857142857,0.07011,0.1156155,0.7235899999999998
339,부산,80,34,114,0.2982456140350877,0.07014,0.11564699999999999,0.7236599999999999
340,부산,80,35,115,0.30434782608695654,0.07017,0.11567849999999999,0.7237299999999999
341,부산,80,28,108,0.25925925925925924,0.0702,0.11571000000000001,0.7237999999999999
342,부산,80,29,109,0.26605504587155965,0.07023,0.1157415,0.7238699999999999
343,부산,80,28,108,0.25925925925925924,0.07026,0.115773,0.7239399999999998
344,부산,80,31,111,0.27927927927927926,0.07028999999999999,0.11580449999999999,0.7240099999999998
345,부산,80,33,113,0.2920353982300885,0.07032,0.115836,0.7240799999999998
346,부산,80,34,114,0.2982456140350877,0.07035000000000001,0.11586749999999998,0.7241499999999998
347,부산,80,31,111,0.27927927927927926,0.07038,0.11589899999999999,0.7242199999999999
348,부산,80,31,111,0.27927927927927926,0.07041,0.1159305,0.7242899999999998
349,부산,80,32,112,0.2857142857142857,0.07043999999999999,0.115962,0.7243599999999998
350,부산,80,30,110,0.2727272727272727,0.07047,0.1159935,0.7244299999999998
351,부산,80,38,118,0.3220338983050847,0.0705,0.11602499999999999,0.7244999999999998
352,부산,80,28,108,0.25925925925925924,0.07053,0.11605649999999999,0.7245699999999998
353,부산,80,33,113,0.2920353982300885,0.07056,0.11608799999999998,0.7246399999999997
354,부산,80,38,118,0.3220338983050847,0.07058999999999999,0.1161195,0.72471
355,부산,80,33,113,0.2920353982300885,0.07062,0.116151,0.7247799999999999
356,부산,80,32,112,0.2857142857142857,0.07064999999999999,0.1161825,0.7248499999999999
357,부산,80,32,112,0.2857142857142857,0.07067999999999999,0.116214,0.7249199999999999
358,부산,80,32,112,0.2857142857142857,0.07071000000000001,0.11624549999999999,0.7249899999999999
359,부산,80,37,117,0.3162393162393162,0.07074,0.11627699999999999,0.7250599999999999
360,부산,80,27,107,0.2523364485981308,0.07077,0.11630849999999998,0.7251299999999998
361,부산,80,37,117,0.3162393162393162,0.07079999999999999,0.11634,0.7251999999999998
362,부산,80,30,110,0.2727272727272727,0.07082999999999999,0.1163715,0.7252699999999999
363,부산,80,33,113,0.2920353982300885,0.07086,0.11640299999999999,0.7253399999999999
364,부산,80,32,112,0.2857142857142857,0.07089,0.1164345,0.7254099999999999
365,부산,80,35,115,0.30434782608695654,0.07092,0.11646599999999999,0.7254799999999998
