코드그룹,년도,지역,구분,국비,사비,합계
F39,2023,서울,질병,6,2,8
F40,2019,서울,질병,1,0,1
F40,2020,대구,질병,2,0,2
F40,2020,서울,질병,0,3,3
F40,2021,서울,질병,0,2,2
F40,2022,광주,질병,0,1,1
F40,2022,대구,질병,1,3,4
F40,2023,대구,질병,2,1,3
F41,2019,광주,질병,0,3,3
F41,2019,대구,질병,7,4,11
F41,2019,대전,질병,3,1,4
F41,2019,부산,질병,0,1,1
F41,2019,서울,질병,21,17,38
F41,2020,광주,질병,1,1,2
F41,2020,대구,질병,10,1,11
F41,2020,대전,질병,5,0,5
F41,2020,서울,질병,29,23,52
F41,2020,인천,질병,0,1,1
F41,2021,광주,질병,1,1,2
F41,2021,대구,질병,6,2,8
F41,2021,대전,질병,6,2,8
F41,2021,서울,질병,20,15,35
F41,2022,대구,질병,4,1,5
F41,2022,대전,질병,2,1,3
F41,2022,부산,질병,0,1,1
F41,2022,서울,질병,18,13,31
F41,2023,대구,질병,7,3,10
F41,2023,대전,질병,1,0,1
F41,2023,부산,질병,2,0,2
F41,2023,서울,질병,23,15,38
F42,2019,서울,질병,0,1,1
F42,2020,서울,질병,0,2,2
F43,2019,광주,질병,2,0,2
F43,2019,대구,질병,2,1,3
F43,2019,대전,질병,4,0,4
F43,2019,서울,질병,4,0,4
F43,2020,대전,질병,2,1,3
F43,2020,서울,질병,9,5,14
F43,2021,대구,질병,2,0,2
F43,2021,대전,질병,2,0,2
F43,2021,서울,질병,6,10,16
F43,2022,광주,질병,0,1,1
F43,2022,서울,질병,22,13,35
F43,2023,광주,질병,1,0,1
F43,2023,대구,질병,1,0,1
F43,2023,서울,질병,20,7,27
F44,2020,서울,질병,1,1,2
F44,2021,서울,질병,0,1,1
F44,2022,서울,질병,0,1,1
F44,2023,서울,질병,0,1,1
F45,2019,대구,질병,0,1,1
F45,2019,서울,질병,1,2,3
F45,2020,광주,질병,0,2,2
F45,2020,대구,질병,1,0,1
F45,2020,서울,질병,2,0,2
F45,2021,대구,질병,0,2,2
F45,2021,대전,질병,0,3,3
F45,2021,서울,질병,2,1,3
F45,2022,광주,질병,1,0,1
F45,2022,대전,질병,0,3,3
F45,2022,부산,질병,0,1,1
F45,2022,서울,질병,2,1,3
F45,2023,대구,질병,0,2,2
F45,2023,서울,질병,1,3,4
F48,2019,부산,질병,1,0,1
F48,2019,서울,질병,0,1,1
F48,2021,부산,질병,1,0,1
F48,2022,부산,질병,1,2,3
F48,2023,부산,질병,1,0,1
F51,2019,대구,질병,15,4,19
F51,2019,대전,질병,4,0,4
F51,2019,부산,질병,6,2,8
F51,2019,서울,질병,14,8,22
F51,2020,대구,질병,8,8,16
F51,2020,대전,질병,1,0,1
F51,2020,서울,질병,11,9,20
F51,2021,대구,질병,2,0,2
F51,2021,대전,질병,3,0,3
F51,2021,부산,질병,10,0,10
F51,2021,서울,질병,3,3,6
F51,2022,광주,질병,1,0,1
F51,2022,대구,질병,15,5,20
F51,2022,대전,질병,3,1,4
F51,2022,부산,질병,8,0,8
F51,2022,서울,질병,4,5,9
F51,2023,대구,질병,8,1,9
F51,2023,대전,질병,7,2,9
F51,2023,부산,질병,7,0,7
F51,2023,서울,질병,10,8,18
F52,2022,서울,질병,1,0,1
F60,2019,서울,질병,1,0,1
F60,2021,서울,질병,0,2,2
F60,2022,서울,질병,0,1,1
F60,2023,서울,질병,1,0,1
F61,2020,서울,질병,1,0,1
F63,2019,서울,질병,1,1,2
F63,2020,서울,질병,2,0,2
F63,2021,서울,질병,0,1,1
F65,2021,서울,질병,1,0,1
F70,2019,서울,질병,0,2,2
F70,2022,서울,질병,0,1,1
F79,2022,서울,질병,0,1,1
F80,2020,서울,질병,0,1,1
F80,2022,서울,질병,1,0,1
F80,2023,서울,질병,1,0,1
F84,2022,서울,질병,0,1,1
F90,2019,대전,질병,3,0,3
F90,2020,대전,질병,2,0,2
F90,2023,서울,질병,1,1,2
F95,2019,부산,질병,2,0,2
F98,2019,서울,질병,0,2,2
F98,2020,서울,질병,1,0,1
F99,2019,서울,질병,1,0,1
F99,2023,서울,질병,1,0,1
G00,2019,대전,질병,1,0,1
G00,2019,서울,질병,2,2,4
G00,2020,서울,질병,0,1,1
G00,2021,서울,질병,0,1,1
G00,2022,부산,질병,0,1,1
G00,2022,서울,질병,2,1,3
G00,2023,서울,질병,2,2,4
G01,2020,서울,질병,2,1,3
G02,2022,서울,질병,0,1,1
G03,2019,광주,질병,1,6,7
G03,2019,대전,질병,1,0,1
G03,2019,서울,질병,3,5,8
G03,2020,대전,질병,1,0,1
G03,2020,서울,질병,3,5,8
G03,2021,광주,질병,0,1,1
G03,2021,서울,질병,3,1,4
G03,2023,광주,질병,0,1,1
G03,2023,부산,질병,3,1,4
G03,2023,서울,질병,2,2,4
G04,2019,광주,질병,1,0,1
G04,2019,서울,질병,6,2,8
G04,2020,대구,질병,2,0,2
G04,2020,서울,질병,7,4,11
G04,2021,광주,질병,0,1,1
G04,2021,대구,질병,0,2,2
G04,2021,서울,질병,3,3,6
G04,2022,대구,질병,2,0,2
G04,2022,부산,질병,1,1,2
G04,2022,서울,질병,2,0,2
G04,2023,광주,질병,0,1,1
G04,2023,대구,질병,1,2,3
G04,2023,서울,질병,6,1,7
G04,2023,인천,질병,0,1,1
G05,2023,서울,질병,0,1,1
G06,2019,광주,질병,1,0,1
G06,2019,대구,질병,1,0,1
G06,2019,부산,질병,3,0,3
G06,2019,서울,질병,3,0,3
G06,2020,광주,질병,1,2,3
G06,2020,서울,질병,8,3,11
G06,2021,광주,질병,0,1,1
G06,2021,대구,질병,1,1,2
G06,2021,부산,질병,0,3,3
G06,2021,서울,질병,8,3,11
G06,2021,인천,질병,2,1,3
G06,2022,대구,질병,2,0,2
G06,2022,서울,질병,4,1,5
G06,2022,인천,질병,1,0,1
G06,2023,부산,질병,0,1,1
G06,2023,서울,질병,4,8,12
G08,2023,서울,질병,1,0,1
G09,2019,서울,질병,0,1,1
G09,2021,서울,질병,0,1,1
G10,2019,서울,질병,2,0,2
G10,2022,서울,질병,1,0,1
G11,2019,서울,질병,1,2,3
G11,2019,인천,질병,0,1,1
G11,2020,광주,질병,0,1,1
G11,2020,서울,질병,3,0,3
G11,2021,대전,질병,0,1,1
G11,2021,서울,질병,0,1,1
G11,2023,서울,질병,2,2,4
G12,2019,광주,질병,2,3,5
G12,2019,대구,질병,0,1,1
G12,2019,대전,질병,1,0,1
G12,2019,서울,질병,12,5,17
G12,2020,광주,질병,1,1,2
G12,2020,대전,질병,1,0,1
G12,2020,서울,질병,11,4,15
G12,2021,광주,질병,1,0,1
G12,2021,대전,질병,1,0,1
G12,2021,부산,질병,2,0,2
G12,2021,서울,질병,0,2,2
G12,2022,광주,질병,3,1,4
G12,2022,대구,질병,1,0,1
G12,2022,대전,질병,1,0,1
G12,2022,부산,질병,1,0,1
G12,2022,서울,질병,0,2,2
G12,2023,부산,질병,3,0,3
G12,2023,서울,질병,1,2,3
G13,2019,서울,질병,2,0,2
G20,2019,광주,질병,24,14,38
G20,2019,대구,질병,7,3,10
G20,2019,대전,질병,13,8,21
G20,2019,부산,질병,3,2,5
G20,2019,서울,질병,319,115,434
G20,2019,인천,질병,17,0,17
G20,2020,광주,질병,29,18,47
G20,2020,대구,질병,13,3,16
G20,2020,대전,질병,6,2,8
G20,2020,서울,질병,318,116,434
G20,2020,인천,질병,6,0,6
G20,2021,광주,질병,25,25,50
G20,2021,대구,질병,6,11,17
G20,2021,대전,질병,3,3,6
G20,2021,부산,질병,5,1,6
G20,2021,서울,질병,278,66,344
G20,2021,인천,질병,2,3,5
G20,2022,광주,질병,31,15,46
G20,2022,대구,질병,4,5,9
G20,2022,대전,질병,11,3,14
G20,2022,부산,질병,13,2,15
G20,2022,서울,질병,308,76,384
G20,2023,대구,질병,10,3,13
G20,2023,대전,질병,5,5,10
G20,2023,부산,질병,16,0,16
G20,2023,서울,질병,366,105,471
G20,2023,인천,질병,4,6,10
G21,2019,광주,질병,6,0,6
G21,2019,대구,질병,2,1,3
G21,2019,서울,질병,18,0,18
G21,2020,광주,질병,14,0,14
G21,2020,서울,질병,14,3,17
G21,2021,광주,질병,9,2,11
G21,2021,대구,질병,2,0,2
G21,2021,서울,질병,21,3,24
G21,2022,광주,질병,6,3,9
G21,2022,대구,질병,4,0,4
G21,2022,서울,질병,19,1,20
G21,2023,광주,질병,13,2,15
G21,2023,대구,질병,4,0,4
G21,2023,대전,질병,1,0,1
G21,2023,서울,질병,28,5,33
G22,2019,광주,질병,1,0,1
G22,2019,대구,질병,1,0,1
G22,2019,대전,질병,7,2,9
G22,2019,부산,질병,0,1,1
G22,2019,서울,질병,1,0,1
G22,2020,광주,질병,2,0,2
G22,2020,대구,질병,1,0,1
G22,2020,대전,질병,5,0,5
G22,2020,서울,질병,1,0,1
G22,2021,광주,질병,2,0,2
G22,2021,대구,질병,1,0,1
G22,2021,대전,질병,4,0,4
G22,2021,서울,질병,0,1,1
G22,2022,대구,질병,1,0,1
G22,2022,대전,질병,1,0,1
G22,2023,광주,질병,2,1,3
G22,2023,부산,질병,1,0,1
G22,2023,서울,질병,3,0,3
G23,2019,서울,질병,16,2,18
G23,2020,서울,질병,14,1,15
G23,2021,부산,질병,1,0,1
G23,2021,서울,질병,25,3,28
G23,2022,광주,질병,1,0,1
G23,2022,서울,질병,20,7,27
G23,2023,광주,질병,1,0,1
G23,2023,서울,질병,18,7,25
G24,2019,광주,질병,0,1,1
G24,2019,서울,질병,3,0,3
G24,2020,광주,질병,1,0,1
G24,2020,서울,질병,5,0,5
G24,2021,광주,질병,1,0,1
G24,2021,서울,질병,2,0,2
G24,2022,대구,질병,1,0,1
G24,2022,부산,질병,1,0,1
G24,2022,서울,질병,0,1,1
G24,2023,광주,질병,1,0,1
G24,2023,부산,질병,1,1,2
G24,2023,서울,질병,0,1,1
G25,2019,광주,질병,1,4,5
G25,2019,대구,질병,3,2,5
G25,2019,대전,질병,1,1,2
G25,2019,부산,질병,6,2,8
G25,2019,서울,질병,23,8,31
G25,2019,인천,질병,3,0,3
G25,2020,광주,질병,3,5,8
G25,2020,대구,질병,4,2,6
G25,2020,서울,질병,14,12,26
G25,2020,인천,질병,0,1,1
G25,2021,광주,질병,0,1,1
G25,2021,대구,질병,0,3,3
G25,2021,부산,질병,5,0,5
G25,2021,서울,질병,15,9,24
G25,2022,광주,질병,0,1,1
G25,2022,대구,질병,1,0,1
G25,2022,부산,질병,2,0,2
G25,2022,서울,질병,13,11,24
G25,2023,광주,질병,1,1,2
G25,2023,대구,질병,1,1,2
G25,2023,부산,질병,3,0,3
G25,2023,서울,질병,24,14,38
G26,2020,대구,질병,1,0,1
G30,2019,광주,질병,2,1,3
G30,2019,대구,질병,2,6,8
G30,2019,대전,질병,7,1,8
G30,2019,서울,질병,116,55,171
G30,2019,인천,질병,0,3,3
G30,2020,대구,질병,5,8,13
G30,2020,대전,질병,7,1,8
G30,2020,서울,질병,92,70,162
G30,2021,광주,질병,0,1,1
G30,2021,대구,질병,1,3,4
G30,2021,대전,질병,6,4,10
G30,2021,서울,질병,93,42,135
G30,2022,광주,질병,1,1,2
G30,2022,대구,질병,5,2,7
G30,2022,대전,질병,7,1,8
G30,2022,서울,질병,101,40,141
G30,2023,대구,질병,5,1,6
G30,2023,대전,질병,5,0,5
G30,2023,서울,질병,153,82,235
G30,2023,인천,질병,0,1,1
G31,2019,광주,질병,0,1,1
G31,2019,대구,질병,0,1,1
G31,2019,부산,질병,7,0,7
G31,2019,서울,질병,15,0,15
G31,2020,광주,질병,1,0,1
G31,2020,대구,질병,0,1,1
G31,2020,서울,질병,4,6,10
G31,2021,광주,질병,1,0,1
G31,2021,부산,질병,12,4,16
G31,2021,서울,질병,5,2,7
G31,2021,인천,질병,1,0,1
G31,2022,부산,질병,9,1,10
G31,2022,서울,질병,6,3,9
G31,2023,대전,질병,1,0,1
G31,2023,부산,질병,9,0,9
G31,2023,서울,질병,19,5,24
G31,2023,인천,질병,0,1,1
G32,2019,대전,질병,1,0,1
G32,2019,서울,질병,1,0,1
G32,2022,서울,질병,0,2,2
G35,2019,광주,질병,0,2,2
G35,2019,서울,질병,2,1,3
G35,2022,광주,질병,0,1,1
G35,2022,서울,질병,1,0,1
G36,2019,광주,질병,1,1,2
G36,2020,광주,질병,0,1,1
G36,2020,서울,질병,0,1,1
G36,2022,서울,질병,1,1,2
G36,2023,서울,질병,0,2,2
G37,2019,서울,질병,1,0,1
G37,2020,광주,질병,0,1,1
G37,2020,서울,질병,1,1,2
G37,2021,서울,질병,1,1,2
G37,2022,광주,질병,0,1,1
G37,2022,부산,질병,0,1,1
G37,2023,광주,질병,0,2,2
G37,2023,서울,질병,1,0,1
G37,2023,인천,질병,0,1,1
G40,2019,광주,질병,3,7,10
G40,2019,대구,질병,2,2,4
G40,2019,대전,질병,5,3,8
G40,2019,부산,질병,12,2,14
G40,2019,서울,질병,14,7,21
G40,2020,광주,질병,2,0,2
G40,2020,대구,질병,1,0,1
G40,2020,대전,질병,5,5,10
G40,2020,서울,질병,19,19,38
G40,2021,광주,질병,0,1,1
G40,2021,대구,질병,2,0,2
G40,2021,대전,질병,5,4,9
G40,2021,부산,질병,9,5,14
G40,2021,서울,질병,10,14,24
G40,2022,대구,질병,2,0,2
G40,2022,대전,질병,2,0,2
G40,2022,부산,질병,10,0,10
G40,2022,서울,질병,11,12,23
G40,2023,광주,질병,5,2,7
G40,2023,대전,질병,10,1,11
G40,2023,부산,질병,4,0,4
G40,2023,서울,질병,12,20,32
G40,2023,인천,질병,2,0,2
G41,2019,광주,질병,2,0,2
G41,2019,서울,질병,2,2,4
G41,2020,서울,질병,4,7,11
G41,2021,대구,질병,2,1,3
G41,2021,대전,질병,1,0,1
G41,2021,부산,질병,1,0,1
G41,2021,서울,질병,0,3,3
G41,2022,광주,질병,1,2,3
G41,2022,대구,질병,2,0,2
G41,2022,대전,질병,0,1,1
G41,2022,서울,질병,2,6,8
G41,2023,광주,질병,0,1,1
G41,2023,서울,질병,6,7,13
G43,2019,광주,질병,7,80,87
G43,2019,대구,질병,0,1,1
G43,2019,부산,질병,4,0,4
G43,2019,서울,질병,2,5,7
G43,2019,인천,질병,0,1,1
G43,2020,광주,질병,4,88,92
G43,2020,대전,질병,0,1,1
G43,2020,서울,질병,4,4,8
G43,2021,광주,질병,9,58,67
G43,2021,부산,질병,1,1,2
G43,2021,서울,질병,5,0,5
G43,2022,광주,질병,0,50,50
G43,2022,대전,질병,1,0,1
G43,2022,부산,질병,1,0,1
G43,2022,서울,질병,2,4,6
G43,2023,광주,질병,2,3,5
G43,2023,부산,질병,2,1,3
G43,2023,서울,질병,5,3,8
G44,2019,광주,질병,4,11,15
G44,2019,대구,질병,1,0,1
G44,2019,대전,질병,0,1,1
G44,2019,부산,질병,1,2,3
G44,2019,서울,질병,2,5,7
G44,2020,광주,질병,4,6,10
G44,2020,대구,질병,1,2,3
G44,2020,대전,질병,0,2,2
G44,2020,서울,질병,7,7,14
G44,2020,인천,질병,1,0,1
G44,2021,광주,질병,2,2,4
G44,2021,대전,질병,0,1,1
G44,2021,부산,질병,2,3,5
G44,2021,서울,질병,3,4,7
G44,2021,인천,질병,1,1,2
G44,2022,광주,질병,1,2,3
G44,2022,대구,질병,1,0,1
G44,2022,부산,질병,0,1,1
G44,2022,서울,질병,4,4,8
G44,2023,광주,질병,2,11,13
G44,2023,대전,질병,0,2,2
G44,2023,부산,질병,0,2,2
G44,2023,서울,질병,0,4,4
G44,2023,인천,질병,1,2,3
G45,2019,광주,질병,5,8,13
G45,2019,대전,질병,10,2,12
G45,2019,부산,질병,5,0,5
G45,2019,서울,질병,17,15,32
G45,2019,인천,질병,0,3,3
G45,2020,광주,질병,10,9,19
G45,2020,대구,질병,1,1,2
G45,2020,대전,질병,3,4,7
G45,2020,서울,질병,11,8,19
G45,2021,광주,질병,10,12,22
G45,2021,대구,질병,2,2,4
G45,2021,대전,질병,6,3,9
G45,2021,부산,질병,8,0,8
G45,2021,서울,질병,9,14,23
G45,2021,인천,질병,0,4,4
G45,2022,광주,질병,3,4,7
G45,2022,대전,질병,2,1,3
G45,2022,부산,질병,4,1,5
G45,2022,서울,질병,16,13,29
G45,2022,인천,질병,0,1,1
G45,2023,광주,질병,8,4,12
G45,2023,대구,질병,3,0,3
G45,2023,대전,질병,2,2,4
G45,2023,부산,질병,6,0,6
G45,2023,서울,질병,11,17,28
G45,2023,인천,질병,1,0,1
G46,2019,광주,질병,1,0,1
G46,2019,서울,질병,4,1,5
G46,2020,광주,질병,1,1,2
G46,2020,서울,질병,4,2,6
G46,2020,인천,질병,0,1,1
G46,2021,광주,질병,2,1,3
G46,2022,서울,질병,0,1,1
G46,2023,광주,질병,0,1,1
G46,2023,대구,질병,1,0,1
G46,2023,서울,질병,0,1,1
G47,2019,광주,질병,0,1,1
G47,2019,대구,질병,11,9,20
G47,2019,대전,질병,12,2,14
G47,2019,부산,질병,11,1,12
G47,2019,서울,질병,37,34,71
G47,2019,인천,질병,0,4,4
G47,2020,광주,질병,1,2,3
G47,2020,대구,질병,10,8,18
G47,2020,대전,질병,22,2,24
G47,2020,서울,질병,60,39,99
G47,2021,대구,질병,8,2,10
G47,2021,대전,질병,15,0,15
G47,2021,부산,질병,7,1,8
G47,2021,서울,질병,57,55,112
G47,2022,대구,질병,5,6,11
G47,2022,대전,질병,9,5,14
G47,2022,부산,질병,10,4,14
G47,2022,서울,질병,57,49,106
G47,2023,광주,질병,0,1,1
G47,2023,대구,질병,11,3,14
G47,2023,대전,질병,10,1,11
G47,2023,부산,질병,12,0,12
G47,2023,서울,질병,58,40,98
G50,2019,광주,질병,0,2,2
G50,2019,대전,질병,0,1,1
G50,2019,부산,질병,2,0,2
G50,2019,서울,질병,6,3,9
G50,2019,인천,질병,0,2,2
G50,2020,광주,질병,0,2,2
G50,2020,서울,질병,6,0,6
G50,2020,인천,질병,1,0,1
G50,2021,부산,질병,1,0,1
G50,2021,서울,질병,5,2,7
G50,2022,부산,질병,2,0,2
G50,2022,서울,질병,2,0,2
G50,2023,광주,질병,0,3,3
G50,2023,부산,질병,1,0,1
G50,2023,서울,질병,3,0,3
G51,2019,광주,질병,4,11,15
G51,2019,대구,질병,2,0,2
G51,2019,대전,질병,3,3,6
G51,2019,부산,질병,3,1,4
G51,2019,서울,질병,16,18,34
G51,2020,광주,질병,11,13,24
G51,2020,대전,질병,3,0,3
G51,2020,서울,질병,19,13,32
G51,2020,인천,질병,1,0,1
G51,2021,광주,질병,4,16,20
G51,2021,대구,질병,1,2,3
G51,2021,대전,질병,4,0,4
G51,2021,부산,질병,1,0,1
G51,2021,서울,질병,20,18,38
G51,2021,인천,질병,0,1,1
G51,2022,광주,질병,3,7,10
G51,2022,대구,질병,1,0,1
G51,2022,대전,질병,2,0,2
G51,2022,서울,질병,10,14,24
G51,2023,광주,질병,6,2,8
G51,2023,대구,질병,1,0,1
G51,2023,대전,질병,4,2,6
G51,2023,부산,질병,2,2,4
G51,2023,서울,질병,15,15,30
G52,2019,부산,질병,1,0,1
G52,2021,광주,질병,0,1,1
G52,2023,광주,질병,0,1,1
G53,2019,광주,질병,0,2,2
G53,2019,대구,질병,1,1,2
G53,2019,대전,질병,2,0,2
G53,2019,부산,질병,2,0,2
G53,2019,서울,질병,10,7,17
G53,2020,광주,질병,0,4,4
G53,2020,대구,질병,0,1,1
G53,2020,대전,질병,2,0,2
G53,2020,서울,질병,10,8,18
G53,2020,인천,질병,0,2,2
G53,2021,광주,질병,8,3,11
G53,2021,대구,질병,3,1,4
G53,2021,대전,질병,3,2,5
G53,2021,부산,질병,1,0,1
G53,2021,서울,질병,5,7,12
G53,2021,인천,질병,0,1,1
G53,2022,대구,질병,2,2,4
G53,2022,대전,질병,0,1,1
G53,2022,부산,질병,2,0,2
G53,2022,서울,질병,2,3,5
G53,2023,광주,질병,1,3,4
G53,2023,대구,질병,1,3,4
G53,2023,대전,질병,2,2,4
G53,2023,부산,질병,2,0,2
G53,2023,서울,질병,2,5,7
G54,2019,광주,질병,6,2,8
G54,2019,대전,질병,3,0,3
G54,2019,부산,질병,1,1,2
G54,2019,서울,질병,1,0,1
G54,2020,광주,질병,2,1,3
G54,2020,대구,질병,1,0,1
G54,2020,대전,질병,2,0,2
G54,2020,서울,질병,1,0,1
G54,2020,인천,질병,0,1,1
G54,2021,광주,질병,2,0,2
G54,2021,대구,질병,0,1,1
G54,2021,대전,질병,4,0,4
G54,2021,부산,질병,6,0,6
G54,2021,인천,질병,0,1,1
G54,2022,광주,질병,5,3,8
G54,2022,대전,질병,4,0,4
G54,2022,부산,질병,39,3,42
G54,2022,서울,질병,5,1,6
G54,2023,광주,질병,13,4,17
G54,2023,대전,질병,3,0,3
G54,2023,부산,질병,21,0,21
G54,2023,서울,질병,2,1,3
G55,2019,대구,질병,27,7,34
G55,2019,대전,질병,63,11,74
G55,2019,부산,질병,129,41,170
G55,2019,서울,질병,54,13,67
G55,2019,인천,질병,2,4,6
G55,2020,광주,질병,1,0,1
G55,2020,대구,질병,31,10,41
G55,2020,대전,질병,57,5,62
G55,2020,서울,질병,26,13,39
G55,2020,인천,질병,0,1,1
G55,2021,대구,질병,86,11,97
G55,2021,대전,질병,49,7,56
G55,2021,서울,질병,15,10,25
G55,2021,인천,질병,0,4,4
G55,2022,대구,질병,150,20,170
G55,2022,대전,질병,47,5,52
G55,2022,서울,질병,22,12,34
G55,2022,인천,질병,0,3,3
G55,2023,대구,질병,178,12,190
G55,2023,대전,질병,95,16,111
G55,2023,부산,질병,1,0,1
G55,2023,서울,질병,99,72,171
G55,2023,인천,질병,1,1,2
G56,2019,광주,질병,7,6,13
G56,2019,대구,질병,14,3,17
G56,2019,대전,질병,9,8,17
G56,2019,부산,질병,22,8,30
G56,2019,서울,질병,57,33,90
G56,2019,인천,질병,1,3,4
G56,2020,광주,질병,7,8,15
G56,2020,대구,질병,5,7,12
G56,2020,대전,질병,7,4,11
G56,2020,서울,질병,34,39,73
G56,2020,인천,질병,3,3,6
G56,2021,광주,질병,8,11,19
G56,2021,대구,질병,8,4,12
G56,2021,대전,질병,10,4,14
G56,2021,부산,질병,23,2,25
G56,2021,서울,질병,23,13,36
G56,2021,인천,질병,0,2,2
G56,2022,광주,질병,1,2,3
G56,2022,대구,질병,8,1,9
G56,2022,대전,질병,4,3,7
G56,2022,부산,질병,12,3,15
G56,2022,서울,질병,15,16,31
G56,2022,인천,질병,0,1,1
G56,2023,광주,질병,1,2,3
G56,2023,대구,질병,8,6,14
G56,2023,대전,질병,7,2,9
G56,2023,부산,질병,8,3,11
G56,2023,서울,질병,28,24,52
G56,2023,인천,질병,3,3,6
G57,2019,광주,질병,1,2,3
G57,2019,대구,질병,3,0,3
G57,2019,대전,질병,3,0,3
G57,2019,서울,질병,3,1,4
G57,2019,인천,질병,0,1,1
G57,2020,대전,질병,4,0,4
G57,2020,서울,질병,4,1,5
G57,2020,인천,질병,0,2,2
G57,2021,광주,질병,0,1,1
G57,2021,대구,질병,1,0,1
G57,2021,대전,질병,3,1,4
G57,2021,부산,질병,2,0,2
G57,2021,서울,질병,1,3,4
G57,2021,인천,질병,0,1,1
G57,2022,대전,질병,2,1,3
G57,2022,서울,질병,3,2,5
G57,2022,인천,질병,0,1,1
G57,2023,광주,질병,1,1,2
G57,2023,대구,질병,1,1,2
G57,2023,대전,질병,1,0,1
G57,2023,서울,질병,1,1,2
G58,2019,광주,질병,3,3,6
G58,2019,대구,질병,3,1,4
G58,2019,서울,질병,0,1,1
G58,2020,광주,질병,1,0,1
G58,2020,대구,질병,0,1,1
G58,2020,서울,질병,1,1,2
G58,2021,광주,질병,1,0,1
G58,2021,부산,질병,17,1,18
G58,2021,서울,질병,0,1,1
G58,2022,부산,질병,31,6,37
G58,2022,서울,질병,1,1,2
G58,2023,광주,질병,3,0,3
G58,2023,부산,질병,34,0,34
G58,2023,서울,질병,1,0,1
G59,2019,대구,질병,3,0,3
G59,2020,대구,질병,4,1,5
G59,2020,서울,질병,1,0,1
G59,2022,서울,질병,0,1,1
G59,2023,대구,질병,1,0,1
G60,2019,광주,질병,3,0,3
G60,2019,대구,질병,1,0,1
G60,2019,부산,질병,1,0,1
G60,2020,광주,질병,1,1,2
G60,2020,대구,질병,2,0,2
G60,2020,대전,질병,3,0,3
G60,2020,서울,질병,1,0,1
G60,2021,광주,질병,2,0,2
G60,2021,대구,질병,3,0,3
G60,2021,대전,질병,2,0,2
G60,2021,부산,질병,3,0,3
G60,2022,광주,질병,3,0,3
G60,2022,대구,질병,6,0,6
G60,2022,부산,질병,4,0,4
G60,2022,서울,질병,1,2,3
G60,2023,광주,질병,4,0,4
G60,2023,대구,질병,5,0,5
G60,2023,부산,질병,4,0,4
G60,2023,인천,질병,1,0,1
G61,2019,광주,질병,0,4,4
G61,2019,대전,질병,1,0,1
G61,2019,서울,질병,9,1,10
G61,2020,대구,질병,2,0,2
G61,2020,서울,질병,3,1,4
G61,2021,광주,질병,7,2,9
G61,2021,대구,질병,1,0,1
G61,2021,부산,질병,1,0,1
G61,2021,서울,질병,5,1,6
G61,2022,광주,질병,3,0,3
G61,2022,대구,질병,4,1,5
G61,2022,서울,질병,8,5,13
G61,2022,인천,질병,0,1,1
G61,2023,광주,질병,2,0,2
G61,2023,대구,질병,3,2,5
G61,2023,서울,질병,3,3,6
G62,2019,광주,질병,4,2,6
G62,2019,대구,질병,4,1,5
G62,2019,대전,질병,15,0,15
G62,2019,부산,질병,3,0,3
G62,2019,서울,질병,56,6,62
G62,2020,광주,질병,6,2,8
G62,2020,대구,질병,11,0,11
G62,2020,대전,질병,8,1,9
G62,2020,서울,질병,20,22,42
G62,2021,광주,질병,6,3,9
G62,2021,대구,질병,16,1,17
G62,2021,대전,질병,9,0,9
G62,2021,부산,질병,4,0,4
G62,2021,서울,질병,11,5,16
G62,2022,광주,질병,7,2,9
G62,2022,대구,질병,26,0,26
G62,2022,대전,질병,11,0,11
G62,2022,부산,질병,12,1,13
G62,2022,서울,질병,19,4,23
G62,2022,인천,질병,2,0,2
G62,2023,광주,질병,12,0,12
G62,2023,대구,질병,29,0,29
G62,2023,대전,질병,10,0,10
G62,2023,부산,질병,7,0,7
G62,2023,서울,질병,15,5,20
G63,2019,광주,질병,5,0,5
G63,2019,대구,질병,35,15,50
G63,2019,대전,질병,60,5,65
