진료년도,주상병코드,성별,입원외래구분,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2023,C91,남,외래,4405 ,47577 ,47464 ,13907962900 ,15211500680 
2023,C91,남,입원,1435 ,8393 ,66554 ,59738296900 ,65319392070 
2023,C91,여,외래,3409 ,35525 ,35425 ,10457679770 ,11418342970 
2023,C91,여,입원,1096 ,6489 ,57837 ,48926213920 ,53461644910 
2023,C92,남,외래,9634 ,92546 ,92288 ,31731498800 ,33880235860 
2023,C92,남,입원,2884 ,10833 ,141835 ,122599000000 ,134243000000 
2023,C92,여,외래,7224 ,73070 ,72896 ,23007821900 ,24557551040 
2023,C92,여,입원,2203 ,8859 ,122386 ,95010090900 ,104318000000 
2023,C93,남,외래,365 ,5015 ,5002 ,1427916620 ,1537962200 
2023,C93,남,입원,195 ,723 ,6632 ,5507010130 ,6049798580 
2023,C93,여,외래,200 ,2216 ,2203 ,679743960 ,725079530 
2023,C93,여,입원,111 ,453 ,5296 ,3391805710 ,3681866410 
2023,C94,남,외래,246 ,2007 ,1991 ,516849230 ,557905530 
2023,C94,남,입원,76 ,210 ,2496 ,1866639220 ,2049480210 
2023,C94,여,외래,189 ,1578 ,1572 ,322250650 ,351313570 
2023,C94,여,입원,67 ,185 ,1858 ,1175151020 ,1292440020 
2023,C95,남,외래,666 ,3684 ,3660 ,845022570 ,961774730 
2023,C95,남,입원,300 ,653 ,6562 ,5628802080 ,6177081430 
2023,C95,여,외래,577 ,3200 ,3183 ,718358530 ,797373440 
2023,C95,여,입원,231 ,642 ,5947 ,4679852830 ,5161991110 
2023,C96,남,외래,988 ,6153 ,6124 ,941521340 ,1080227730 
2023,C96,남,입원,153 ,500 ,2596 ,1042837840 ,1178700120 
2023,C96,여,외래,583 ,3741 ,3731 ,548274030 ,628493600 
2023,C96,여,입원,110 ,312 ,1914 ,1003562570 ,1105438750 
2023,C97,남,외래,8 ,70 ,69 ,32759640 ,35125710 
2023,C97,남,입원,19 ,34 ,245 ,166916230 ,185095790 
2023,C97,여,외래,5 ,8 ,8 ,329520 ,733790 
2023,C97,여,입원,12 ,15 ,100 ,75038060 ,82880910 
2023,D00,남,외래,7078 ,25285 ,25158 ,3351329710 ,3688424660 
2023,D00,남,입원,2118 ,2509 ,13265 ,6252270280 ,7008307070 
2023,D00,여,외래,2483 ,9322 ,9288 ,1074547460 ,1183337550 
2023,D00,여,입원,738 ,907 ,5476 ,2312970570 ,2579916160 
2023,D01,남,외래,16437 ,51296 ,51092 ,8266511060 ,9071115460 
2023,D01,남,입원,2615 ,3333 ,21872 ,10766328530 ,12127721660 
2023,D01,여,외래,10739 ,35043 ,34911 ,5257638220 ,5783086130 
2023,D01,여,입원,1780 ,2516 ,19643 ,7934623000 ,8973647950 
2023,D02,남,외래,698 ,4213 ,4200 ,803214490 ,856668130 
2023,D02,남,입원,176 ,242 ,1483 ,731199100 ,832576920 
2023,D02,여,외래,426 ,1728 ,1717 ,190409600 ,206782080 
2023,D02,여,입원,106 ,162 ,1370 ,711525280 ,818319210 
2023,D03,남,외래,622 ,2268 ,2259 ,206628930 ,233118420 
2023,D03,남,입원,88 ,110 ,668 ,278940060 ,322722260 
2023,D03,여,외래,854 ,3428 ,3400 ,311790540 ,347335710 
2023,D03,여,입원,115 ,200 ,1144 ,331510850 ,387620260 
2023,D04,남,외래,2270 ,9806 ,9775 ,874551790 ,970198750 
2023,D04,남,입원,300 ,366 ,2540 ,679453440 ,767763040 
2023,D04,여,외래,3121 ,13456 ,13418 ,1164841400 ,1292604430 
2023,D04,여,입원,455 ,791 ,9730 ,1569576740 ,1765063140 
2023,D05,남,외래,66 ,286 ,286 ,72049970 ,77637410 
2023,D05,남,입원,14 ,17 ,120 ,64264570 ,75941480 
2023,D05,여,외래,50885 ,346100 ,344391 ,81202799050 ,88228166110 
2023,D05,여,입원,9751 ,17675 ,105465 ,56952545640 ,73899735970 
2023,D06,여,외래,45799 ,159247 ,158778 ,15816228970 ,17919854800 
2023,D06,여,입원,8101 ,9981 ,34282 ,13144190270 ,15679139230 
2023,D07,남,외래,967 ,3568 ,3563 ,259126690 ,297841830 
2023,D07,남,입원,92 ,132 ,1136 ,195234760 ,222394410 
2023,D07,여,외래,4516 ,19445 ,19382 ,2410364530 ,2690001660 
2023,D07,여,입원,1265 ,1849 ,7847 ,3350724380 ,4099508310 
2023,D09,남,외래,6181 ,32890 ,32787 ,5241945500 ,5761788840 
2023,D09,남,입원,2456 ,3342 ,17038 ,8315790850 ,9478601450 
2023,D09,여,외래,1716 ,8265 ,8242 ,1215344110 ,1344951730 
2023,D09,여,입원,555 ,800 ,4474 ,1870493880 ,2141592250 
2023,D10,남,외래,18838 ,38072 ,37864 ,1703889840 ,3146841830 
2023,D10,남,입원,1465 ,1551 ,3729 ,1355479040 ,1806185850 
2023,D10,여,외래,18614 ,36578 ,36404 ,1580379760 ,2866971340 
2023,D10,여,입원,1236 ,1294 ,2915 ,1003258860 ,1336616330 
2023,D11,남,외래,8071 ,26878 ,26653 ,1153993030 ,2582226490 
2023,D11,남,입원,2260 ,2397 ,10878 ,5819085960 ,8369745850 
2023,D11,여,외래,7355 ,24172 ,23990 ,1037528120 ,2314247170 
2023,D11,여,입원,2000 ,2112 ,9279 ,4780274890 ,6871918170 
2023,D12,남,외래,304427 ,454511 ,453188 ,54701333550 ,90211770620 
2023,D12,남,입원,20202 ,21146 ,57759 ,24144100500 ,31222189430 
2023,D12,여,외래,221787 ,332982 ,332078 ,37146932340 ,60627057250 
2023,D12,여,입원,14335 ,14952 ,42715 ,17501651410 ,22766148700 
2023,D13,남,외래,98770 ,236904 ,234715 ,12376230640 ,26448631440 
2023,D13,남,입원,13749 ,15140 ,63691 ,31230998910 ,40540799170 
2023,D13,여,외래,99837 ,220370 ,218608 ,12434601980 ,26063425310 
2023,D13,여,입원,8550 ,9520 ,42673 ,20488342680 ,27012821870 
2023,D14,남,외래,16684 ,31709 ,31401 ,1809886620 ,3415374760 
2023,D14,남,입원,1466 ,1604 ,5187 ,2752893700 ,3702011940 
2023,D14,여,외래,13359 ,22877 ,22721 ,1359038270 ,2462353150 
2023,D14,여,입원,880 ,987 ,4340 ,1770844010 ,2389439010 
2023,D15,남,외래,3088 ,6494 ,6441 ,260742180 ,598567950 
2023,D15,남,입원,303 ,369 ,2536 ,3246997200 ,3770155780 
2023,D15,여,외래,3471 ,7684 ,7636 ,329011200 ,750376950 
2023,D15,여,입원,420 ,554 ,4646 ,5448581040 ,6178633420 
2023,D16,남,외래,13199 ,28507 ,28359 ,1068336630 ,2175376200 
2023,D16,남,입원,2166 ,2361 ,10465 ,3669618580 ,4907297950 
2023,D16,여,외래,13719 ,28670 ,28505 ,1050743660 ,2190061700 
2023,D16,여,입원,2119 ,2327 ,9766 ,3261051430 ,4322342670 
2023,D17,남,외래,88138 ,254998 ,254744 ,11946092670 ,18707896000 
2023,D17,남,입원,8710 ,9109 ,31841 ,9234466210 ,12491167370 
2023,D17,여,외래,80206 ,206074 ,205770 ,8786250360 ,14214966170 
2023,D17,여,입원,8431 ,8854 ,34207 ,9510891220 ,12880231700 
2023,D18,남,외래,43007 ,84526 ,84253 ,4887159950 ,9218955330 
2023,D18,남,입원,1791 ,2026 ,9618 ,3716672460 ,4850607170 
2023,D18,여,외래,57780 ,119878 ,119437 ,6382006050 ,11971796860 
2023,D18,여,입원,2581 ,2978 ,13321 ,5033113610 ,6658711950 
2023,D19,남,외래,206 ,500 ,495 ,21013720 ,32772750 
2023,D19,남,입원,9 ,9 ,33 ,14949100 ,21073280 
2023,D19,여,외래,236 ,591 ,589 ,23745080 ,38998610 
2023,D19,여,입원,24 ,25 ,114 ,45571100 ,62974850 
2023,D20,남,외래,599 ,1514 ,1506 ,83681450 ,203796370 
2023,D20,남,입원,105 ,123 ,728 ,350473600 ,492835770 
2023,D20,여,외래,929 ,2165 ,2150 ,113734170 ,269137690 
2023,D20,여,입원,197 ,215 ,1511 ,742968050 ,1066283830 
2023,D21,남,외래,59398 ,183580 ,183395 ,7846446380 ,12457183230 
2023,D21,남,입원,5249 ,5517 ,20581 ,5382513740 ,7242851320 
2023,D21,여,외래,58227 ,156485 ,156298 ,6531556880 ,10625714470 
2023,D21,여,입원,5282 ,5550 ,21376 ,5512562890 ,7408637960 
2023,D22,남,외래,16519 ,29057 ,28986 ,689722260 ,1483670840 
2023,D22,남,입원,661 ,780 ,1468 ,688628830 ,804952090 
2023,D22,여,외래,23930 ,44368 ,44252 ,1053881560 ,2235587600 
2023,D22,여,입원,788 ,923 ,1724 ,822154310 ,954543150 
2023,D23,남,외래,241862 ,523739 ,523068 ,22434373300 ,34458045110 
2023,D23,남,입원,2369 ,2485 ,7268 ,1892483880 ,2434309590 
2023,D23,여,외래,245745 ,493565 ,492914 ,19995047980 ,31141223770 
2023,D23,여,입원,2145 ,2257 ,6003 ,1671803740 ,2126087860 
2023,D24,남,외래,858 ,1574 ,1571 ,84688660 ,144515410 
2023,D24,남,입원,42 ,45 ,87 ,26919630 ,36143830 
2023,D24,여,외래,380564 ,640537 ,638606 ,39967701950 ,73062935450 
2023,D24,여,입원,37517 ,39379 ,64752 ,15889603820 ,21285157020 
2023,D25,여,외래,612914 ,1065189 ,1062416 ,73991453720 ,137299000000 
2023,D25,여,입원,59352 ,62919 ,269840 ,154426000000 ,214221000000 
2023,D26,여,외래,4370 ,6518 ,6460 ,498492870 ,837892350 
2023,D26,여,입원,468 ,492 ,1643 ,914596000 ,1235697420 
2023,D27,여,외래,149162 ,277023 ,275452 ,17667209720 ,34174710430 
2023,D27,여,입원,20671 ,21566 ,96751 ,55219924530 ,76554611260 
2023,D28,여,외래,13511 ,24413 ,24366 ,2393679290 ,3699293600 
2023,D28,여,입원,870 ,888 ,2718 ,1303742380 ,1791011820 
2023,D29,남,외래,20864 ,39741 ,39621 ,3609868070 ,5444219330 
2023,D29,남,입원,332 ,387 ,2098 ,497128210 ,642390630 
2023,D30,남,외래,16076 ,34821 ,34481 ,2781021470 ,5683808890 
2023,D30,남,입원,1263 ,1441 ,6730 ,2807756890 ,3682113970 
2023,D30,여,외래,13977 ,28253 ,27959 ,2055764960 ,4146057180 
2023,D30,여,입원,871 ,1017 ,5370 ,1941558110 ,2602330600 
2023,D31,남,외래,6719 ,12985 ,12933 ,922120050 ,1527518360 
2023,D31,남,입원,201 ,211 ,411 ,228654750 ,291138990 
2023,D31,여,외래,8583 ,16039 ,15978 ,1095759250 ,1812216080 
2023,D31,여,입원,211 ,220 ,440 ,294213490 ,365799450 
2023,D32,남,외래,9252 ,34340 ,34076 ,5491023930 ,6270184550 
2023,D32,남,입원,1542 ,3450 ,42305 ,18158154920 ,20027771650 
2023,D32,여,외래,33456 ,117052 ,116155 ,18262406630 ,20904966340 
2023,D32,여,입원,4714 ,10167 ,125566 ,47563678420 ,52438507700 
2023,D33,남,외래,10260 ,37325 ,36997 ,5038749770 ,5911948400 
2023,D33,남,입원,1251 ,2224 ,23322 ,10848348300 ,12091798370 
2023,D33,여,외래,15140 ,56331 ,55860 ,7212277750 ,8424111110 
2023,D33,여,입원,1880 ,4086 ,51531 ,17271571550 ,19250631570 
2023,D34,남,외래,32964 ,60154 ,59819 ,2366798070 ,4512394690 
2023,D34,남,입원,673 ,698 ,2797 ,1264647480 ,1904782110 
2023,D34,여,외래,140157 ,248624 ,247178 ,10360967650 ,18927697190 
2023,D34,여,입원,2529 ,2669 ,10254 ,4244247620 ,6397337060 
2023,D35,남,외래,32831 ,123355 ,122811 ,11617339890 ,17447703320 
2023,D35,남,입원,2607 ,3537 ,24696 ,14415793980 ,17390010970 
2023,D35,여,외래,43244 ,157999 ,157200 ,15771333810 ,22372750450 
2023,D35,여,입원,3197 ,4349 ,28939 ,14954281050 ,18251451770 
2023,D36,남,외래,12846 ,29074 ,28950 ,1287569150 ,2307382020 
2023,D36,남,입원,1297 ,1387 ,6416 ,2420527830 ,3307333410 
2023,D36,여,외래,14165 ,30150 ,30030 ,1261931750 ,2322500270 
2023,D36,여,입원,1433 ,1531 ,7076 ,2692823770 ,3704277010 
2023,D37,남,외래,18375 ,44237 ,43821 ,5066320960 ,7072185480 
2023,D37,남,입원,1301 ,1893 ,13878 ,5783125970 ,6889827050 
2023,D37,여,외래,19806 ,46218 ,45865 ,4765249230 ,7017691910 
2023,D37,여,입원,1270 ,2103 ,18832 ,5917423320 ,7060637430 
2023,D38,남,외래,5311 ,12920 ,12720 ,1157244980 ,1534349090 
2023,D38,남,입원,715 ,817 ,3834 ,2127440860 ,2629716410 
2023,D38,여,외래,4056 ,8805 ,8691 ,785984110 ,1063431310 
2023,D38,여,입원,376 ,500 ,3512 ,1306406970 ,1595506750 
2023,D39,여,외래,15004 ,35619 ,35315 ,4307671020 ,5561750490 
2023,D39,여,입원,1016 ,1483 ,11014 ,4240360700 ,5106906360 
2023,D40,남,외래,1499 ,2959 ,2892 ,294018350 ,422408460 
2023,D40,남,입원,74 ,95 ,730 ,177114360 ,212503340 
2023,D41,남,외래,5190 ,13018 ,12801 ,1529905630 ,2192984100 
2023,D41,남,입원,650 ,859 ,4620 ,1796845410 ,2143895560 
2023,D41,여,외래,2970 ,6454 ,6337 ,622188070 ,996227590 
2023,D41,여,입원,281 ,369 ,2409 ,712861580 ,871692070 
2023,D42,남,외래,940 ,5228 ,5185 ,1185742950 ,1281259490 
2023,D42,남,입원,181 ,401 ,5185 ,2466323110 ,2699113430 
2023,D42,여,외래,1714 ,9168 ,9100 ,2256404900 ,2441399770 
2023,D42,여,입원,339 ,793 ,11025 ,4422934630 ,4878452140 
2023,D43,남,외래,5303 ,20561 ,20378 ,3324292810 ,4018469910 
2023,D43,남,입원,1246 ,2909 ,27267 ,11990577520 ,13471670380 
2023,D43,여,외래,6799 ,23979 ,23730 ,3638927510 ,4477697040 
2023,D43,여,입원,1439 ,3070 ,38449 ,13593643620 ,15252591670 
2023,D44,남,외래,6275 ,18961 ,18793 ,2010970870 ,2573498650 
2023,D44,남,입원,495 ,766 ,6563 ,3115102930 ,3600676650 
2023,D44,여,외래,15362 ,33133 ,32780 ,3158433840 ,4315581630 
2023,D44,여,입원,1007 ,1297 ,9430 ,4434327580 ,5317207010 
2023,D45,남,외래,3022 ,15159 ,15110 ,1383639710 ,1634486280 
2023,D45,남,입원,204 ,370 ,3668 ,710631200 ,811504420 
2023,D45,여,외래,1955 ,11380 ,11356 ,1070283720 ,1190037430 
2023,D45,여,입원,192 ,399 ,4298 ,902807700 ,1023655870 
2023,D46,남,외래,4367 ,63358 ,63118 ,19261871820 ,20727866360 
2023,D46,남,입원,1686 ,6149 ,50241 ,38400509900 ,42108362540 
2023,D46,여,외래,3398 ,39569 ,39437 ,11095975960 ,12005266220 
2023,D46,여,입원,1098 ,4063 ,38439 ,22205317430 ,24372204320 
2023,D47,남,외래,9607 ,55793 ,55604 ,12452456010 ,13771166650 
2023,D47,남,입원,1364 ,2761 ,22571 ,10366964740 ,11550487340 
2023,D47,여,외래,10146 ,55629 ,55481 ,11484105850 ,12844243720 
2023,D47,여,입원,1260 ,2774 ,28473 ,9041871640 ,10160273430 
2023,D48,남,외래,6371 ,19228 ,19065 ,2343203120 ,2821694050 
2023,D48,남,입원,744 ,935 ,6205 ,2919868270 ,3489335310 
2023,D48,여,외래,14106 ,35151 ,34728 ,4265463700 ,5323859890 
2023,D48,여,입원,1347 ,1698 ,10020 ,4482666080 ,5406356010 
2023,D50,남,외래,72189 ,129908 ,129545 ,4450515890 ,6522420720 
2023,D50,남,입원,1693 ,2050 ,9776 ,2101966910 ,2698643650 
2023,D50,여,외래,290252 ,569559 ,568353 ,15692256080 ,23263844740 
2023,D50,여,입원,3343 ,4018 ,19312 ,3920717840 ,5040635700 
2023,D51,남,외래,3073 ,11481 ,11473 ,205836670 ,369740810 
2023,D51,남,입원,40 ,43 ,267 ,90391060 ,118118290 
2023,D51,여,외래,2604 ,8244 ,8237 ,176058110 ,302613280 
2023,D51,여,입원,25 ,32 ,149 ,39565970 ,53377990 
2023,D52,남,외래,1138 ,2296 ,2292 ,61118490 ,94416400 
2023,D52,남,입원,34 ,93 ,473 ,72873000 ,94482580 
2023,D52,여,외래,2151 ,3884 ,3882 ,93384430 ,140095030 
2023,D52,여,입원,48 ,92 ,191 ,49856680 ,63077950 
2023,D53,남,외래,2306 ,6951 ,6940 ,168015360 ,340401430 
2023,D53,남,입원,92 ,135 ,1066 ,240249900 ,309766990 
2023,D53,여,외래,3771 ,9684 ,9658 ,245310720 ,479901550 
2023,D53,여,입원,130 ,191 ,1424 ,238983200 ,306227060 
2023,D55,남,외래,87 ,189 ,187 ,16972830 ,21690380 
2023,D55,남,입원,1 ,1 ,5 ,1601930 ,1820330 
2023,D55,여,외래,108 ,246 ,241 ,24559460 ,31712420 
2023,D55,여,입원,6 ,7 ,30 ,8633240 ,9389720 
2023,D56,남,외래,171 ,473 ,470 ,36303310 ,48149830 
2023,D56,남,입원,5 ,5 ,25 ,11763040 ,14712860 
2023,D56,여,외래,197 ,694 ,690 ,56242710 ,72237590 
2023,D56,여,입원,5 ,17 ,39 ,12063150 ,14053260 
2023,D57,남,외래,10 ,45 ,44 ,1283930 ,3588650 
2023,D57,남,입원,1 ,7 ,38 ,6910040 ,9098810 
2023,D57,여,외래,9 ,54 ,54 ,2370340 ,6235700 
2023,D58,남,외래,546 ,1573 ,1569 ,62442040 ,145748520 
2023,D58,남,입원,56 ,79 ,450 ,215861550 ,264218370 
2023,D58,여,외래,626 ,1861 ,1852 ,77232430 ,172146030 
2023,D58,여,입원,75 ,127 ,607 ,297395100 ,370472920 
2023,D59,남,외래,1026 ,5079 ,5062 ,18881146390 ,21086727450 
2023,D59,남,입원,171 ,370 ,2299 ,3964227910 ,4509327600 
2023,D59,여,외래,1361 ,6298 ,6275 ,13639616610 ,15307591760 
2023,D59,여,입원,206 ,428 ,4281 ,3204435340 ,3719272310 
2023,D60,남,외래,139 ,1384 ,1379 ,241116470 ,297123200 
2023,D60,남,입원,29 ,76 ,516 ,251309470 ,298449940 
2023,D60,여,외래,198 ,1456 ,1441 ,214380970 ,270196810 
2023,D60,여,입원,45 ,95 ,481 ,232139080 ,275485160 
2023,D61,남,외래,4307 ,24144 ,23990 ,6026403200 ,7179892820 
2023,D61,남,입원,901 ,2009 ,13300 ,10763796330 ,12261088930 
2023,D61,여,외래,4968 ,26938 ,26805 ,6025095550 ,7199568730 
2023,D61,여,입원,991 ,2251 ,15612 ,10829066840 ,12400711090 
2023,D62,남,외래,170 ,313 ,312 ,15402380 ,23499280 
2023,D62,남,입원,61 ,66 ,327 ,86868840 ,110306210 
2023,D62,여,외래,752 ,1300 ,1300 ,40961930 ,70251980 
2023,D62,여,입원,78 ,97 ,482 ,145503540 ,183615600 
2023,D63,남,외래,1308 ,3767 ,3757 ,238082640 ,352826610 
2023,D63,남,입원,69 ,96 ,799 ,160898800 ,201382990 
2023,D63,여,외래,1942 ,5747 ,5729 ,319551710 ,496247620 
2023,D63,여,입원,118 ,196 ,1482 ,278649050 ,348320490 
2023,D64,남,외래,50472 ,102041 ,101654 ,4618892380 ,8376918610 
2023,D64,남,입원,3542 ,4524 ,19437 ,5703365470 ,7279354530 
2023,D64,여,외래,120955 ,228229 ,227645 ,8554567230 ,15459365290 
2023,D64,여,입원,5735 ,7091 ,30063 ,8208116440 ,10553997280 
2023,D65,남,외래,90 ,193 ,192 ,10789130 ,21484530 
2023,D65,남,입원,93 ,113 ,1342 ,1629920820 ,1967166800 
2023,D65,여,외래,95 ,225 ,223 ,12936280 ,24671430 
2023,D65,여,입원,72 ,98 ,1336 ,932906360 ,1128284290 
2023,D66,남,외래,1564 ,29860 ,29837 ,149468000000 ,165431000000 
2023,D66,남,입원,123 ,215 ,1756 ,6654058560 ,7409297540 
2023,D66,여,외래,76 ,227 ,225 ,292906510 ,327716410 
2023,D66,여,입원,8 ,25 ,553 ,1008465510 ,1128953520 
2023,D67,남,외래,377 ,5942 ,5941 ,54797295000 ,60609458880 
2023,D67,남,입원,32 ,54 ,416 ,874977020 ,970068160 
2023,D67,여,외래,15 ,51 ,51 ,145017740 ,161678380 
2023,D68,남,외래,3409 ,11986 ,11953 ,2260502810 ,2674361460 
2023,D68,남,입원,343 ,456 ,2982 ,2183458430 ,2554058430 
2023,D68,여,외래,4847 ,16710 ,16638 ,3331262880 ,4007852660 
2023,D68,여,입원,313 ,434 ,3553 ,1298201310 ,1604687420 
2023,D69,남,외래,24867 ,66357 ,66010 ,2906218200 ,5748735440 
2023,D69,남,입원,1871 ,3014 ,14450 ,7409038600 ,8914504460 
2023,D69,여,외래,34331 ,93158 ,92736 ,4342537710 ,8203963390 
2023,D69,여,입원,2257 ,3644 ,19715 ,9161270050 ,11146455250 
2023,D70,남,외래,4507 ,9839 ,9783 ,563441390 ,929886460 
2023,D70,남,입원,1467 ,2020 ,12535 ,6909512100 ,7647980370 
2023,D70,여,외래,11379 ,24633 ,24485 ,1064303910 ,1948261870 
2023,D70,여,입원,2395 ,3180 ,17691 ,8481734700 ,9411042060 
2023,D71,남,외래,65 ,490 ,489 ,72373890 ,85188220 
2023,D71,남,입원,10 ,252 ,720 ,327813540 ,358783900 
2023,D71,여,외래,35 ,173 ,173 ,14112670 ,18184250 
2023,D71,여,입원,7 ,16 ,139 ,59794020 ,68740260 
2023,D72,남,외래,9864 ,22741 ,22567 ,1007361350 ,2112649490 
2023,D72,남,입원,378 ,455 ,1892 ,748805140 ,971111100 
2023,D72,여,외래,10607 ,22741 ,22610 ,872498680 ,1861561350 
2023,D72,여,입원,308 ,372 ,1972 ,744461910 ,946978730 
2023,D73,남,외래,1454 ,3119 ,3098 ,164303950 ,346139860 
2023,D73,남,입원,185 ,222 ,1521 ,633602040 ,833072050 
2023,D73,여,외래,1964 ,4012 ,3988 ,220618220 ,471687700 
2023,D73,여,입원,156 ,183 ,1397 ,721381640 ,924099100 
2023,D74,남,외래,12 ,19 ,19 ,659500 ,1574320 
2023,D74,남,입원,17 ,22 ,50 ,37598620 ,48478720 
2023,D74,여,외래,7 ,7 ,7 ,339230 ,588990 
2023,D74,여,입원,11 ,18 ,249 ,56792350 ,75486550 
2023,D75,남,외래,7952 ,20993 ,20887 ,1171786960 ,2605332110 
2023,D75,남,입원,250 ,302 ,1307 ,474924920 ,642908430 
2023,D75,여,외래,5067 ,11050 ,11000 ,653261720 ,1399106080 
2023,D75,여,입원,159 ,212 ,644 ,407744470 ,532996550 
2023,D76,남,외래,675 ,2911 ,2905 ,300116630 ,375853030 
2023,D76,남,입원,153 ,359 ,3653 ,2919785220 ,3330845080 
2023,D76,여,외래,666 ,3453 ,3437 ,332522170 ,422905540 
2023,D76,여,입원,188 ,821 ,5415 ,3597701800 ,4106900310 
2023,D77,남,외래,544 ,1074 ,1074 ,80464310 ,201843160 
2023,D77,남,입원,8 ,8 ,21 ,10245820 ,14322490 
2023,D77,여,외래,668 ,1349 ,1348 ,73503920 ,193129620 
2023,D77,여,입원,14 ,17 ,48 ,27691530 ,38892800 
2023,D80,남,외래,321 ,2950 ,2934 ,673129620 ,754471150 
2023,D80,남,입원,61 ,233 ,814 ,368078480 ,411425760 
2023,D80,여,외래,315 ,1773 ,1771 ,181613830 ,209549880 
2023,D80,여,입원,130 ,506 ,1337 ,347772680 ,397663370 
2023,D81,남,외래,77 ,353 ,347 ,32319640 ,40326220 
2023,D81,남,입원,6 ,11 ,28 ,10218750 ,11752120 
2023,D81,여,외래,255 ,862 ,862 ,49364640 ,61948790 
2023,D81,여,입원,7 ,54 ,209 ,128370310 ,143179390 
2023,D82,남,외래,227 ,1681 ,1678 ,117444840 ,140166440 
2023,D82,남,입원,21 ,41 ,441 ,744184770 ,823534460 
2023,D82,여,외래,190 ,1753 ,1734 ,109314390 ,125701650 
2023,D82,여,입원,11 ,26 ,135 ,68303830 ,78278060 
2023,D83,남,외래,24 ,222 ,221 ,50788930 ,58808280 
2023,D83,남,입원,6 ,40 ,276 ,260887020 ,297180750 
2023,D83,여,외래,22 ,491 ,491 ,79099020 ,90657550 
2023,D83,여,입원,4 ,14 ,37 ,21177290 ,24739530 
2023,D84,남,외래,383 ,1175 ,1170 ,245920580 ,282847210 
2023,D84,남,입원,15 ,25 ,120 ,45888550 ,56291660 
2023,D84,여,외래,1018 ,3614 ,3610 ,714311930 ,815579270 
2023,D84,여,입원,41 ,77 ,745 ,270355520 ,307986470 
2023,D86,남,외래,1686 ,7564 ,7500 ,639918940 ,776421210 
2023,D86,남,입원,174 ,248 ,1985 ,1126454800 ,1322240310 
2023,D86,여,외래,2315 ,10447 ,10385 ,828422700 ,1007699030 
2023,D86,여,입원,141 ,227 ,1591 ,540251420 ,644095970 
2023,D89,남,외래,1866 ,11645 ,11594 ,751307790 ,1058247330 
2023,D89,남,입원,205 ,307 ,2374 ,1042618550 ,1266920210 
2023,D89,여,외래,1136 ,5626 ,5606 ,315367100 ,462939170 
2023,D89,여,입원,89 ,144 ,1050 ,277152480 ,354347030 
2023,E00,남,외래,23 ,47 ,47 ,1088080 ,1749380 
2023,E00,남,입원,1 ,1 ,0 ,49680 ,62100 
2023,E00,여,외래,60 ,132 ,132 ,2233760 ,3587760 
2023,E00,여,입원,1 ,1 ,20 ,33300 ,41620 
2023,E01,남,외래,61 ,121 ,121 ,5271860 ,8451120 
2023,E01,남,입원,1 ,1 ,8 ,1653820 ,2322770 
2023,E01,여,외래,168 ,407 ,407 ,15235900 ,24001070 
2023,E01,여,입원,1 ,1 ,4 ,1501630 ,1826590 
2023,E02,남,외래,1729 ,4878 ,4872 ,122601290 ,274003520 
2023,E02,남,입원,6 ,7 ,34 ,1786580 ,2466500 
2023,E02,여,외래,7310 ,24873 ,24861 ,729891330 ,1292777520 
2023,E02,여,입원,6 ,14 ,177 ,13722600 ,16312150 
2023,E03,남,외래,108803 ,382256 ,381937 ,10688822900 ,18208920540 
2023,E03,남,입원,600 ,1459 ,3839 ,578958950 ,747586340 
2023,E03,여,외래,519532 ,2011693 ,2010611 ,57870292440 ,92301095330 
2023,E03,여,입원,1403 ,2203 ,11382 ,1631160670 ,2120457680 
2023,E04,남,외래,100120 ,202959 ,201958 ,7826087990 ,15020829170 
2023,E04,남,입원,1045 ,1107 ,3404 ,1325340070 ,1937428510 
2023,E04,여,외래,410186 ,832853 ,829449 ,33277831000 ,62045251670 
2023,E04,여,입원,4258 ,4459 ,13843 ,5173954320 ,7563060810 
2023,E05,남,외래,77572 ,366864 ,366408 ,11657456070 ,21612274470 
2023,E05,남,입원,831 ,1014 ,4381 ,1407752650 ,1899173950 
2023,E05,여,외래,179692 ,864798 ,863433 ,28363542090 ,51623009950 
2023,E05,여,입원,1673 ,2039 ,11854 ,3328254580 ,4496342020 
2023,E06,남,외래,20171 ,51736 ,51692 ,1820341190 ,3249572740 
2023,E06,남,입원,113 ,136 ,681 ,190754110 ,252520290 
2023,E06,여,외래,111270 ,298533 ,298226 ,10892204540 ,18903894900 
2023,E06,여,입원,443 ,517 ,2529 ,620525710 ,851185440 
2023,E07,남,외래,38843 ,58387 ,58225 ,2941830380 ,4588111940 
2023,E07,남,입원,417 ,447 ,635 ,116259230 ,157268100 
2023,E07,여,외래,154538 ,236853 ,236432 ,11416584500 ,17984673970 
2023,E07,여,입원,603 ,645 ,2066 ,362472140 ,499739410 
2023,E10,남,외래,26716 ,119199 ,113540 ,3710798470 ,6790465910 
2023,E10,남,입원,1503 ,2487 ,23836 ,4481948330 ,5686285120 
2023,E10,여,외래,21134 ,104772 ,97884 ,3248130410 ,6086832360 
2023,E10,여,입원,1491 ,2680 ,28337 ,4540183480 ,5789306750 
2023,E11,남,외래,1940722 ,12327592 ,12319682 ,283067000000 ,429308000000 
