병원,진료과,연도,실제값,ARIMA예측,RF예측,XGB예측,ARIMA_RMSE,ARIMA_MAE,ARIMA_MAPE,ARIMA_R2,ARIMA_Adjusted_R2,RF_RMSE,RF_MAE,RF_MAPE,RF_R2,RF_Adjusted_R2,XGB_RMSE,XGB_MAE,XGB_MAPE,XGB_R2,XGB_Adjusted_R2
광주,외과,2023,23637,20404.47051739069,19990.04,20354.293,2371.6462846529666,2063.524549212216,8.938360650507898,-3.0949123602984745,,3236.8081221533685,3223.973333333333,18.38504328638358,-293.9038888748476,,3557.504524296224,3469.76953125,19.866344731489946,-341.7057249546051,
광주,정형외과,2022,13069,23310.400950062354,24003.96,24063.22,12200.997896887491,12064.08592342319,107.41499194026926,-70.14654724814164,,2197.327093980649,2065.359999999999,8.579715070951544,-4.046174811404121,,1704.6617826705708,1478.7220052083333,6.168290831255772,-1.6549665927886963,
광주,정형외과,2023,10176,24062.770896784026,24003.96,24063.22,12200.997896887491,12064.08592342319,107.41499194026926,-70.14654724814164,,2197.327093980649,2065.359999999999,8.579715070951544,-4.046174811404121,,1704.6617826705708,1478.7220052083333,6.168290831255772,-1.6549665927886963,
광주,신경외과,2022,862,12367.40264337064,12446.8,12581.71,9283.935344882348,8915.319738038743,718.23723350827,-11.022789837567197,,3089.5489121014657,3079.853333333333,24.332184816048244,-598.7278548670348,,2867.711314667671,2856.1608072916665,23.17434961301221,-747.581413269043,
광주,신경외과,2023,6217,12542.236832706843,12446.8,12581.71,9283.935344882348,8915.319738038743,718.23723350827,-11.022789837567197,,3089.5489121014657,3079.853333333333,24.332184816048244,-598.7278548670348,,2867.711314667671,2856.1608072916665,23.17434961301221,-747.581413269043,
광주,산부인과,2022,0,19.248719171689363,11.5,11.000829,20.39650698835211,20.365888863620164,,0.0,,15.423016835039505,14.06,223.74264491764492,-10.94095641025641,,14.335884809696362,12.16701889038086,186.0803720221874,-6.498661557833354,
광주,산부인과,2023,0,21.48305855555096,11.5,11.000829,20.39650698835211,20.365888863620164,,0.0,,15.423016835039505,14.06,223.74264491764492,-10.94095641025641,,14.335884809696362,12.16701889038086,186.0803720221874,-6.498661557833354,
광주,안과,2022,50,449.7855667683229,558.76,563.9751,362.22618825600665,360.03890690943035,422.02808392461026,-0.1691495786008106,,220.5568449161743,217.02,52.98829128132305,-2306.602375252636,,232.3966868178774,228.8271484375,58.89538938562443,-9326.208634694418,
광주,안과,2023,720,399.70775294946213,558.76,563.9751,362.22618825600665,360.03890690943035,422.02808392461026,-0.1691495786008106,,220.5568449161743,217.02,52.98829128132305,-2306.602375252636,,232.3966868178774,228.8271484375,58.89538938562443,-9326.208634694418,
광주,피부과,2022,0,52.510979532162324,11.08,0.00026748306,62.54662447385221,61.84606961075006,,0.0,,263.1673920268655,212.80666666666664,,-1.27464919547644,,272.1286883476651,226.80192287142077,,-3.217093070348104,
광주,피부과,2023,0,71.18115968933779,11.08,0.00026748306,62.54662447385221,61.84606961075006,,0.0,,263.1673920268655,212.80666666666664,,-1.27464919547644,,272.1286883476651,226.80192287142077,,-3.217093070348104,
광주,이비인후과,2022,28,103.87710853188506,47.98,33.00737,877.936825600265,657.5732861626828,181.80535474305955,-0.796569127079005,,224.20773445541917,200.66666666666666,643.6703006581,-141.86332185910382,,220.26905066447912,194.3074747721354,391.90358584118695,-42.746959368387856,
광주,이비인후과,2023,1338,98.7305362065195,47.98,33.00737,877.936825600265,657.5732861626828,181.80535474305955,-0.796569127079005,,224.20773445541917,200.66666666666666,643.6703006581,-141.86332185910382,,220.26905066447912,194.3074747721354,391.90358584118695,-42.746959368387856,
광주,비뇨의학과,2022,7447,6996.484035433285,7109.98,7347.9927,2361.7632927977534,1880.0152959161073,19.00046016774847,-1.6329845894040722,,2712.305410341674,2706.3,55.67187014847297,-2384.0307754437467,,3145.8934845305253,3044.6435546875,53.90516239172973,-4612.098809123039,
광주,비뇨의학과,2023,10358,7048.485372734501,7109.98,7347.9927,2361.7632927977534,1880.0152959161073,19.00046016774847,-1.6329845894040722,,2712.305410341674,2706.3,55.67187014847297,-2384.0307754437467,,3145.8934845305253,3044.6435546875,53.90516239172973,-4612.098809123039,
광주,재활의학과,2022,29738,22188.108996515628,23185.04,23036.371,11401.34104729087,10898.503271368,31.80073097887961,-8.133839520097156,,3571.598794128804,3507.9600000000005,14.890108258998483,-797.6767057690305,,3848.8576952527947,3784.9290364583335,16.09973608682846,-1156.1739433606465,
광주,재활의학과,2023,37283,23035.884460748373,23185.04,23036.371,11401.34104729087,10898.503271368,31.80073097887961,-8.133839520097156,,3571.598794128804,3507.9600000000005,14.890108258998483,-797.6767057690305,,3848.8576952527947,3784.9290364583335,16.09973608682846,-1156.1739433606465,
광주,가정의학과,2022,7995,10865.56704079358,12191.94,11484.4795,2093.789080167652,1798.5156392850413,21.658714362803423,-4.3823438582936625,,2730.852719814909,2611.7333333333336,18.892488631559104,-7.368859387033079,,2238.809840922173,2044.6686197916667,15.082165499389367,-4.082984248797099,
광주,가정의학과,2023,9800,10526.464237776503,12191.94,11484.4795,2093.789080167652,1798.5156392850413,21.658714362803423,-4.3823438582936625,,2730.852719814909,2611.7333333333336,18.892488631559104,-7.368859387033079,,2238.809840922173,2044.6686197916667,15.082165499389367,-4.082984248797099,
광주,응급의학과,2022,4126,5173.77254871884,4654.3,5038.8945,2863.770477634402,2479.9368477912503,165.15632018507554,-3.058660148953825,,1554.8337725591227,1548.5133333333333,,-41.087715321422685,,1552.363157093835,1545.834260062237,,-41.1186709801356,
광주,응급의학과,2023,1283,5195.101146863661,4654.3,5038.8945,2863.770477634402,2479.9368477912503,165.15632018507554,-3.058660148953825,,1554.8337725591227,1548.5133333333333,,-41.087715321422685,,1552.363157093835,1545.834260062237,,-41.1186709801356,
광주,내과,2022,0,-4253.4605309828585,0.0,0.039033983,3009.1854898949355,2194.6790266270536,,0.0,,22911.488269832713,22896.093333333334,,-44.89741119607174,,20394.4387413948,20371.39319449663,,-19.944049835205078,
광주,내과,2023,0,-135.89752227124882,0.0,0.039033983,3009.1854898949355,2194.6790266270536,,0.0,,22911.488269832713,22896.093333333334,,-44.89741119607174,,20394.4387413948,20371.39319449663,,-19.944049835205078,
광주,비뇨기과,2022,0,1025.0449692904544,0.0,0.0014596225,1101.3125973346828,1098.837605767918,,0.0,,1790.8782323748549,1763.84,,-0.025785101720713206,,2431.7020649198635,2136.8225829986236,,-0.3330969015757243,
광주,비뇨기과,2023,0,1172.6302422453812,0.0,0.0014596225,1101.3125973346828,1098.837605767918,,0.0,,1790.8782323748549,1763.84,,-0.025785101720713206,,2431.7020649198635,2136.8225829986236,,-0.3330969015757243,
광주,흉부외과,2022,0,-8.838160051629311e-35,0.0,0.00014571665,8.838177407380161e-35,8.838177407363121e-35,,0.0,,413.12000000000006,413.12000000000006,,0.3333333333333333,,0.17752996420492295,0.1775299676131302,,0.0,
광주,흉부외과,2023,0,-8.83819476309693e-35,0.0,0.00014571665,8.838177407380161e-35,8.838177407363121e-35,,0.0,,413.12000000000006,413.12000000000006,,0.3333333333333333,,0.17752996420492295,0.1775299676131302,,0.0,
광주,정신과,2022,0,0.11501842020345368,0.0,0.00039200304,0.11337653365939382,0.11336446899276834,,0.0,,0.4757022603955159,0.40666666666666673,,-0.3333333333333333,,0.5687813134169668,0.499745718096771,,-0.3333333333333333,
광주,정신과,2023,0,0.11171051778208299,0.0,0.00039200304,0.11337653365939382,0.11336446899276834,,0.0,,0.4757022603955159,0.40666666666666673,,-0.3333333333333333,,0.5687813134169668,0.499745718096771,,-0.3333333333333333,
광주,마취과,2022,0,0.0,0.0,2.1995984e-06,0.0,0.0,,1.0,,9.72,9.72,,0.3333333333333333,,0.002679822871220683,0.002679822910825654,,0.0,
광주,마취과,2023,0,0.0,0.0,2.1995984e-06,0.0,0.0,,1.0,,9.72,9.72,,0.3333333333333333,,0.002679822871220683,0.002679822910825654,,0.0,
대전,순환기내과,2022,0,3.4466213719614897e-37,0.0,0.00013453691,3.446621743180243e-37,3.4466217431802225e-37,,0.0,,575.0,575.0,,0.3333333333333333,,575.0006853021548,575.0006961595888,,0.0,
대전,순환기내과,2023,0,3.446622114398956e-37,0.0,0.00013453691,3.446621743180243e-37,3.4466217431802225e-37,,0.0,,575.0,575.0,,0.3333333333333333,,575.0006853021548,575.0006961595888,,0.0,
대전,호흡기내과,2022,7420,13173.485492830967,13045.28,13821.827,6984.931120816994,6891.588017683702,111.00554916927842,-55.28917632722024,,3209.8418550279425,2961.0466666666666,35.63802522732373,-3.9294676259659824,,3243.5407018532733,2935.1376953125,37.55689581633724,-5.5095265706380205,
대전,호흡기내과,2023,5558,13587.690542536437,13045.28,13821.827,6984.931120816994,6891.588017683702,111.00554916927842,-55.28917632722024,,3209.8418550279425,2961.0466666666666,35.63802522732373,-3.9294676259659824,,3243.5407018532733,2935.1376953125,37.55689581633724,-5.5095265706380205,
대전,내분비내과,2022,836,695.0000000000001,583.8,694.81726,100.06248048094743,76.5,9.311491660069915,-0.7108804306036116,,163.81307097488352,115.83333333333333,,0.3333333333333333,,163.81307097488352,115.83333333333333,,0.3333333333333333,
대전,내분비내과,2023,683,695.0000000000001,583.8,694.81726,100.06248048094743,76.5,9.311491660069915,-0.7108804306036116,,163.81307097488352,115.83333333333333,,0.3333333333333333,,163.81307097488352,115.83333333333333,,0.3333333333333333,
대전,소화기내과,2022,8885,12949.36096216137,13485.06,13258.121,4654.6149375178775,4621.188515173463,57.47981709263384,-42.96360463097814,,7656.0435059113,7547.393333333333,40.471962949881465,-7639.99610071407,,7611.8784753739965,7513.139973958333,39.87119217437876,-2336.699722290039,
대전,소화기내과,2023,7481,12659.016068185556,13485.06,13258.121,4654.6149375178775,4621.188515173463,57.47981709263384,-42.96360463097814,,7656.0435059113,7547.393333333333,40.471962949881465,-7639.99610071407,,7611.8784753739965,7513.139973958333,39.87119217437876,-2336.699722290039,
대전,혈액종양내과,2022,8190,9240.0,7761.6,9237.57,742.5594252314087,533.5,6.502417312349004,-1.0669110074229984,,2177.8888860545662,1540.0,,0.3333333333333333,,2177.8888860545662,1540.0,,0.3333333333333333,
대전,혈액종양내과,2023,9223,9240.0,7761.6,9237.57,742.5594252314087,533.5,6.502417312349004,-1.0669110074229984,,2177.8888860545662,1540.0,,0.3333333333333333,,2177.8888860545662,1540.0,,0.3333333333333333,
대전,신장내과,2022,2771,833.3987689005226,2274.44,1867.9739,2084.309083781607,2079.4749808241468,71.92300713657616,-316.3602422919514,,2410.842143191782,2212.2000000000003,,-4.555511952170606,,2804.664012205006,2659.1764322916665,,-5.910436153411865,
대전,신장내과,2023,3005,783.6512694511845,2274.44,1867.9739,2084.309083781607,2079.4749808241468,71.92300713657616,-316.3602422919514,,2410.842143191782,2212.2000000000003,,-4.555511952170606,,2804.664012205006,2659.1764322916665,,-5.910436153411865,
대전,신경과,2022,4640,6560.482077470566,6467.74,6119.0938,2069.6386551163628,2064.6138149773083,47.65049498719338,-57.10980078279889,,2033.210514681645,2002.4333333333332,26.28184013814659,-38.17627871091151,,1881.101697135875,1846.8395182291667,25.00729056879683,-27.735356052716572,
대전,신경과,2023,4097,6305.745552484051,6467.74,6119.0938,2069.6386551163628,2064.6138149773083,47.65049498719338,-57.10980078279889,,2033.210514681645,2002.4333333333332,26.28184013814659,-38.17627871091151,,1881.101697135875,1846.8395182291667,25.00729056879683,-27.735356052716572,
대전,소아청소년과,2022,373,3176.682721210671,1269.5,1495.6147,3509.5333093395693,3449.5847098505865,751.6575660082227,-353.11234320275287,,371.3027866670866,279.3,85.14312337002234,-0.7663753125430709,,379.46985119841355,285.8314208984375,99.99548886637189,-1.1128679116566975,
대전,소아청소년과,2023,0,4095.4866984905016,1269.5,1495.6147,3509.5333093395693,3449.5847098505865,751.6575660082227,-353.11234320275287,,371.3027866670866,279.3,85.14312337002234,-0.7663753125430709,,379.46985119841355,285.8314208984375,99.99548886637189,-1.1128679116566975,
대전,외과,2022,4615,5168.031059076475,5309.52,5343.957,1079.3985386486872,987.9153921630827,16.943021677458823,-0.31718280229409723,,984.5081517405421,945.8600000000001,21.239619366211354,-29.792541207428698,,1026.1930871521279,992.66357421875,22.190770731399137,-20.472518920898438,
대전,외과,2023,6496,5073.200274750309,5309.52,5343.957,1079.3985386486872,987.9153921630827,16.943021677458823,-0.31718280229409723,,984.5081517405421,945.8600000000001,21.239619366211354,-29.792541207428698,,1026.1930871521279,992.66357421875,22.190770731399137,-20.472518920898438,
대전,정형외과,2022,28655,30945.006304472266,31314.26,30899.06,3158.6224300304243,3062.6620398162395,9.503646691185896,-0.05102254865586886,,2929.1148527174687,2729.0733333333337,8.39223400921111,-8.45851220675602,,2755.704619612647,2548.48046875,7.899511739209175,-5.52183214823405,
대전,정형외과,2023,34817,30981.682224839788,31314.26,30899.06,3158.6224300304243,3062.6620398162395,9.503646691185896,-0.05102254865586886,,2929.1148527174687,2729.0733333333337,8.39223400921111,-8.45851220675602,,2755.704619612647,2548.48046875,7.899511739209175,-5.52183214823405,
대전,신경외과,2022,4632,6960.3327085534465,7106.02,6882.235,2161.5633791933346,2154.567697523438,45.04869604038373,-159.72638667605912,,1999.702833866858,1959.873333333333,23.69870626136247,-148.26627081869913,,1896.3318633431088,1850.8269856770833,22.24585977628894,-149.4010638395945,
대전,신경외과,2023,4973,6953.802686493429,7106.02,6882.235,2161.5633791933346,2154.567697523438,45.04869604038373,-159.72638667605912,,1999.702833866858,1959.873333333333,23.69870626136247,-148.26627081869913,,1896.3318633431088,1850.8269856770833,22.24585977628894,-149.4010638395945,
대전,산부인과,2022,0,7.249137693680712e-50,0.0,4.0912738e-07,7.249139255234834e-50,7.249139255234666e-50,,0.0,,0.39999999999999997,0.39999999999999997,,0.6666666666666666,,3.3515118897855876e-05,3.351511816163111e-05,,0.0,
대전,산부인과,2023,0,7.249140816788622e-50,0.0,4.0912738e-07,7.249139255234834e-50,7.249139255234666e-50,,0.0,,0.39999999999999997,0.39999999999999997,,0.6666666666666666,,3.3515118897855876e-05,3.351511816163111e-05,,0.0,
대전,안과,2022,259,141.79431104950947,195.18,206.99216,97.41485525576775,94.80413770713557,37.165252859151906,-378.5861609800873,,28.805706751772238,28.080000000000002,18.01690870985654,-94.49200390521607,,26.749274226301697,25.834498087565105,16.506321071457418,-50.87795213858286,
대전,안과,2023,249,176.5974135362194,195.18,206.99216,97.41485525576775,94.80413770713557,37.165252859151906,-378.5861609800873,,28.805706751772238,28.080000000000002,18.01690870985654,-94.49200390521607,,26.749274226301697,25.834498087565105,16.506321071457418,-50.87795213858286,
대전,이비인후과,2022,138,178.9110811589897,326.24,250.10805,232.56911791198053,183.6295831315472,46.3236359078417,-0.49829347940046276,,362.24016608417975,348.7733333333333,76.37208760850812,-16.269633910305583,,400.1680808838926,388.45692952473956,86.24637330829955,-19.660626729329426,
대전,이비인후과,2023,518,191.65191489589532,326.24,250.10805,232.56911791198053,183.6295831315472,46.3236359078417,-0.49829347940046276,,362.24016608417975,348.7733333333333,76.37208760850812,-16.269633910305583,,400.1680808838926,388.45692952473956,86.24637330829955,-19.660626729329426,
대전,비뇨의학과,2022,0,0.0,0.0,0.0,144.95689014324225,102.5,100.0,-1.0,,0.0,0.0,,1.0,,0.0,0.0,,1.0,
대전,비뇨의학과,2023,205,0.0,0.0,0.0,144.95689014324225,102.5,100.0,-1.0,,0.0,0.0,,1.0,,0.0,0.0,,1.0,
대전,재활의학과,2022,4041,4861.443142342465,5672.72,5163.3354,2963.9052909685943,2465.4795962040066,32.919383130599826,-0.4134618365569809,,2834.9887654069867,2641.226666666667,38.26521863921756,-13.356484260679615,,2935.314013758683,2754.6710611979165,40.86764625845944,-13.355926036834717,
대전,재활의학과,2023,9027,4916.483949934452,5672.72,5163.3354,2963.9052909685943,2465.4795962040066,32.919383130599826,-0.4134618365569809,,2834.9887654069867,2641.226666666667,38.26521863921756,-13.356484260679615,,2935.314013758683,2754.6710611979165,40.86764625845944,-13.355926036834717,
대전,가정의학과,2022,2413,4466.300551607878,3977.16,3854.8438,2306.2352808400615,2293.6742678764704,96.05271463789093,-10505.115892526293,,2596.3381764103615,2547.9133333333334,46.49484469218797,-101.33065860088466,,2473.649490060248,2447.22900390625,45.52031354590178,-132.54604383309683,
대전,가정의학과,2023,2368,4902.047984145062,3977.16,3854.8438,2306.2352808400615,2293.6742678764704,96.05271463789093,-10505.115892526293,,2596.3381764103615,2547.9133333333334,46.49484469218797,-101.33065860088466,,2473.649490060248,2447.22900390625,45.52031354590178,-132.54604383309683,
대전,내과,2022,1312,3200.239026266557,3025.08,1614.5748,1712.4413777693776,1702.3187488684007,134.93368719467549,-1004.6431660825393,,9245.283008006101,8371.5,187.1815100894834,-11.029826270876503,,6840.975684450459,5728.2470703125,113.79021935966523,-5.1666421095530195,
대전,내과,2023,1204,2720.398471470244,3025.08,1614.5748,1712.4413777693776,1702.3187488684007,134.93368719467549,-1004.6431660825393,,9245.283008006101,8371.5,187.1815100894834,-11.029826270876503,,6840.975684450459,5728.2470703125,113.79021935966523,-5.1666421095530195,
대전,심장내과,2022,982,770.3179780388288,610.7,459.26468,203.76661792699338,203.6065349924284,23.524589946512954,-2.592933224999918,,2930.573409567924,2852.28,198.78556470220005,-1042.5438441424767,,2655.919395370513,2575.7902018229165,145.3149616601494,-407.2555940945943,
대전,심장내과,2023,767,962.5310480236856,610.7,459.26468,203.76661792699338,203.6065349924284,23.524589946512954,-2.592933224999918,,2930.573409567924,2852.28,198.78556470220005,-1042.5438441424767,,2655.919395370513,2575.7902018229165,145.3149616601494,-407.2555940945943,
대전,류마티스내과,2022,1528,2163.616137250509,2205.06,2318.7397,1360.6004998150456,1225.891154892784,235.98452283700192,-5.053561929495051,,826.216696898217,664.7066666666666,,-3.0002432440790456,,827.545333857544,666.1097005208334,,-3.044827143351237,
대전,류마티스내과,2023,422,2238.166172535059,2205.06,2318.7397,1360.6004998150456,1225.891154892784,235.98452283700192,-5.053561929495051,,826.216696898217,664.7066666666666,,-3.0002432440790456,,827.545333857544,666.1097005208334,,-3.044827143351237,
대전,비뇨기과,2022,179,189.51111794648017,206.56,180.08324,133.09621537806632,99.22193792795508,5.872132930994508,-1.2114918445697227,,217.72115870132316,212.71333333333334,71.80675854627744,-58.50331690225729,,168.44650920423263,163.19083658854166,49.03755869964548,-30.329869310061138,
대전,비뇨기과,2023,0,187.93275790943,206.56,180.08324,133.09621537806632,99.22193792795508,5.872132930994508,-1.2114918445697227,,217.72115870132316,212.71333333333334,71.80675854627744,-58.50331690225729,,168.44650920423263,163.19083658854166,49.03755869964548,-30.329869310061138,
대전,한방진료과,2022,0,-1.0818452919358799,6.14,0.0018773957,0.8380176731432241,0.7828720235849004,,0.0,,83.49233888439582,71.26666666666667,,-0.8431285381547493,,61.58740259233275,52.0091552734375,,-0.34797974427541095,
대전,한방진료과,2023,0,-0.4838987552339209,6.14,0.0018773957,0.8380176731432241,0.7828720235849004,,0.0,,83.49233888439582,71.26666666666667,,-0.8431285381547493,,61.58740259233275,52.0091552734375,,-0.34797974427541095,
인천,호흡기내과,2022,0,0.0,0.0,0.0,719.8347032479054,509.0,100.0,-1.0,,0.0,0.0,,1.0,,0.0,0.0,,1.0,
인천,호흡기내과,2023,1018,0.0,0.0,0.0,719.8347032479054,509.0,100.0,-1.0,,0.0,0.0,,1.0,,0.0,0.0,,1.0,
인천,소화기내과,2022,428,3743.5035191579636,3896.64,4109.4614,3605.754745147998,3594.912760810279,774.6503549434494,-282.8996262153311,,1529.9506811701215,1207.8333333333333,,-0.20315942752750318,,2064.826496263187,1734.6931966145833,,-5.753753900527954,
인천,소화기내과,2023,0,3874.3220024625944,3896.64,4109.4614,3605.754745147998,3594.912760810279,774.6503549434494,-282.8996262153311,,1529.9506811701215,1207.8333333333333,,-0.20315942752750318,,2064.826496263187,1734.6931966145833,,-5.753753900527954,
인천,신경과,2022,28,208.51734649662075,143.16,100.03996,673.2892714301188,557.7119793815592,362.7545916780654,-0.4225760603115707,,678.8842598463142,583.4666666666667,,-91.28585042701728,,907.0475543760944,811.8599446614584,,-299.5689432621002,
인천,신경과,2023,1157,222.0933877335023,143.16,100.03996,673.2892714301188,557.7119793815592,362.7545916780654,-0.4225760603115707,,678.8842598463142,583.4666666666667,,-91.28585042701728,,907.0475543760944,811.8599446614584,,-299.5689432621002,
인천,외과,2022,570,1710.9910455884092,964.62,1075.734,1627.8864337222778,1570.266486075438,415.47209574191476,-164.60260220263,,292.97660666038945,267.4533333333333,,-2.5670676759563533,,268.9153659363681,241.3511962890625,,-2.0978376070658364,
인천,외과,2023,317,2316.541926562467,964.62,1075.734,1627.8864337222778,1570.266486075438,415.47209574191476,-164.60260220263,,292.97660666038945,267.4533333333333,,-2.5670676759563533,,268.9153659363681,241.3511962890625,,-2.0978376070658364,
인천,정형외과,2022,1263,8285.09900258243,7810.66,8284.595,5095.796074314131,4321.049633995132,286.16969847041867,-0.3904489392699899,,2941.5896209947628,2386.58,,-8.254285885795706,,2043.1638987290269,1507.8333333333333,,-0.006994883219401042,
인천,정형외과,2023,9906,8285.999734592166,7810.66,8284.595,5095.796074314131,4321.049633995132,286.16969847041867,-0.3904489392699899,,2941.5896209947628,2386.58,,-8.254285885795706,,2043.1638987290269,1507.8333333333333,,-0.006994883219401042,
인천,신경외과,2022,1707,2555.7437545911507,2759.24,2982.342,1354.0938901730767,1282.6804706713247,128.14691673945586,-8.557610680574093,,935.8751089064376,884.98,,-21.656392658133882,,841.276494269374,789.5550130208334,,-16.660574595133465,
인천,신경외과,2023,831,2547.6171867514986,2759.24,2982.342,1354.0938901730767,1282.6804706713247,128.14691673945586,-8.557610680574093,,935.8751089064376,884.98,,-21.656392658133882,,841.276494269374,789.5550130208334,,-16.660574595133465,
인천,안과,2022,0,531.3216546573099,415.08,449.8972,463.89112246004225,458.07135607298727,188.63777327875718,-19.683869040488073,,142.01564042073656,126.18666666666667,,-7.332296080785256,,113.76432423383703,97.01681518554688,,-3.4547065099080405,
인천,안과,2023,204,588.8210574886647,415.08,449.8972,463.89112246004225,458.07135607298727,188.63777327875718,-19.683869040488073,,142.01564042073656,126.18666666666667,,-7.332296080785256,,113.76432423383703,97.01681518554688,,-3.4547065099080405,
